term,term_norm,semantic_family,semantic_action,semantic_confidence,mapping_rule,matched_pattern,n_family_matches,all_family_matches,review_flag,manual_override_family,manual_note,candidate_sources,candidate_journals,candidate_periods,max_keyness_score,max_pct_point_lift,max_doc_count,max_doc_pct
attachment styles,attachment styles,attachment_development_infant,mapped_initial,high,attachment_terms,\battachment\b|\bbowlby\b|\bsecure base\b|\bseparation\b|\bloss\b,1,attachment_development_infant,,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychology,2010-2025,5.95842,2.2003,16.0,2.2436
attempt,attempt,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1946-1969 | 1970-1989,42.136447,7.7756,950.0,15.2416
attempt made,attempt made,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | japa,1946-1969 | 1970-1989,10.340514,3.2979,114.0,4.0892
attempted,attempted,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1946-1969 | 1970-1989,16.593372,4.6305,88.0,6.5056
attempts,attempts,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa | psychoanalytic_psychotherapy,1970-1989 | 1990-2009,14.548159,8.1195,96.0,12.8205
attending psychiatrist,attending psychiatrist,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1946-1969,2.651935,1.2753,7.0,1.3011
attention,attention,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa,1920-1945,37.990722,8.0214,1083.0,16.4723
attitude,attitude,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,ijpa,1920-1945 | 1946-1969,34.537573,7.951,148.0,11.0787
auf,auf,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa,2010-2025,26.403679,6.0968,75.0,6.1425
auf der,auf der,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,2010-2025,3.634975,1.283,16.0,1.3104
auf die,auf die,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,2010-2025,7.368511,2.2113,27.0,2.2113
aus der,aus der,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,2010-2025,3.712646,1.3104,16.0,1.3104
austen riggs,austen riggs,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychology,1990-2009,2.342907,0.8652,14.0,1.0226
author addresses,author addresses,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,2.261508,0.8569,13.0,0.9312
author aims,author aims,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,2.38405,0.9034,13.0,0.9312
author attempts,author attempts,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1990-2009,4.852368,1.5268,25.0,1.6476
author begins,author begins,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,3.632488,1.2337,18.0,1.2894
author concludes,author concludes,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1990-2009,3.144002,1.0878,22.0,1.2178
author contends,author contends,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,2.43917,0.9007,14.0,1.0029
author demonstrates,author demonstrates,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1990-2009,2.618665,0.9445,22.0,1.0745
author focuses,author focuses,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,2.163475,0.8198,13.0,0.9312
author gives,author gives,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,1.81956,0.7322,11.0,0.788
author illustrates,author illustrates,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1990-2009,2.826253,0.9975,24.0,1.1461
author notes,author notes,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,1.842637,0.7415,11.0,0.788
author offers,author offers,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1990-2009,3.222323,1.0944,24.0,1.2894
author shows,author shows,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1990-2009,7.084594,2.0442,44.0,2.2206
author tries,author tries,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,1.942806,0.7574,12.0,0.8596
author uses,author uses,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,3.441078,1.1687,18.0,1.2894
author's,author's,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,ijpa | psychoanalytic_psychotherapy,1990-2009,13.041065,3.0907,133.0,4.7994
author's view,author's view,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,3.523111,1.1965,18.0,1.2894
authors argue,authors argue,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,1.796484,0.723,11.0,0.788
available,available,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychology | psychoanalytic_psychotherapy,2010-2025,28.690388,6.8986,82.0,10.0962
available online,available online,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_psychology,2010-2025,34.609394,8.6365,56.0,8.6538
available review,available review,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,8.776089,3.2407,14.0,3.2407
available sign,available sign,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_psychology,2010-2025,31.505013,8.0128,50.0,8.0128
ave,ave,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa,1990-2009,6.938651,1.9075,37.0,2.6504
award,award,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_dialogues,2010-2025,21.242931,5.1471,61.0,5.8485
awarding prize,awarding prize,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1946-1969,3.248958,1.1718,15.0,1.2448
aware,aware,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,1970-1989,11.901076,7.3946,4.0,10.2564
back,back,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,2010-2025,10.665195,2.7125,50.0,6.8493
balint michael,balint michael,history_theory_schools,mapped_initial,high,school_author_terms,\blacan\b|\blacanian\b|\bkohut\b|\bkohutian\b|\bfairbairn\b|\bferenczi\b|\bbalint\b,1,history_theory_schools,,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1946-1969,4.696225,1.5676,19.0,1.5768
barbara milrod,barbara milrod,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1990-2009,2.373656,0.9899,10.0,1.0256
basic books,basic books,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1946-1969,4.760059,1.9156,11.0,2.0446
basis,basis,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa | japa,1946-1969 | 1990-2009,14.19559,3.6287,99.0,9.1078
bear mind,bear mind,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1946-1969,3.914712,1.3295,35.0,1.4938
become available,become available,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_psychology,2010-2025,32.054142,8.1124,52.0,8.1731
began,began,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,1970-1989,6.502061,4.6902,3.0,7.6923
behavior,behavior,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,japa | psychoanalytic_psychology,1946-1969 | 1970-1989 | 1990-2009,42.173127,9.9266,225.0,13.0081
behavioral,behavioral,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,japa,1990-2009,12.948582,3.382,98.0,4.6154
behavioral sciences,behavioral sciences,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,3.139588,1.224,12.0,1.6438
behaviors,behaviors,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychology,1990-2009 | 2010-2025,13.655309,4.0149,49.0,4.6474
behaviour,behaviour,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | psychoanalytic_psychotherapy,1946-1969 | 1970-1989,77.341241,14.5296,428.0,16.9295
behavioural,behavioural,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal,psychoanalytic_psychotherapy,,9.316714,2.7668,28.0,3.2184
believe,believe,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_period,,1970-1989,10.134396,2.1776,104.0,5.9158
below former,below former,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
belsize,belsize,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,1970-1989 | 1990-2009,21.415831,7.1645,31.0,7.6923
belsize lane,belsize lane,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_psychotherapy,1970-1989 | 1990-2009,21.444154,7.1727,40.0,7.6923
benefit,benefit,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,1990-2009,8.615941,3.041,16.0,4.01
best essay,best essay,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.123476,1.1851,5.0,1.2531
best proposals,best proposals,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
beverly hills,beverly hills,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1946-1969 | 1970-1989,7.076607,2.0608,60.0,2.4896
bion,bion,kleinian_bionian,mapped_initial,high,bion_containment_terms,\bbion\b|\bbionian\b|\bcontainer\b|\bcontained\b|\bcontainment\b|\bcontaining\b,1,kleinian_bionian,,,,key_terms_by_journal_period,ijpa,1990-2009 | 2010-2025,22.14287,4.9975,83.0,6.7977
bion's,bion's,kleinian_bionian,mapped_initial,high,bion_containment_terms,\bbion\b|\bbionian\b|\bcontainer\b|\bcontained\b|\bcontainment\b|\bcontaining\b,1,kleinian_bionian,,,,key_terms_by_journal_period,ijpa,1990-2009 | 2010-2025,18.594945,4.3623,70.0,5.733
blass rachel,blass rachel,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,2010-2025,5.754171,1.8106,23.0,1.8837
blass ucl,blass ucl,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,2010-2025,3.080307,1.1375,14.0,1.1466
blind eye,blind eye,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.184394,1.2191,5.0,1.2531
bloomingdale white,bloomingdale white,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,ijpa | japa,1970-1989 | 1990-2009,3.737942,1.4573,25.0,1.7621
blum,blum,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,1970-1989,7.539886,2.4393,21.0,3.0837
blum harold,blum harold,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1970-1989 | 1990-2009,6.782631,2.3035,57.0,2.6432
blum hemlocks,blum hemlocks,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1970-1989 | 1990-2009,5.867056,2.0708,30.0,2.3495
blum summary,blum summary,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,japa,1970-1989,2.882647,1.2519,13.0,1.3216
board,board,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,psychoanalytic_dialogues,1990-2009 | 2010-2025,69.676439,13.7459,207.0,15.1486
board directors,board directors,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal,psychoanalytic_dialogues,,4.804408,1.4926,24.0,1.5209
board essays,board essays,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.230083,1.2446,5.0,1.2531
board member,board member,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues,2010-2025,17.956509,4.5901,55.0,4.698
body,body,body_sexuality_gender,mapped_initial,high,body_terms,\bbody\b|\bbodily\b|\bsomatic\b|\bcorporeal\b|\bembod(ied|iment)\b,1,body_sexuality_gender,,,,global_core_terms_after_audit | key_terms_by_journal_period,japa,1946-1969,18.513427,4.5035,833.0,11.1524
body image,body image,body_sexuality_gender,mapped_initial,high,body_terms,\bbody\b|\bbodily\b|\bsomatic\b|\bcorporeal\b|\bembod(ied|iment)\b,1,body_sexuality_gender,,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1946-1969,4.706216,1.8348,58.0,2.2305
bonnie litowitz,bonnie litowitz,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,japa,1990-2009 | 2010-2025,6.402379,2.2151,28.0,2.3288
books available,books available,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,8.776089,3.2407,14.0,3.2407
borderline,borderline,psychosis_borderline_primitive_states,mapped_initial,high,borderline_terms,\bborderline\b|\bborderline states?\b|\bborderline personality\b,1,psychosis_borderline_primitive_states,,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,psychoanalytic_psychology,1970-1989,23.311594,8.6083,89.0,11.3821
borderline personality,borderline personality,psychosis_borderline_primitive_states,mapped_initial,high,borderline_terms,\bborderline\b|\bborderline states?\b|\bborderline personality\b,1,psychosis_borderline_primitive_states,,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period,japa | psychoanalytic_psychology | psychoanalytic_psychotherapy,1970-1989 | 1990-2009 | 2010-2025,9.428205,2.9667,106.0,3.6859
borderline psychopathology,borderline psychopathology,psychosis_borderline_primitive_states,mapped_initial,high,borderline_terms,\bborderline\b|\bborderline states?\b|\bborderline personality\b,1,psychosis_borderline_primitive_states,,,,key_bigrams_by_journal_period,psychoanalytic_psychology,1970-1989,3.335153,2.4058,3.0,2.439
borderline schizophrenic,borderline schizophrenic,psychosis_borderline_primitive_states,mapped_initial,high,borderline_terms,\bborderline\b|\bborderline states?\b|\bborderline personality\b,1,psychosis_borderline_primitive_states,,,,key_bigrams_by_journal_period,psychoanalytic_psychology,1970-1989,3.335153,2.4058,3.0,2.439
bornstein robert,bornstein robert,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychology,1990-2009,1.792787,0.9213,6.0,0.9646
boundary violations,boundary violations,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period,psychoanalytic_psychology,2010-2025,4.31025,1.6804,40.0,1.9231
box,box,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,1970-1989,7.215973,2.1894,26.0,3.8179
box topeka,box topeka,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | japa,1970-1989,2.748304,1.0865,19.0,1.3216
brain,brain,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,1990-2009,6.713808,1.9372,31.0,3.1795
brattle cambridge,brattle cambridge,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_dialogues,1990-2009,4.68179,1.8841,11.0,2.0561
brazil,brazil,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa,1990-2009,9.150307,2.4328,42.0,3.0086
brief,brief,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,1990-2009,8.254064,2.5044,26.0,6.5163
brief communication,brief communication,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1946-1969,2.455187,1.1807,7.0,1.3011
briefly,briefly,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,1970-1989,7.531063,5.4325,3.0,7.6923
british psycho-analytical,british psycho-analytical,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,15.030806,4.2988,74.0,4.6647
brookline,brookline,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,japa,1990-2009,10.618156,2.919,77.0,3.7949
brookline fax,brookline fax,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1990-2009,2.45938,1.0256,10.0,1.0256
bryan douglas,bryan douglas,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,5.001129,1.895,13.0,1.895
