year,issue_label,item_type,title,url,keyword,keyword_raw,keyword_norm,keyword_final,keyword_pl,keyword_norm_auto,keyword_concept_auto
2016,2/2016 vol. 177,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Doswiadczanie-impasu-w-terapii-par-osob-z-przewaga-pierwotnych-mechanizmow-obronnych,64053,0,1.html",terapia par,terapia par,terapia par,terapia par,terapia par,terapia par,terapia par
2016,2/2016 vol. 177,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Doswiadczanie-impasu-w-terapii-par-osob-z-przewaga-pierwotnych-mechanizmow-obronnych,64053,0,1.html",impas,impas,impas,impas,impas,impas,impas
2016,2/2016 vol. 177,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Uzaleznienie-od-alkoholu-z-perspektywy-teorii-przywiazania-studium-przypadku,63690,0,1.html",uzależnienie od alkoholu,uzależnienie od alkoholu,uzależnienie od alkoholu,uzależnienie od alkoholu,uzależnienie od alkoholu,uzaleznienie od alkoholu,uzaleznienia
2016,2/2016 vol. 177,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Uzaleznienie-od-alkoholu-z-perspektywy-teorii-przywiazania-studium-przypadku,63690,0,1.html",teoria przywiązania,teoria przywiązania,teoria przywiązania,teoria przywiązania,teoria przywiązania,teoria przywiazania,przywiazanie
2016,2/2016 vol. 177,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Doswiadczenie-traumy-a-percepcja-wiezi-Porownanie-grup-mlodziezy-hospitalizowanej,65224,0,1.html",młodzież,młodzież,młodzież,młodzież,młodzież,młodziez,młodziez
2016,2/2016 vol. 177,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Doswiadczenie-traumy-a-percepcja-wiezi-Porownanie-grup-mlodziezy-hospitalizowanej,65224,0,1.html",przywiązanie,przywiązanie,przywiązanie,przywiązanie,przywiązanie,przywiazanie,przywiazanie
2016,2/2016 vol. 177,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Doswiadczenie-traumy-a-percepcja-wiezi-Porownanie-grup-mlodziezy-hospitalizowanej,65224,0,1.html",trauma,trauma,trauma,trauma,trauma,trauma,trauma
2016,2/2016 vol. 177,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Pomoc-psychospoleczna-a-perspektywa-plci-Obraz-kobiety-i-mezczyzny-u-osob-zajmujacych,64119,0,1.html",psychoterapia uprzedzenia płciowe,psychoterapia uprzedzenia płciowe,psychoterapia uprzedzenia płciowe,psychoterapia uprzedzenia płciowe,psychoterapia uprzedzenia płciowe,psychoterapia uprzedzenia płciowe,psychoterapia_ogolnie
2016,2/2016 vol. 177,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Zastosowanie-polskiej-adaptacji-kwestionariusza-MMPI-2-w-diagnostyce-i-monitorowaniu,65225,0,1.html",zaburzenia nerwicowe,zaburzenia nerwicowe,zaburzenia nerwicowe,zaburzenia nerwicowe,zaburzenia nerwicowe,zaburzenia nerwicowe,zaburzenia nerwicowe
2016,2/2016 vol. 177,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Zastosowanie-polskiej-adaptacji-kwestionariusza-MMPI-2-w-diagnostyce-i-monitorowaniu,65225,0,1.html",skuteczność psychoterapii,skuteczność psychoterapii,skuteczność psychoterapii,skuteczność psychoterapii,skuteczność psychoterapii,skutecznosc psychoterapii,skutecznosc psychoterapii
2016,2/2016 vol. 177,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Zastosowanie-polskiej-adaptacji-kwestionariusza-MMPI-2-w-diagnostyce-i-monitorowaniu,65225,0,1.html",kwestionariusz MMI-2,kwestionariusz MMI-2,kwestionariusz MMI-2,kwestionariusz MMI-2,kwestionariusz MMI-2,kwestionariusz mmi-2,kwestionariusz mmi-2
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Terapia-behawioralno-poznawcza-w-chorobach-nowotworowych,75601,0,1.html",terapia behawioralno-poznawcza,terapia behawioralno-poznawcza,terapia behawioralno-poznawcza,terapia behawioralno-poznawcza,terapia behawioralno-poznawcza,terapia behawioralno-poznawcza,cbt
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Terapia-behawioralno-poznawcza-w-chorobach-nowotworowych,75601,0,1.html",depresja,depresja,depresja,depresja,depresja,depresja,depresja
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Terapia-behawioralno-poznawcza-w-chorobach-nowotworowych,75601,0,1.html",zaburzenia lękowe,zaburzenia lękowe,zaburzenia lękowe,zaburzenia lękowe,zaburzenia lękowe,zaburzenia lekowe,lek
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Uzaleznieni-rodzice-narazone-dziecko-nZaklocenia-w-funkcjonowaniu-uzaleznionych-matek,75630,0,1.html",psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia_ogolnie
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Uzaleznieni-rodzice-narazone-dziecko-nZaklocenia-w-funkcjonowaniu-uzaleznionych-matek,75630,0,1.html",mentalizacja,mentalizacja,mentalizacja,mentalizacja,mentalizacja,mentalizacja,mentalizacja
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Uzaleznieni-rodzice-narazone-dziecko-nZaklocenia-w-funkcjonowaniu-uzaleznionych-matek,75630,0,1.html",relacja matka-dziecko,relacja matka-dziecko,relacja matka-dziecko,relacja matka-dziecko,relacja matka-dziecko,relacja matka-dziecko,relacja matka-dziecko
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Cechy-osobowosci-a-zagrozenie-wykluczeniem-spolecznym-z-perspektywy-teorii-relacji,75428,0,1.html",psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia_ogolnie
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Cechy-osobowosci-a-zagrozenie-wykluczeniem-spolecznym-z-perspektywy-teorii-relacji,75428,0,1.html",wykluczenie społeczne,wykluczenie społeczne,wykluczenie społeczne,wykluczenie społeczne,wykluczenie społeczne,wykluczenie społeczne,wykluczenie społeczne
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Cechy-osobowosci-a-zagrozenie-wykluczeniem-spolecznym-z-perspektywy-teorii-relacji,75428,0,1.html",teoria relacji z obiektem,teoria relacji z obiektem,teoria relacji z obiektem,teoria relacji z obiektem,teoria relacji z obiektem,teoria relacji z obiektem,teoria relacji z obiektem
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Psychoterapia-indywidualna-pacjentek-z-rozpoznaniem-anoreksji-psychicznej-skoncentrowana,75668,0,1.html",anoreksja,anoreksja,anoreksja,anoreksja,anoreksja,anoreksja,zaburzenia_odzywiania
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Psychoterapia-indywidualna-pacjentek-z-rozpoznaniem-anoreksji-psychicznej-skoncentrowana,75668,0,1.html",obraz ciała,obraz ciała,obraz ciała,obraz ciała,obraz ciała,obraz ciała,obraz ciała
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Psychoterapia-indywidualna-pacjentek-z-rozpoznaniem-anoreksji-psychicznej-skoncentrowana,75668,0,1.html",psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia_ogolnie
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Humor-i-smiechoterapia,73711,0,1.html",terapia grupowa,terapia grupowa,terapia grupowa,terapia grupowa,terapia grupowa,terapia grupowa,terapia grupowa
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Humor-i-smiechoterapia,73711,0,1.html",śmiechoterapia,śmiechoterapia,śmiechoterapia,śmiechoterapia,śmiechoterapia,smiechoterapia,smiechoterapia
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Odpornosc-psychiczna-w-ujeciu-psychologii-pozytywnej-nedukacja-i-terapia-przez-przygode,75152,0,1.html",odporność psychiczna,odporność psychiczna,odporność psychiczna,odporność psychiczna,odporność psychiczna,odpornosc psychiczna,odpornosc psychiczna
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Odpornosc-psychiczna-w-ujeciu-psychologii-pozytywnej-nedukacja-i-terapia-przez-przygode,75152,0,1.html",psychologia pozytywna,psychologia pozytywna,psychologia pozytywna,psychologia pozytywna,psychologia pozytywna,psychologia pozytywna,psychologia pozytywna
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Odpornosc-psychiczna-w-ujeciu-psychologii-pozytywnej-nedukacja-i-terapia-przez-przygode,75152,0,1.html",koło dzielności,koło dzielności,koło dzielności,koło dzielności,koło dzielności,koło dzielnosci,koło dzielnosci
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Depresja-adolescentow-w-swietle-teorii-przywiazania,71177,0,1.html",depresja,depresja,depresja,depresja,depresja,depresja,depresja
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Depresja-adolescentow-w-swietle-teorii-przywiazania,71177,0,1.html",adolescencja,adolescencja,adolescencja,adolescencja,adolescencja,adolescencja,adolescencja
2017,2/2017 vol. 181,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Depresja-adolescentow-w-swietle-teorii-przywiazania,71177,0,1.html",przywiązanie,przywiązanie,przywiązanie,przywiązanie,przywiązanie,przywiazanie,przywiazanie
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Cechy-osobowosci-jako-predyktory-satysfakcji-z-malzenstwa-r-nosob-w-okresie-poznej,90092,0,1.html",satysfakcja z małżeństwa,satysfakcja z małżeństwa,satysfakcja z małżeństwa,satysfakcja z małżeństwa,satysfakcja z małżeństwa,satysfakcja z małzenstwa,satysfakcja z małzenstwa
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Cechy-osobowosci-jako-predyktory-satysfakcji-z-malzenstwa-r-nosob-w-okresie-poznej,90092,0,1.html",cechy osobowości,cechy osobowości,cechy osobowości,cechy osobowości,cechy osobowości,cechy osobowosci,zaburzenia_osobowosci
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Cechy-osobowosci-jako-predyktory-satysfakcji-z-malzenstwa-r-nosob-w-okresie-poznej,90092,0,1.html",późna dorosłość,późna dorosłość,późna dorosłość,późna dorosłość,późna dorosłość,pozna dorosłosc,pozna dorosłosc
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Nieswiadomosc-jako-wiadomosc-od-Innego-Teoria-i-praktyka-psychoanalityczna-wedlug,90539,0,1.html",psychoterapia psychoanalityczna,psychoterapia psychoanalityczna,psychoterapia psychoanalityczna,psychoterapia psychoanalityczna,psychoterapia psychoanalityczna,psychoterapia psychoanalityczna,psychoterapia_psychodynamiczna
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Nieswiadomosc-jako-wiadomosc-od-Innego-Teoria-i-praktyka-psychoanalityczna-wedlug,90539,0,1.html",relacja terapeutyczna,relacja terapeutyczna,relacja terapeutyczna,relacja terapeutyczna,relacja terapeutyczna,relacja terapeutyczna,relacja terapeutyczna
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Nieswiadomosc-jako-wiadomosc-od-Innego-Teoria-i-praktyka-psychoanalityczna-wedlug,90539,0,1.html",relacja matka-dziecko,relacja matka-dziecko,relacja matka-dziecko,relacja matka-dziecko,relacja matka-dziecko,relacja matka-dziecko,relacja matka-dziecko
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/The-Impostor-Phenomenon-the-sense-of-intellectual-falseness,91425,0,1.html",zespół impostora,zespół impostora,zespół impostora,zespół impostora,zespół impostora,zespoł impostora,zespoł impostora
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/The-Impostor-Phenomenon-the-sense-of-intellectual-falseness,91425,0,1.html",postawy rodziców względem osiągnięć intelektualnych dziecka,postawy rodziców względem osiągnięć intelektualnych dziecka,postawy rodziców względem osiągnięć intelektualnych dziecka,postawy rodziców względem osiągnięć intelektualnych dziecka,postawy rodziców względem osiągnięć intelektualnych dziecka,postawy rodzicow wzgledem osiagniec intelektualnych dziecka,lek
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/The-Impostor-Phenomenon-the-sense-of-intellectual-falseness,91425,0,1.html",odwrócenie ról w rodzinie,odwrócenie ról w rodzinie,odwrócenie ról w rodzinie,odwrócenie ról w rodzinie,odwrócenie ról w rodzinie,odwrocenie rol w rodzinie,odwrocenie rol w rodzinie
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Poznawczo-behawioralna-koncepcja-terapii-hazardu-patologicznego-Roberta-Ladouceura,91151,0,1.html",psychoterapia poznawczo-behawioralna,psychoterapia poznawczo-behawioralna,psychoterapia poznawczo-behawioralna,psychoterapia poznawczo-behawioralna,psychoterapia poznawczo-behawioralna,psychoterapia poznawczo-behawioralna,cbt
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Poznawczo-behawioralna-koncepcja-terapii-hazardu-patologicznego-Roberta-Ladouceura,91151,0,1.html",hazard patologiczny,hazard patologiczny,hazard patologiczny,hazard patologiczny,hazard patologiczny,hazard patologiczny,hazard patologiczny
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Dlugoterminowa-psychoterapia-psychoanalityczna-jako-skuteczna-metoda-leczenia-glebokiej,93540,0,1.html",depresja,depresja,depresja,depresja,depresja,depresja,depresja
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Dlugoterminowa-psychoterapia-psychoanalityczna-jako-skuteczna-metoda-leczenia-glebokiej,93540,0,1.html",psychoterapia psychoanalityczna,psychoterapia psychoanalityczna,psychoterapia psychoanalityczna,psychoterapia psychoanalityczna,psychoterapia psychoanalityczna,psychoterapia psychoanalityczna,psychoterapia_psychodynamiczna
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Dlugoterminowa-psychoterapia-psychoanalityczna-jako-skuteczna-metoda-leczenia-glebokiej,93540,0,1.html",funkcjonowanie psychotyczne,funkcjonowanie psychotyczne,funkcjonowanie psychotyczne,funkcjonowanie psychotyczne,funkcjonowanie psychotyczne,funkcjonowanie psychotyczne,funkcjonowanie psychotyczne
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Czy-psychoterapia-mozna-zmienic-spoleczenstwo-Refleksje-z-wieloletniej-pracy-grupowej,92431,0,1.html",psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia_ogolnie
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Czy-psychoterapia-mozna-zmienic-spoleczenstwo-Refleksje-z-wieloletniej-pracy-grupowej,92431,0,1.html",społeczeństwo,społeczeństwo,społeczeństwo,społeczeństwo,społeczeństwo,społeczenstwo,społeczenstwo
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Czy-psychoterapia-mozna-zmienic-spoleczenstwo-Refleksje-z-wieloletniej-pracy-grupowej,92431,0,1.html",polityka,polityka,polityka,polityka,polityka,polityka,polityka
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Znaczenie-srodowiska-proksemicznego-w-psychoterapii-Przeslanki-neurobiologiczne,92795,0,1.html",dystans fizyczny,dystans fizyczny,dystans fizyczny,dystans fizyczny,dystans fizyczny,dystans fizyczny,dystans fizyczny
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Znaczenie-srodowiska-proksemicznego-w-psychoterapii-Przeslanki-neurobiologiczne,92795,0,1.html",wystrój gabinetu terapeutycznego,wystrój gabinetu terapeutycznego,wystrój gabinetu terapeutycznego,wystrój gabinetu terapeutycznego,wystrój gabinetu terapeutycznego,wystroj gabinetu terapeutycznego,wystroj gabinetu terapeutycznego
2018,2/2018 vol. 185,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Znaczenie-srodowiska-proksemicznego-w-psychoterapii-Przeslanki-neurobiologiczne,92795,0,1.html",aranżacja miejsc siedzących,aranżacja miejsc siedzących,aranżacja miejsc siedzących,aranżacja miejsc siedzących,aranżacja miejsc siedzących,aranzacja miejsc siedzacych,aranzacja miejsc siedzacych
2019,2/2019 vol. 189,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Analiza-grupowa-pacjentow-psychotycznych,110455,0,1.html",analiza grupowa,analiza grupowa,analiza grupowa,analiza grupowa,analiza grupowa,analiza grupowa,analiza grupowa
2019,2/2019 vol. 189,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Analiza-grupowa-pacjentow-psychotycznych,110455,0,1.html",psychoza,psychoza,psychoza,psychoza,psychoza,psychoza,psychoza
2019,2/2019 vol. 189,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Analiza-grupowa-pacjentow-psychotycznych,110455,0,1.html",przeciwprzeniesienie,przeciwprzeniesienie,przeciwprzeniesienie,przeciwprzeniesienie,przeciwprzeniesienie,przeciwprzeniesienie,przeciwprzeniesienie
2019,2/2019 vol. 189,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Przenikajace-sie-Swiaty,111474,0,1.html",studium przypadku,studium przypadku,studium przypadku,studium przypadku,studium przypadku,studium przypadku,studium przypadku
2019,2/2019 vol. 189,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Przenikajace-sie-Swiaty,111474,0,1.html",analiza grupowa,analiza grupowa,analiza grupowa,analiza grupowa,analiza grupowa,analiza grupowa,analiza grupowa
2019,2/2019 vol. 189,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Przenikajace-sie-Swiaty,111474,0,1.html",pacjenci z doświadczeniem psychozy,pacjenci z doświadczeniem psychozy,pacjenci z doświadczeniem psychozy,pacjenci z doświadczeniem psychozy,pacjenci z doświadczeniem psychozy,pacjenci z doswiadczeniem psychozy,pacjenci z doswiadczeniem psychozy
2019,2/2019 vol. 189,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Praktyka-psychoterapeutyczna-oparta-na-danych-naukowych-za-i-przeciw,109317,0,1.html",praktyka psychoterapeutyczna oparta na dowodach naukowych,praktyka psychoterapeutyczna oparta na dowodach naukowych,praktyka psychoterapeutyczna oparta na dowodach naukowych,praktyka psychoterapeutyczna oparta na dowodach naukowych,praktyka psychoterapeutyczna oparta na dowodach naukowych,praktyka psychoterapeutyczna oparta na dowodach naukowych,praktyka psychoterapeutyczna oparta na dowodach naukowych
2019,2/2019 vol. 189,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Wspolczucie-wobec-siebie-self-compassion-i-radzenie-sobie-ze-stresem-a-wypalenie,109572,0,1.html",wypalenie zawodowe,wypalenie zawodowe,wypalenie zawodowe,wypalenie zawodowe,wypalenie zawodowe,wypalenie zawodowe,wypalenie zawodowe
2019,2/2019 vol. 189,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Wspolczucie-wobec-siebie-self-compassion-i-radzenie-sobie-ze-stresem-a-wypalenie,109572,0,1.html",styl radzenia sobie ze stresem,styl radzenia sobie ze stresem,styl radzenia sobie ze stresem,styl radzenia sobie ze stresem,styl radzenia sobie ze stresem,styl radzenia sobie ze stresem,styl radzenia sobie ze stresem
2019,2/2019 vol. 189,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Wspolczucie-wobec-siebie-self-compassion-i-radzenie-sobie-ze-stresem-a-wypalenie,109572,0,1.html",współczucie wobec siebie,współczucie wobec siebie,współczucie wobec siebie,współczucie wobec siebie,współczucie wobec siebie,wspołczucie wobec siebie,wspołczucie wobec siebie
2019,2/2019 vol. 189,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Szczegolowy-opis-relacyjno-integracyjnego-modelu-superwizji-psychoterapii,110263,0,1.html",superwizja,superwizja,superwizja,superwizja,superwizja,superwizja,superwizja
2019,2/2019 vol. 189,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Szczegolowy-opis-relacyjno-integracyjnego-modelu-superwizji-psychoterapii,110263,0,1.html",podejście integracyjne,podejście integracyjne,podejście integracyjne,podejście integracyjne,podejście integracyjne,podejscie integracyjne,podejscie integracyjne
2019,2/2019 vol. 189,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Szczegolowy-opis-relacyjno-integracyjnego-modelu-superwizji-psychoterapii,110263,0,1.html",podejście relacyjne,podejście relacyjne,podejście relacyjne,podejście relacyjne,podejście relacyjne,podejscie relacyjne,podejscie relacyjne
2020,2/2020 vol. 193,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Zjawisko-psychopatycznego-sensu-zycia-Gdy-relacja-terapeutyczna-staje-sie-polem-bitewnym,125107,0,1.html",psychopatia,psychopatia,psychopatia,psychopatia,psychopatia,psychopatia,psychopatia
2020,2/2020 vol. 193,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Zjawisko-psychopatycznego-sensu-zycia-Gdy-relacja-terapeutyczna-staje-sie-polem-bitewnym,125107,0,1.html",sens życia,sens życia,sens życia,sens życia,sens życia,sens zycia,sens zycia
2020,2/2020 vol. 193,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Komplementarne-stosowanie-psychoterapii-w-procesie-leczenia-pacjentek-z-rozpoznaniem,121077,0,1.html",psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia_ogolnie
2020,2/2020 vol. 193,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Komplementarne-stosowanie-psychoterapii-w-procesie-leczenia-pacjentek-z-rozpoznaniem,121077,0,1.html",anorexia nervosa,anorexia nervosa,anorexia nervosa,anorexia nervosa,anoreksja,anoreksja,zaburzenia_odzywiania
2020,2/2020 vol. 193,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Komplementarne-stosowanie-psychoterapii-w-procesie-leczenia-pacjentek-z-rozpoznaniem,121077,0,1.html",badania psychoterapii,badania psychoterapii,badania psychoterapii,badania psychoterapii,badania psychoterapii,badania psychoterapii,badania psychoterapii
2020,2/2020 vol. 193,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Psychoterapia-pary-z-wieloletnim-doswiadczeniem-psychozy,122374,0,1.html",schizofrenia,schizofrenia,schizofrenia,schizofrenia,schizofrenia,schizofrenia,schizofrenia
2020,2/2020 vol. 193,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Psychoterapia-pary-z-wieloletnim-doswiadczeniem-psychozy,122374,0,1.html",psychoterapia par,psychoterapia par,psychoterapia par,psychoterapia par,psychoterapia par,psychoterapia par,psychoterapia_ogolnie
2020,2/2020 vol. 193,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Model-pracy-Dziennego-Oddzialu-Psychiatrycznego-Rehabilitacyjnego-Krakow-Podgorze,123003,0,1.html",oddział dzienny,oddział dzienny,oddział dzienny,oddział dzienny,oddział dzienny,oddział dzienny,oddział dzienny
2020,2/2020 vol. 193,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Model-pracy-Dziennego-Oddzialu-Psychiatrycznego-Rehabilitacyjnego-Krakow-Podgorze,123003,0,1.html",psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia_ogolnie
2020,2/2020 vol. 193,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Model-pracy-Dziennego-Oddzialu-Psychiatrycznego-Rehabilitacyjnego-Krakow-Podgorze,123003,0,1.html",rehabilitacja psychiatryczna,rehabilitacja psychiatryczna,rehabilitacja psychiatryczna,rehabilitacja psychiatryczna,rehabilitacja psychiatryczna,rehabilitacja psychiatryczna,rehabilitacja psychiatryczna
2021,2/2021 vol. 197,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Od-marca-2020-do-marca-2021-psychoterapeuci-o-pracy-w-pandemii-COVID-19-nAutoetnografia,139681,0,1.html",psychoterapia online,psychoterapia online,psychoterapia online,psychoterapia online,psychoterapia online,psychoterapia online,psychoterapia_online
2021,2/2021 vol. 197,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Od-marca-2020-do-marca-2021-psychoterapeuci-o-pracy-w-pandemii-COVID-19-nAutoetnografia,139681,0,1.html",autoetnografia zbiorowa,autoetnografia zbiorowa,autoetnografia zbiorowa,autoetnografia zbiorowa,autoetnografia zbiorowa,autoetnografia zbiorowa,autoetnografia zbiorowa
2021,2/2021 vol. 197,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Od-marca-2020-do-marca-2021-psychoterapeuci-o-pracy-w-pandemii-COVID-19-nAutoetnografia,139681,0,1.html",pandemia covid-19,pandemia covid-19,pandemia covid-19,pandemia covid-19,pandemia covid-19,pandemia covid-19,pandemia covid-19
2021,2/2021 vol. 197,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Pacjenci-z-zaburzeniami-odzywiania-w-dobie-COVID-19,140058,0,1.html",zaburzenia odżywiania,zaburzenia odżywiania,zaburzenia odżywiania,zaburzenia odżywiania,zaburzenia odżywiania,zaburzenia odzywiania,zaburzenia odzywiania
2021,2/2021 vol. 197,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Pacjenci-z-zaburzeniami-odzywiania-w-dobie-COVID-19,140058,0,1.html",COVID-19,COVID-19,COVID-19,COVID-19,COVID-19,covid-19,covid-19
2021,2/2021 vol. 197,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Pacjenci-z-zaburzeniami-odzywiania-w-dobie-COVID-19,140058,0,1.html",terapia online,terapia online,terapia online,terapia online,terapia online,terapia online,terapia online
2021,2/2021 vol. 197,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Metafory-ciala-Zastosowanie-psychoterapii-ericksonowskiej-na-oddziale-chirurgii-rekonstrukcyjnej,140675,0,1.html",psychoterapia ericksonowska,psychoterapia ericksonowska,psychoterapia ericksonowska,psychoterapia ericksonowska,psychoterapia ericksonowska,psychoterapia ericksonowska,psychoterapia_ogolnie
2021,2/2021 vol. 197,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Metafory-ciala-Zastosowanie-psychoterapii-ericksonowskiej-na-oddziale-chirurgii-rekonstrukcyjnej,140675,0,1.html",metafora terapeutyczna,metafora terapeutyczna,metafora terapeutyczna,metafora terapeutyczna,metafora terapeutyczna,metafora terapeutyczna,metafora terapeutyczna
