article_id,article_url,source_issue_url,source_issue_label,source,year,volume,issue_number,title,authors,citation,pages,doi,pdf_url,publication_date,online_publication_date,submission_date,acceptance_date,article_type,topics,abstract_text,n_keywords
81549,"https://www.archivespp.pl/Effects-of-an-educational-intervention-targeting-body-image-on-self-esteem-of-Iranian,81549,0,2.html","https://www.archivespp.pl/Issue-1-2018,3435",1/2018 vol. 20,archive,2018,20,1,Effects of an educational intervention targeting body image on self-esteem of Iranian high-school students: a quasi-experimental trial,Leila Gharemani | Nahid hemmati | Mohammad Hossein Kaveh | mohammad fararoei,Arch Psych Psych 2018;20(1):59-66,59-66,10.12740/APP/81549,https://www.archivespp.pl/pdf-81549-80218?filename=Effects-of-an-educational.pdf,2018-03-11,,2017-03-14,2017-12-23,,Child and adolescent psychiatry,"Aim of the study: Many individuals, especially youth, are concerned about their body image and devote much time to thinking about changes to their appearance. Most studies on the effect of educational programs on body image have focused on treatment of negative body image. Few studies have evaluated the effect of educational programs on prevention of negative body image and its improvement in the general population. The current study examined the effect of a self-efficacy theory-based educational program on body image concern and self-esteem among female high school students in Shiraz. Subject or material and methods: In this quasi-experimental study, 150 students (72 in the intervention and 78 in the control group) were selected from high schools in Shiraz using cluster sampling. The intervention group took part in six 45-minute educational sessions. The educational content was determined using the 8-step Cash model proportional to Iranian culture. The study data was collected using Littleton’s body image concern and Rosenberg’s self-esteem questionnaires. It was then analyzed using repeated measures ANOVA and the Friedman test. Results: The results showed no significant difference between the intervention and control groups regarding parental occupations, parental educational levels, age, body image concern and self-esteem at baseline. The mean score for body image concern decreased in both groups during the study period, but the decrease was more significant in the intervention group. The mean score of self-esteem also significantly increased in the intervention group during the study period (p<0.0001. Discussion: This study showed that body image education could reduce body image concerns and increase self-esteem Conclusions: .",3
81552,"https://www.archivespp.pl/Biomedical-and-psychosocial-interventions-in-the-mental-health-care-system-in-Lithuania,81552,0,2.html","https://www.archivespp.pl/Issue-1-2018,3435",1/2018 vol. 20,archive,2018,20,1,Biomedical and psychosocial interventions in the mental health care system in Lithuania: “Leaving the psychiatrist’s clinic – with at least a couple of prescriptions”,Eglė Šumskienė | Donata Petružytė | Vaiva Klimaitė,Arch Psych Psych 2018;20(1):67-75,67-75,10.12740/APP/81552,https://www.archivespp.pl/pdf-81552-80219?filename=Biomedical-and-psychosoci.pdf,2018-03-11,,2017-11-01,2017-12-23,,Psychotherapy | Pharmacotherapy,"Aim of the study: The aim of article is to reveal evaluations of mental health care system from a perspective of experts, as well as subjective view of patients in mental health centers towards the treatment they are getting. Subject or material and methods: This article includes data from two studies done in Lthuania: expert and patient research. Research participants were 20 experts (nongovernmental organizations, academics, service workers, decision makers, central government) and 30 patients (heterogeneous according to their demographic characteristics, diagnoses, different treatment forms received). Results: According to patients’ view, psychotherapeutic treatment requires much higher degree of patients’ active involvement and input; medication based treatment contributes to the patient’s passive position regarding his healing process. Discussion: Experts’ opinions regarding the balance between psychotherapy and medication: the availability of psychotherapy in bigger cities and a lack of them in provinces; the supply of private providers and lack of public services; a progressive youth and a conservative older generation; a paradoxical concentration of psychotherapy in in-patient facilities and a lack of them in the community. Conclusions: Though mental health care requires a clear and ethical balance of biomedical and psychotherapeutic interventions, a clear and public dialogue about the efficacy and advantage of different treatments is needed, but this consensus is still not achieved in many countries including Lithuania. Both, psychotherapy and medication based treatment are regarded as useful elements of treatment from perspective of experts, as well as patients. However, there is lack of availability of psychotherapy services in mental health system in Lithuania",3
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html","https://www.archivespp.pl/Issue-1-2018,3435",1/2018 vol. 20,archive,2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,Sylwia Natalia Michałowska | Magdalena Chęć,Arch Psych Psych 2024;26(1):26-32,26-32,10.12740/APP/172133,https://www.archivespp.pl/pdf-172133-107631?filename=Dialectical-Behavior-Ther.pdf,2024-04-01,2024-04-03,2023-08-09,2023-09-11,,Psychotherapy,"The study aims to introduce Dialectical Behavior Therapy (DBT) as a viable approach to treating post-traumatic stress disorder (PTSD), as well as its comorbidity with borderline personality disorder (BPD). The paper refers to current studies conducted between 2017 and 2023 relating to DBT's efficacy in managing complex and relational early childhood trauma, including sexual abuse and violence. Analyses indicate that DBT helps to reduce PTSD symptoms in various age groups. An integrative approach, which combines DBT and methods such as Cognitive Behavioral Therapy (CBT), Cognitive Processing Therapy (CPT), or Eye Movement Desensitization and Reprocessing (EMDR), appears to enhance therapeutic effects. Therefore, it is recommended to implement programs based on DBT and evaluate their effectiveness in a group of Polish patients who have co-occurring symptoms of PTSD and BPD or PTSD alone.",4
219867,"https://www.archivespp.pl/Editorial,219867,0,2.html","https://www.archivespp.pl/Issue-1-2018,3435",1/2018 vol. 20,archive,2026,28,1,Editorial,Joanna Rymaszewska,Arch Psych Psych 2026;28(1):5-6,5-6,10.12740/APP/219867,https://www.archivespp.pl/pdf-219867-138448?filename=Editorial.pdf,2026-04-13,2026-04-13,2026-03-22,2026-03-22,editorial,Hypnosis,"Editorial The papers gathered in this issue offer a timely and nuanced perspective on the evolving landscape of mental health research. Although they address a wide range of clinical and psychosocial phenomena, they are united by a shared commitment to understanding psychological functioning in its full complexity — not as a set of isolated symptoms, but as an experience shaped by the interplay of biology, personality, relationships, and social context. Editorial The papers gathered in this issue offer a timely and nuanced perspective on the evolving landscape of mental health research. Although they address a wide range of clinical and psychosocial phenomena, they are united by a shared commitment to understanding psychological functioning in its full complexity — not as a set of isolated symptoms, but as an experience shaped by the interplay of biology, personality, relationships, and social context.",3
170132,"https://www.archivespp.pl/Five-reasons-why-a-conversational-artificial-intelligence-cannot-be-treated-as-a,170132,0,2.html","https://www.archivespp.pl/Issue-1-2018,3435",1/2018 vol. 20,archive,2023,25,4,Five reasons why a conversational artificial intelligence cannot be treated as a moral agent in psychotherapy,Marcin Paweł Ferdynus,Arch Psych Psych 2023;25(4):26-29,26-29,10.12740/APP/170132,https://www.archivespp.pl/pdf-170132-97753?filename=Five-reasons-why-a-conver.pdf,2023-12-17,2023-12-17,2023-04-02,2023-07-28,,Psychotherapy,"Sedlakova and Trachsel present an analysis regarding the evaluation of a new therapeutic technology, namely conversational artificial intelligence (CAI) in psychotherapy. They suggest that CAI cannot be treated as an equal partner in the therapeutic conversation, because it is not a moral agent. I agree that CAI is not a moral agent. However, I believe that CAI lacks at least five basic attributes or abilities (phenomenal consciousness, intentionality, ethical reflection, prudence, conscience) that would allow it to be defined as a moral agent. It seems that the ethical assessment of the possibilities, limitations, benefits and risks associated with the use of CAI in psychotherapy requires a determination of what CAI is in its moral nature. In this paper, I attempt to show that CAI is devoid of essential moral elements and hence cannot be treated as a moral agent.",3
200079,"https://www.archivespp.pl/The-interplay-between-self-compassion-and-mindfulness-in-the-explanation-of-depression,200079,0,2.html","https://www.archivespp.pl/Issue-1-2018,3435",1/2018 vol. 20,archive,2025,27,2,The interplay between self-compassion and mindfulness in the explanation of depression and anxiety in depressed individuals,Patryk Roczon | Paweł Holas | Marzena Rusanowska | Izabela Krejtz | John B. Nezlek,Arch Psych Psych 2025;27(2):16-28,16-28,10.12740/APP/200079,https://www.archivespp.pl/pdf-200079-126959?filename=The-interplay-between-sel.pdf,2025-07-14,2025-07-14,2024-05-23,2025-01-14,,Psychopathology of anxiety and other „neurotic disorders”,"Aim of the study: Previous studies have found that self-compassion and mindfulness are negatively related to depressive and anxiety symptoms. Still, the mechanisms underlying these relationships in major depression and whether such mechanisms differ in healthy people are poorly understood. In the present study, it was examined whether mindfulness and worrying mediated relationships between self-compassion, depression, and anxiety. An alternate model with mindfulness as the predictor and self-compassion as a mediator was also examined. Subject or material and methods: 146 individuals who had been diagnosed as depressed (Mage = 34.49, SD = 10.14) and 198 healthy controls (Mage = 34.44, SD = 12.93) completed an online battery of questionnaires assessing self-compassion, mindfulness, worrying, trait anxiety, and depression. Results: It was found that self-compassion and mindfulness may both function as mediators in predicting emotional distress. Diagnosis of clinical depression did not moderate the effects of mediational relationships in both the main and alternative models. Discussion: These findings suggest that relationships between mindfulness and self-compassion are reciprocal in the explanation of depression and anxiety symptoms and suggest both mechanisms may contribute to the reduction of anxiety and depression, a claim that needs further experimental validation. Conclusions: Future research may benefit from longitudinal and experimental designs to understand causal precedence and the dynamic nature of the relationship between mindfulness and self-compassion.",5
201423,"https://www.archivespp.pl/Treatment-of-trauma-cognitive-processing-therapy-or-prolonged-exposure-Analysis-of,201423,0,2.html","https://www.archivespp.pl/Issue-1-2018,3435",1/2018 vol. 20,archive,2025,27,2,Treatment of trauma - cognitive processing therapy or prolonged exposure? Analysis of leading approaches within the cognitive-behavioral paradigm,Sylwia Natalia Michałowska,Arch Psych Psych 2025;27(2):29-37,29-37,10.12740/APP/201423,https://www.archivespp.pl/pdf-201423-126919?filename=Treatment-of-trauma---cog.pdf,2025-07-11,2025-07-14,2024-05-11,2025-02-14,,Psychotherapy,"Contemporary understanding of trauma encompasses various forms of experiences resulting in symptoms of Post-Traumatic Stress Disorder (PTSD). Cognitive-behavioral therapies such as Cognitive Processing Therapy (CPT) and Prolonged Exposure (PE) are the main treatment methods for PTSD, differing in their approach to confronting traumatic memories and cognitive restructuring. Research on the effectiveness of these approaches has been conducted with various patient groups, including veterans, individuals experiencing childhood trauma, and those with PTSD from accidents and disasters, demonstrating differences in effectiveness depending on the patient group and type of trauma. The aim of this study is to analyze similarities, differences, and effectiveness of the indicated methods in treating PTSD depending on the therapeutic context.",5
205143,"https://www.archivespp.pl/Clinical-features-diagnosis-and-approaches-to-the-treatment-of-borderline-personality,205143,0,2.html","https://www.archivespp.pl/Issue-1-2018,3435",1/2018 vol. 20,archive,2025,27,4,"Clinical features, diagnosis, and approaches to the treatment of borderline personality disorder",Liana Spytska,Arch Psych Psych 2025;27(4):48-54,48-54,10.12740/APP/205143,https://www.archivespp.pl/pdf-205143-134029?filename=Clinical-features--diagno.pdf,2026-01-01,2026-01-01,2025-02-26,2025-05-14,,Psychotherapy,"Aim of the study: Borderline personality disorder (BPD) poses a significant challenge for modern psychiatry and clinical psychology due to its complex nature, high prevalence, and significant impact on the quality of life of patients. The study aimed to conduct a comprehensive analysis of current scientific data on the clinical picture, diagnostic methods, and therapeutic strategies for BPD to create a holistic view of this pathology and improve approaches to its treatment. Subject or material and methods: The methodology involved reviewing peer-reviewed articles, systematic reviews, and meta-analyses published in leading international medical journals, analysing diagnostic criteria from the DSM-5 and ICD-11, and assessing various psychotherapeutic and pharmacological interventions. Results: The results showed that the key symptoms of BPD – emotional instability, identity disorders, impulsivity, and instability of interpersonal relationships – form a complex interconnected system that determines the unique clinical profile of each patient. The high level of comorbidity of BPD with other mental disorders, especially depressive and anxiety disorders and post-traumatic stress disorder, has proven to be a key factor in determining the complexity of the clinical picture, prognosis, and treatment approaches. Discussion: The analysis of modern diagnostic approaches revealed a significant evolution from the categorical to the dimensional approach, which is most clearly reflected in the criteria of the International Classification of Diseases of the 11th revision (ICD-11). Structured diagnostic interviews demonstrate high reliability and validity, remaining the “gold standard” for the diagnosis of BPD in clinical trials. Conclusions: Self-report questionnaires showed good validity and reliability in screening and monitoring symptoms.",5
91960,"https://www.archivespp.pl/EDITORIAL,91960,0,2.html","https://www.archivespp.pl/Issue-2-2018,3436",2/2018 vol. 20,archive,2018,20,2,EDITORIAL,Katarzyna Cyranka,Arch Psych Psych 2018;20(2):5-6,5-6,10.12740/APP/91960,https://www.archivespp.pl/pdf-91960-80220?filename=EDITORIAL.pdf,2018-06-05,,2018-06-04,2018-06-04,editorial,Psychotherapy,"According to the original proposal of H. Selye [1963] stress, perceived as ""stress of life"", constituted a non-specific reaction of the body to many factors, inducing threat to homeostasis. Since then, the very course of this reaction, as well as its early and late consequences, have been considered to be essential for the health status. In many diseases, this non-specific reaction complements and modifies the effect of specific pathogenic factors. In this issue of Archives of Psychiatry and Psychotherapy, three articles refer directly to this topic. Kokoszka et al. analyze the stressful impact of waiting for cardiac surgery. The results of studies by Rybakowski et al. suggest an important role of stressful, undesirable childhood experiences on the later clinical features of bipolar affective disorder. Also the study of Jordanian authors is related to the problem of stress - if the severity and context of professional burnout differentiates the group of teachers and nurses, perhaps stress generated by the conditions of their work can explain these differences?",3
85248,"https://www.archivespp.pl/The-psychological-psychotherapeutic-and-medical-dimensions-of-the-activities-of-social,85248,0,2.html","https://www.archivespp.pl/Issue-2-2018,3436",2/2018 vol. 20,archive,2018,20,2,"The psychological, psychotherapeutic and medical dimensions of the activities of social services in Poland",Arkadiusz Żukiewicz | Agnieszka Baran | Katarzyna Cyranka,Arch Psych Psych 2018;20(2):7-12,7-12,10.12740/APP/85248,https://www.archivespp.pl/pdf-85248-80221?filename=The-psychological--psycho.pdf,2018-06-05,,2018-01-07,2018-02-12,,Psychotherapy | Epidemiology,"Abstract The article is an attempt to look at the issue of functioning of social services in Poland from an interdisciplinary perspective, presenting common areas of activity of professionals with socio-pedagogical affiliation with representatives of psychological, psychotherapeutic and medical environments. The considerations relate not only to the literature of the subject, but also to the research of the authors in this regard. The purpose of the presented reflection is also to indicate the areas of interdisciplinary scientific cooperation, including research. Its effect could be generating new research problems and solving them in the course of the work of interdisciplinary teams.",4
85244,"https://www.archivespp.pl/Childhood-adversity-and-clinical-features-of-bipolar-nmood-disorder,85244,0,2.html","https://www.archivespp.pl/Issue-2-2018,3436",2/2018 vol. 20,archive,2018,20,2,Childhood adversity and clinical features of bipolar mood disorder,Paulina Jaworska-Andryszewska | Janusz Rybakowski,Arch Psych Psych 2018;20(2):13-19,13-19,10.12740/APP/85244,https://www.archivespp.pl/pdf-85244-80222?filename=Childhood-adversity-and-c.pdf,2018-06-05,,2017-11-23,2018-02-12,,Psychopathology of psychotic disorder,"Aim of the study: Assessing specific associations between a given type of childhood adversity and clinical features of the illness, in patients with bipolar disorder (BD). Subject or material and methods: The study included 52 patients with BD, aged 47+12 years. A questionnaire for the family history and the course of bipolar disorder, the Polish version of the Childhood Trauma Questionnaire (CTQ) and the own questionnaire for childhood negative experiences were used and employed to the patients during remission period. Results: Emotional abuse and neglect were associated with the highest number of unfavorable clinical features of BD, predicting such aspects of the illness as psychotic symptoms, suicidal attempts, rapid cycling and anxiety disorders. Also, emotional abuse was connected with the lower risk of hypertension. The total result of the CTQ was correlated with psychotic symptoms and rapid cycling, sexual abuse was linked to earlier onset of illness, and long-term separation with parents - to co-morbid anxiety disorders and obesity. Some of these associations were sex-dependent. Some connections were also found between unfavorable clinical features of BP and family history of psychiatric disorders. Discussion: The results obtained confirm the relationship between the negative events in childhood and disadvantageous features of BD course. They also suggest an effect of these events on some somatic conditions in adulthood in BD patients. Conclusions: In bipolar patients studied, we found specific associations between a type of childhood adversity and psychiatric and somatic aspects of the illness. Emotional abuse and neglect exert the biggest impact in this respect.",3
91001,"https://www.archivespp.pl/Post-traumatic-stress-disorder-among-patients-waiting-for-cardiac-surgery,91001,0,2.html","https://www.archivespp.pl/Issue-2-2018,3436",2/2018 vol. 20,archive,2018,20,2,Post-traumatic stress disorder among patients waiting for cardiac surgery,Andrzej Kokoszka | Bartosz Bohaterewicz | Karolina Jeleńska | Agata Matuszewska | Piotr Szymański,Arch Psych Psych 2018;20(2):20-25,20-25,10.12740/APP/91001,https://www.archivespp.pl/pdf-91001-80223?filename=Post-traumatic-stress-dis.pdf,2018-06-05,,2017-08-04,2018-05-12,,Psychopathology of anxiety and other „neurotic disorders” | Diagnostic scales | Epidemiology,"Aim of the study: The study aims at a preliminary assessment of the occurrence of PTSD among patients awaiting major heart surgery and the assessment off the reliability of the Impact of Event Scale – Revised (IES-R). Subject or material and methods: 100 consecutive patients scheduled to non-emergency cardiac surgery were screened using a brief list of PTSD symptoms. Those who responded affirmatively, were ask to fill in the IES-R and then underwent structured Mini International Neuropsychiatric Interview (MINI) and a clinical assessment according to the DSM-5 criteria. Results: Fourteen of fifteen patients who completed the IES-R obtained results indicating a possibility of PTSD. Five of them refused to undergo a psychiatric examination. Four of nine patients whose IES-R scores indicated PTSD, met its criteria according to MINI. and DSM-5. One PTSD case was related to cardiological problems. Discussion: The results of the present study do not support the hypothesis that heart disease is a stressor causing PTSD in patients awaiting cardiac surgery. Moreover, the results impair the conclusions suggesting high rate of PTSD occurrence among some populations of cardiological patients, in research conducted with self-rating scales. The results of the presented study demonstrate that clinical psychiatric examination is necessary to properly confirm a PTSD diagnosis. Conclusions: The prevalence of PTSD (4%) in the study group was higher than in the general population in Poland, but the heart related stressor was found only in one case (1%), that is equal with the rate of PTSD. The reliability of IES-R is low due to a large number of false-positives.",5
90328,"https://www.archivespp.pl/Interpersonal-problems-associated-with-narcissism-among-psychiatric-outpatients-A,90328,0,2.html","https://www.archivespp.pl/Issue-2-2018,3436",2/2018 vol. 20,archive,2018,20,2,Interpersonal problems associated with narcissism among psychiatric outpatients: A replication study .,Joanna Cheek | David Kealy | Anthony S. Joyce | John Ogrodniczuk,Arch Psych Psych 2018;20(2):26-33,26-33,10.12740/APP/90328,https://www.archivespp.pl/pdf-90328-80224?filename=Interpersonal-problems-as.pdf,2018-06-05,,2017-12-14,2018-04-23,,Psychotherapy | Psychopathology of anxiety and other „neurotic disorders”,"Aim of the study: Background: Narcissistic personality disorder is the subject of increasing attention in the literature. However, there remains a relative absence of empirical work that has examined narcissism in clinical samples, especially efforts to replicate previous findings. Findings from a previous large-scale study [1] suggest that narcissism is associated with considerable interpersonal impairment. Aims: The objective of the present study was to replicate the findings of Ogrodniczuk and colleagues in an independent sample of psychiatric outpatients. Subject or material and methods: Method: Consecutively admitted patients (N=53) to a day treatment program completed measures of narcissism, interpersonal problems, and general psychiatric distress. The association between narcissism and interpersonal impairment at baseline and post-therapy was examined. The relation of narcissism to treatment discharge status was also investigated. Partial correlation analyses were used. Results: Results: At baseline, higher levels of narcissism were significantly associated with more interpersonal impairment, particularly characterized by domineering, vindictive, and overly nurturing behaviour. Baseline narcissism was also significantly related to interpersonal impairment at post-therapy. Change in interpersonal difficulties following treatment was not significantly associated with baseline narcissism. Treatment discharge status also was unrelated to narcissism. Discussion: Implications for further treatment and clinical considerations are discussed. Conclusions: Conclusions: The findings largely replicate those of Ogrodniczuk and colleagues’ earlier study, underscoring prominent interpersonal impairment associated with narcissism and supporting the notion of narcissistic personality disorder as a valid clinical construct.",3
86211,"https://www.archivespp.pl/Cognitive-control-in-patients-with-alcohol-use-disorder-testing-a-three-function,86211,0,2.html","https://www.archivespp.pl/Issue-2-2018,3436",2/2018 vol. 20,archive,2018,20,2,Cognitive control in patients with alcohol use disorder: testing a three-function model,Anna Vladimirovna Trusova | Svetlana Georgiyevna Klimanova | Anna Andreyevna Berezina | Anton Nikolaevich Gvozdetsky,Arch Psych Psych 2018;20(2):34-41,34-41,10.12740/APP/86211,https://www.archivespp.pl/pdf-86211-80225?filename=Cognitive-control-in-pati.pdf,2018-06-05,,2017-11-20,2018-03-04,,Addiction,"Aim of the study: The aim of the current study is to test cognitive control models for explaining cognitive dysfunctions in patients with AUD. Subject or material and methods: 53 participants with AUD undergoing detoxification inpatient treatment were assessed using Brief Assessment of Cognition in Affective disorder battery (BAC-A), Continuous Performance Test – Identical Pair (CPT-IP), and the Stroop test. Results: A model of patients’ cognitive control dysfunction is developed using principal component analysis. It includes response inhibition and working memory components and explains 87.3% of cognitive control variance. The comparison between “low” and “high” cognitive control groups yielded significant differences in verbal and working memory (p<0.001), processing speed (p=0.006), and emotional processing (p<0.01) tasks. When compared to the normative data, the «low» cognitive control group exhibited deficits in working memory, motor skills, processing speed, planning and decision making, and emotional processing (all at the p<0.001 level). No other significant differences were observed. Discussion: The cognitive control model, which includes working memory and response inhibition, might be more accurate in explaining cognitive deficits in AUD. The clinically and demographically equal groups differed in cognitive control abilities, motor skills, processing speed and emotional interference control. Conclusions: This is one the first studies examining cognitive control in Russian patients with AUD. The findings suggest the diversity of premorbid cognitive functioning or differences in vulnerability to neurotoxic effects of alcohol intake among patients with AUD with varying levels of cognitive control.",3
84886,"https://www.archivespp.pl/Arnold-Chiari-malformation-and-agenesis-of-the-corpus-callosum-in-a-case-of-brief,84886,0,2.html","https://www.archivespp.pl/Issue-2-2018,3436",2/2018 vol. 20,archive,2018,20,2,Arnold-Chiari malformation and agenesis of the corpus callosum in a case of brief psychotic disorder,Swapna Bondade | Kiran K Kumar | Danish Hussain,Arch Psych Psych 2018;20(2):42-45,42-45,10.12740/APP/84886,https://www.archivespp.pl/pdf-84886-80226?filename=Arnold-Chiari-malformatio.pdf,2018-06-05,,2017-07-17,2018-01-29,,Neuropsychiatry,"Here we are reporting a case of Brief psychotic disorder with type I Arnold Chiari malformation and agenesis of carpos callosum which was detected on MRI. The patient was started on antipsychotics and underwent decompression surgery. Patient is on regular follow up and returned to normal daily life within few weeks. Following the surgery the antipsychotics was tapered down and over a period of 9 months the antipsychotics were stopped. Patient is maintaining well in the follow-up. With the usage of improved neuroimaging technique, report of morphological abnormality of brain in psychiatric patients has increased and as authors we suggest that neuroimaging investigation is valuable in psychotic illness .",3
86488,"https://www.archivespp.pl/Male-guilt-and-shame-proneness-The-Personal-Feelings-Questionnaire-PFQ-2-Brief-,86488,0,2.html","https://www.archivespp.pl/Issue-2-2018,3436",2/2018 vol. 20,archive,2018,20,2,Male guilt – and shame-proneness: The Personal Feelings Questionnaire (PFQ-2 Brief),Simon Rice | David Kealy | Matt Treeby | Olivier Ferlatte | John Oliffe | John Ogrodniczuk,Arch Psych Psych 2018;20(2):46-54,46-54,10.12740/APP/86488,https://www.archivespp.pl/pdf-86488-80227?filename=Male-guilt---and-shame-pr.pdf,2018-06-05,,2017-11-24,2018-03-11,,Psychopathology of anxiety and other „neurotic disorders” | Diagnostic scales,"Aim of the study: Extant research points to shame and guilt as salient affective experiences for men’s mental health outcomes. As the constructs of shame and guilt gain increasing research attention in relation to at-risk men, including those with recent military combat experience, history of sexual abuse, substance misuse, and suicidality, valid and reliable assessment is needed. The present psychometric validation studies aimed to validate a short-form of the Personal Feelings Questionnaire (PFQ-2) for assessing guilt and shame. Subject or material and methods: Data was collected from four independent samples of men (total N=1,042) across community and clinical populations. Results: In Study 1a (n=333) the factor structure of the original 16-item PFQ-2 was rejected. In Study 1b (n=332), a seven-item PFQ-2 Brief was calibrated. This was validated using confirmatory factor analysis in Study 1c (n=335; CFI=.986, TLI=.978, RMSEA=.060, SRMR=.026). Finally, PFQ-2 Brief properties were evaluated in 42 men attending outpatient psychiatric care. Discussion: The PFQ-2 Brief appears to provide a valid and reliable measure for assessing guilt- and shame-proneness in men. Conclusions: Use of the PFQ-2 Brief should aid further investigations of the manner in which these two affect styles impact help-seeking, treatment engagement, treatment outcomes, and men’s overall mental health.",5
80168,"https://www.archivespp.pl/Burnout-among-nurses-and-teachers-in-Jordan-a-comparative-study,80168,0,2.html","https://www.archivespp.pl/Issue-2-2018,3436",2/2018 vol. 20,archive,2018,20,2,Burnout among nurses and teachers in Jordan: a comparative study,Othman Abdelraouf Alfuqaha | Hussain Salem Alshra'ah,Arch Psych Psych 2018;20(2):55-65,55-65,10.12740/APP/80168,https://www.archivespp.pl/pdf-80168-80228?filename=Burnout-among-nurses-and-.pdf,2018-06-05,,2017-10-17,2017-11-13,,Psychotherapy,"Aim of the study: This study was conducted to evaluate burnout among nurses and teachers in Jordan, and to explore the differences between them. Several demographic factors were examined to evaluate their effect on burnout levels in both professions Subject or material and methods: This study adopts the descriptive cross sectional design and was performed on 240 total participants; 120 nurses and 120 teachers. A modified Maslach Burnout Inventory (Modified-MBI) was used to assess the three dimensions of burnout. Results: The results of this study showed moderate levels of burnout among both nurses and teachers; however statistical analysis indicated that nurses had significantly higher level of burnout than teachers. Moreover, this study showed that sex, marital status and experience significantly affected the level of burnout in teachers but not in nurses. Educational level did not affect the level of burnout in either group Discussion: The results will be discussed according to the study questions. Conclusions: This study should help in setting proper intervention plans and psychological programs to tackle this important problem",3
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html","https://www.archivespp.pl/Issue-2-2018,3436",2/2018 vol. 20,archive,2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,Sylwia Natalia Michałowska | Magdalena Chęć,Arch Psych Psych 2024;26(1):26-32,26-32,10.12740/APP/172133,https://www.archivespp.pl/pdf-172133-107631?filename=Dialectical-Behavior-Ther.pdf,2024-04-01,2024-04-03,2023-08-09,2023-09-11,,Psychotherapy,"The study aims to introduce Dialectical Behavior Therapy (DBT) as a viable approach to treating post-traumatic stress disorder (PTSD), as well as its comorbidity with borderline personality disorder (BPD). The paper refers to current studies conducted between 2017 and 2023 relating to DBT's efficacy in managing complex and relational early childhood trauma, including sexual abuse and violence. Analyses indicate that DBT helps to reduce PTSD symptoms in various age groups. An integrative approach, which combines DBT and methods such as Cognitive Behavioral Therapy (CBT), Cognitive Processing Therapy (CPT), or Eye Movement Desensitization and Reprocessing (EMDR), appears to enhance therapeutic effects. Therefore, it is recommended to implement programs based on DBT and evaluate their effectiveness in a group of Polish patients who have co-occurring symptoms of PTSD and BPD or PTSD alone.",4
219867,"https://www.archivespp.pl/Editorial,219867,0,2.html","https://www.archivespp.pl/Issue-2-2018,3436",2/2018 vol. 20,archive,2026,28,1,Editorial,Joanna Rymaszewska,Arch Psych Psych 2026;28(1):5-6,5-6,10.12740/APP/219867,https://www.archivespp.pl/pdf-219867-138448?filename=Editorial.pdf,2026-04-13,2026-04-13,2026-03-22,2026-03-22,editorial,Hypnosis,"Editorial The papers gathered in this issue offer a timely and nuanced perspective on the evolving landscape of mental health research. Although they address a wide range of clinical and psychosocial phenomena, they are united by a shared commitment to understanding psychological functioning in its full complexity — not as a set of isolated symptoms, but as an experience shaped by the interplay of biology, personality, relationships, and social context. Editorial The papers gathered in this issue offer a timely and nuanced perspective on the evolving landscape of mental health research. Although they address a wide range of clinical and psychosocial phenomena, they are united by a shared commitment to understanding psychological functioning in its full complexity — not as a set of isolated symptoms, but as an experience shaped by the interplay of biology, personality, relationships, and social context.",3
170132,"https://www.archivespp.pl/Five-reasons-why-a-conversational-artificial-intelligence-cannot-be-treated-as-a,170132,0,2.html","https://www.archivespp.pl/Issue-2-2018,3436",2/2018 vol. 20,archive,2023,25,4,Five reasons why a conversational artificial intelligence cannot be treated as a moral agent in psychotherapy,Marcin Paweł Ferdynus,Arch Psych Psych 2023;25(4):26-29,26-29,10.12740/APP/170132,https://www.archivespp.pl/pdf-170132-97753?filename=Five-reasons-why-a-conver.pdf,2023-12-17,2023-12-17,2023-04-02,2023-07-28,,Psychotherapy,"Sedlakova and Trachsel present an analysis regarding the evaluation of a new therapeutic technology, namely conversational artificial intelligence (CAI) in psychotherapy. They suggest that CAI cannot be treated as an equal partner in the therapeutic conversation, because it is not a moral agent. I agree that CAI is not a moral agent. However, I believe that CAI lacks at least five basic attributes or abilities (phenomenal consciousness, intentionality, ethical reflection, prudence, conscience) that would allow it to be defined as a moral agent. It seems that the ethical assessment of the possibilities, limitations, benefits and risks associated with the use of CAI in psychotherapy requires a determination of what CAI is in its moral nature. In this paper, I attempt to show that CAI is devoid of essential moral elements and hence cannot be treated as a moral agent.",3
