keyword_norm,keyword_final_en,keyword_final_polish,keyword_semantic_id,semantic_actions,translation_method,semantic_confidence,review_flag
inner harmony,inner harmony,inner harmony,app_sem_0786,no_semantic_change,untranslated_review,low,translation_review
innovations,innovations,innovations,app_sem_0787,no_semantic_change,untranslated_review,low,translation_review
instagram,instagram,Instagram,app_sem_0788,no_semantic_change,glossary_exact,high,ok
instinct,instinct,instinct,app_sem_0789,no_semantic_change,untranslated_review,low,translation_review
instinctive traits,instinctive traits,instinctive traits,app_sem_0790,no_semantic_change,untranslated_review,low,translation_review
insulin pump,insulin pump,insulin pump,app_sem_0791,no_semantic_change,untranslated_review,low,translation_review
insulin resistance,insulin resistance,insulin resistance,app_sem_0792,no_semantic_change,untranslated_review,low,translation_review
integrated quantitative and qualitative research methodology,integrated quantitative and qualitative research methodology,integrated quantitative and qualitative badania methodology,app_sem_0793,no_semantic_change,token_partial_review,medium,translation_review
integration,integration,integration,app_sem_0794,no_semantic_change,untranslated_review,low,translation_review
integrative model,integrative model,model integracyjny,app_sem_0795,no_semantic_change,glossary_exact,high,ok
integrative psychotherapy,integrative psychotherapy,integrative psychoterapia,app_sem_0796,no_semantic_change,token_partial_review,medium,translation_review
integrity analysis,integrity analysis,integrity analysis,app_sem_0797,no_semantic_change,untranslated_review,low,translation_review
intensive,intensive,intensywny,app_sem_0798,no_semantic_change,glossary_exact,high,ok
interceptive exposure,interceptive exposure,ekspozycja interoceptywna,app_sem_0799,no_semantic_change,glossary_exact,high,ok
interdisciplinary cooperation,interdisciplinary cooperation,interdisciplinary cooperation,app_sem_0800,no_semantic_change,untranslated_review,low,translation_review
interferon,interferon,interferon,app_sem_0801,no_semantic_change,untranslated_review,low,translation_review
interferon-beta,interferon-beta,interferon-beta,app_sem_0802,no_semantic_change,untranslated_review,low,translation_review
internal illnesses,internal illnesses,internal illnesses,app_sem_0803,no_semantic_change,untranslated_review,low,translation_review
internet,internet,internet,app_sem_0804,no_semantic_change,untranslated_review,low,translation_review
internet addiction,internet addiction,internet uzależnienie,app_sem_0805,no_semantic_change,token_partial_review,medium,translation_review
interpersonal,interpersonal,interpersonal,app_sem_0806,no_semantic_change,untranslated_review,low,translation_review
interpersonal functioning,interpersonal functioning,funkcjonowanie interpersonalne,app_sem_0807,no_semantic_change,glossary_exact,high,ok
interpersonal patterns,interpersonal patterns,interpersonal patterns,app_sem_0808,no_semantic_change,untranslated_review,low,translation_review
interpersonal relational patterns,interpersonal relational patterns,interpersonal relational patterns,app_sem_0809,no_semantic_change,untranslated_review,low,translation_review
interpersonal relationships,interpersonal relationships,interpersonal relacje,app_sem_0810,no_semantic_change,token_partial_review,medium,translation_review
interpersonal trauma,interpersonal trauma,interpersonal trauma,app_sem_0811,no_semantic_change,token_partial_review,medium,translation_review
interpretation,interpretation,interpretacja,app_sem_0812,no_semantic_change,glossary_exact,high,ok
intervention studies,intervention studies,intervention studies,app_sem_0813,no_semantic_change,untranslated_review,low,translation_review
intimacy,intimacy,intimacy,app_sem_0814,no_semantic_change,untranslated_review,low,translation_review
intimacy in parents' families of origin,intimacy in parents' families of origin,intimacy in parents' families of origin,app_sem_0815,no_semantic_change,untranslated_review,low,translation_review
intimate partner violence,intimate partner violence,intimate partner przemoc,app_sem_0816,no_semantic_change,token_partial_review,medium,translation_review
intolerance of uncertainty,intolerance of uncertainty,intolerance of uncertainty,app_sem_0817,no_semantic_change,untranslated_review,low,translation_review
introject,introject,introject,app_sem_0818,no_semantic_change,untranslated_review,low,translation_review
invalidity,invalidity,invalidity,app_sem_0819,no_semantic_change,untranslated_review,low,translation_review
involvement,involvement,involvement,app_sem_0820,no_semantic_change,untranslated_review,low,translation_review
iran,iran,iran,app_sem_0821,no_semantic_change,untranslated_review,low,translation_review
irritable bowel syndrome,irritable bowel syndrome,irritable bowel zespół,app_sem_0822,no_semantic_change,token_partial_review,medium,translation_review
itch,itch,itch,app_sem_0823,no_semantic_change,untranslated_review,low,translation_review
iv users,iv users,iv users,app_sem_0824,no_semantic_change,untranslated_review,low,translation_review
jerzy w. aleksandrowicz,jerzy w. aleksandrowicz,jerzy w. aleksandrowicz,app_sem_0825,no_semantic_change,untranslated_review,low,translation_review
jewish resistance,jewish resistance,jewish resistance,app_sem_0826,no_semantic_change,untranslated_review,low,translation_review
jews,jews,jews,app_sem_0827,no_semantic_change,untranslated_review,low,translation_review
jizz,jizz,jizz,app_sem_0828,no_semantic_change,untranslated_review,low,translation_review
job satisfaction,job satisfaction,satysfakcja z pracy,app_sem_0829,no_semantic_change,glossary_exact,high,ok
juridical problem,juridical problem,juridical problem,app_sem_0830,no_semantic_change,untranslated_review,low,translation_review
keywords index,keywords index,keywords index,app_sem_0831,no_semantic_change,untranslated_review,low,translation_review
keywords: acting on delusions,keywords: acting on delusions,keywords: acting on delusions,app_sem_0832,no_semantic_change,untranslated_review,low,translation_review
kidney failure,kidney failure,kidney failure,app_sem_0833,no_semantic_change,untranslated_review,low,translation_review
kluver-bucy syndrome,kluver-bucy syndrome,kluver-bucy zespół,app_sem_0834,no_semantic_change,token_partial_review,medium,translation_review
knowledge,knowledge,knowledge,app_sem_0835,no_semantic_change,untranslated_review,low,translation_review
kon-2006 neurotic personality questionnaire,kon-2006 neurotic personality questionnaire,kwestionariusz osobowości nerwicowej KON-2006,app_sem_0836,no_semantic_change,glossary_exact,high,ok
krakow depression inventory (kid),krakow depression inventory (kid),krakow depresja inventory (kid),app_sem_0837,no_semantic_change,token_partial_review,medium,translation_review
lacosamide,lacosamide,lacosamide,app_sem_0838,no_semantic_change,untranslated_review,low,translation_review
language,language,language,app_sem_0839,no_semantic_change,untranslated_review,low,translation_review
language exercises,language exercises,language exercises,app_sem_0840,no_semantic_change,untranslated_review,low,translation_review
language training program,language training program,language training program,app_sem_0841,no_semantic_change,untranslated_review,low,translation_review
lc,lc,lc,app_sem_0842,no_semantic_change,untranslated_review,low,translation_review
learning,learning,uczenie się,app_sem_0843,no_semantic_change,glossary_exact,high,ok
left ventricular hypertrophy,left ventricular hypertrophy,left ventricular hypertrophy,app_sem_0844,no_semantic_change,untranslated_review,low,translation_review
lesch typology,lesch typology,lesch typology,app_sem_0845,no_semantic_change,untranslated_review,low,translation_review
leucotomy,leucotomy,leucotomy,app_sem_0846,no_semantic_change,untranslated_review,low,translation_review
libido,libido,libido,app_sem_0847,no_semantic_change,untranslated_review,low,translation_review
life experience,life experience,życie experience,app_sem_0848,no_semantic_change,token_partial_review,medium,translation_review
life satisfaction,life satisfaction,satysfakcja z życia,app_sem_0849,no_semantic_change,glossary_exact,high,ok
lipedema,lipedema,lipedema,app_sem_0850,no_semantic_change,untranslated_review,low,translation_review
lipomatosis,lipomatosis,lipomatosis,app_sem_0851,no_semantic_change,untranslated_review,low,translation_review
lithuania,lithuania,lithuania,app_sem_0852,no_semantic_change,untranslated_review,low,translation_review
locked psychiatric ward,locked psychiatric ward,locked psychiatryczny ward,app_sem_0853,no_semantic_change,token_partial_review,medium,translation_review
loneliness,loneliness,samotność,app_sem_0854,no_semantic_change,glossary_exact,high,ok
long-acting injectable depot formulation,long-acting injectable depot formulation,long-acting injectable depot formulation,app_sem_0855,no_semantic_change,untranslated_review,low,translation_review
long-term psychotherapy,long-term psychotherapy,psychoterapia długoterminowa,app_sem_0856,no_semantic_change,glossary_exact,high,ok
long-term treatment,long-term treatment,long-term leczenie,app_sem_0857,no_semantic_change,token_partial_review,medium,translation_review
longitudinal two-wave study,longitudinal two-wave study,longitudinal two-wave badanie,app_sem_0858,no_semantic_change,token_partial_review,medium,translation_review
love trauma syndrome,love trauma syndrome,love trauma zespół,app_sem_0859,no_semantic_change,token_partial_review,medium,translation_review
luts,luts,luts,app_sem_0860,no_semantic_change,untranslated_review,low,translation_review
magnetic resonance imaging,magnetic resonance imaging,magnetic resonance imaging,app_sem_0861,no_semantic_change,untranslated_review,low,translation_review
major depression,major depression,major depresja,app_sem_0862,no_semantic_change,token_partial_review,medium,translation_review
major depressive disorder,major depressive disorder,duże zaburzenie depresyjne,app_sem_0863,no_semantic_change,glossary_exact,high,ok
major resistance,major resistance,major resistance,app_sem_0864,no_semantic_change,untranslated_review,low,translation_review
manganese superoxide dismutase,manganese superoxide dismutase,manganese superoxide dismutase,app_sem_0865,no_semantic_change,untranslated_review,low,translation_review
manic-depressive psychosis,manic-depressive psychosis,manic-depressive psychosis,app_sem_0866,no_semantic_change,untranslated_review,low,translation_review
manipulation,manipulation,manipulation,app_sem_0867,no_semantic_change,untranslated_review,low,translation_review
manuls,manuls,manuls,app_sem_0868,no_semantic_change,untranslated_review,low,translation_review
marihuana,marihuana,marihuana,app_sem_0869,no_semantic_change,untranslated_review,low,translation_review
marijuana,marijuana,marijuana,app_sem_0870,no_semantic_change,untranslated_review,low,translation_review
marital,marital,marital,app_sem_0871,no_semantic_change,untranslated_review,low,translation_review
marital relations,marital relations,marital relations,app_sem_0872,no_semantic_change,untranslated_review,low,translation_review
marital satisfaction,marital satisfaction,marital satisfaction,app_sem_0873,no_semantic_change,untranslated_review,low,translation_review
maslach burnout inventory,maslach burnout inventory,maslach wypalenie inventory,app_sem_0874,no_semantic_change,token_partial_review,medium,translation_review
masquerade,masquerade,masquerade,app_sem_0875,no_semantic_change,untranslated_review,low,translation_review
mastectomy,mastectomy,mastectomy,app_sem_0876,no_semantic_change,untranslated_review,low,translation_review
mastery,mastery,mastery,app_sem_0877,no_semantic_change,untranslated_review,low,translation_review
material loss,material loss,material loss,app_sem_0878,no_semantic_change,untranslated_review,low,translation_review
maternal behaviour,maternal behavior,maternal behavior,app_sem_0879,spelling:behaviour->behavior,untranslated_review,low,translation_review|semantic_merge_audit
meaning in life,meaning in life,sens życia,app_sem_0880,no_semantic_change,glossary_exact,high,ok
meaning systems,meaning systems,meaning systems,app_sem_0881,no_semantic_change,untranslated_review,low,translation_review
mechanisms,mechanisms,mechanisms,app_sem_0882,no_semantic_change,untranslated_review,low,translation_review
media,media,media,app_sem_0883,no_semantic_change,untranslated_review,low,translation_review
mediational perspective,mediational perspective,mediational perspective,app_sem_0884,no_semantic_change,untranslated_review,low,translation_review
medical (clinical) psychology,medical (clinical) psychology,medical (clinical) psychology,app_sem_0885,no_semantic_change,untranslated_review,low,translation_review
medical commission,medical commission,medical commission,app_sem_0886,no_semantic_change,untranslated_review,low,translation_review
medical course,medical course,kierunek medyczny,app_sem_0887,no_semantic_change,glossary_exact,high,ok
medical examination,medical examination,medical examination,app_sem_0888,no_semantic_change,untranslated_review,low,translation_review
medical marihuana,medical marihuana,medical marihuana,app_sem_0889,no_semantic_change,untranslated_review,low,translation_review
medical outpatients,medical outpatients,medical outpatients,app_sem_0890,no_semantic_change,untranslated_review,low,translation_review
medical personnel,medical personnel,personel medyczny,app_sem_0891,no_semantic_change,glossary_exact,high,ok
medical psychology,medical psychology,medical psychology,app_sem_0892,no_semantic_change,untranslated_review,low,translation_review
medical speciality,medical speciality,medical speciality,app_sem_0893,no_semantic_change,untranslated_review,low,translation_review
medical statistics,medical statistics,medical statistics,app_sem_0894,no_semantic_change,untranslated_review,low,translation_review
medical students,medical students,studenci medycyny,app_sem_0895,no_semantic_change,glossary_exact,high,ok
medical stuff,medical stuff,medical stuff,app_sem_0896,no_semantic_change,untranslated_review,low,translation_review
medical workers,medical workers,medical workers,app_sem_0897,no_semantic_change,untranslated_review,low,translation_review
medication adherence,medication adherence,adherencja farmakoterapeutyczna,app_sem_0898,no_semantic_change,glossary_exact,high,ok
meditation,meditation,meditation,app_sem_0899,no_semantic_change,untranslated_review,low,translation_review
memantine,memantine,memantine,app_sem_0900,no_semantic_change,untranslated_review,low,translation_review
memory,memory,pamięć,app_sem_0901,no_semantic_change,glossary_exact,high,ok
memory disturbances,memory disturbance,memory zaburzenie,app_sem_0902,plural_to_concept:memory disturbances->memory disturbance,token_partial_review,medium,translation_review|semantic_merge_audit
men,men,mężczyźni,app_sem_0903,no_semantic_change,token_full,high,ok
men's mental health,men's mental health,men's mental health,app_sem_0904,no_semantic_change,untranslated_review,low,translation_review
mental contamination,mental contamination,psychiczny contamination,app_sem_0905,no_semantic_change,token_partial_review,medium,translation_review
mental disorder,mental disorder,zaburzenie psychiczne,app_sem_0906,no_semantic_change,glossary_exact,high,ok
mental disorders,mental disorder,zaburzenie psychiczne,app_sem_0906,plural_to_concept:mental disorders->mental disorder,glossary_exact,high,semantic_merge_audit
mental health,mental health,zdrowie psychiczne,app_sem_0907,no_semantic_change,glossary_exact,high,ok
mental health care system,mental health care system,mental health care system,app_sem_0908,no_semantic_change,untranslated_review,low,translation_review
mental healthcare,mental healthcare,mental healthcare,app_sem_0909,no_semantic_change,untranslated_review,low,translation_review
mental illness,mental illness,choroba psychiczna,app_sem_0910,no_semantic_change,glossary_exact,high,ok
mentalization,mentalization,mentalizacja,app_sem_0911,no_semantic_change,glossary_exact,high,ok
meta-analysis,meta-analysis,meta-analysis,app_sem_0912,no_semantic_change,untranslated_review,low,translation_review
metabolic syndrome,metabolic syndrome,zespół metaboliczny,app_sem_0913,no_semantic_change,glossary_exact,high,ok
metacognition,metacognition,metacognition,app_sem_0914,no_semantic_change,untranslated_review,low,translation_review
metacognitive beliefs,metacognitive beliefs,metacognitive beliefs,app_sem_0915,no_semantic_change,untranslated_review,low,translation_review
metaphor,metaphor,metafora,app_sem_0916,no_semantic_change,glossary_exact,high,ok
metaphors,metaphors,metaphors,app_sem_0917,no_semantic_change,untranslated_review,low,translation_review
methadone,methadone,methadone,app_sem_0918,no_semantic_change,untranslated_review,low,translation_review
methamphetamine users,methamphetamine users,methamphetamine users,app_sem_0919,no_semantic_change,untranslated_review,low,translation_review
methodology problems,methodology problems,methodology problems,app_sem_0920,no_semantic_change,untranslated_review,low,translation_review
methylphenidate,methylphenidate,metylofenidat,app_sem_0921,no_semantic_change,glossary_exact,high,ok
microbiome,microbiome,microbiome,app_sem_0922,no_semantic_change,untranslated_review,low,translation_review
microsphere galenics,microsphere galenics,microsphere galenics,app_sem_0923,no_semantic_change,untranslated_review,low,translation_review
mid-adolescence,mid-adolescence,mid-adolescence,app_sem_0924,no_semantic_change,untranslated_review,low,translation_review
midazolam,midazolam,midazolam,app_sem_0925,no_semantic_change,untranslated_review,low,translation_review
midwifery,midwifery,midwifery,app_sem_0926,no_semantic_change,untranslated_review,low,translation_review
migraine,migraine,migraine,app_sem_0927,no_semantic_change,untranslated_review,low,translation_review
mild cognitive impairment,mild cognitive impairment,mild poznawczy impairment,app_sem_0928,no_semantic_change,token_partial_review,medium,translation_review
military population,military population,military population,app_sem_0929,no_semantic_change,untranslated_review,low,translation_review
mindful eating,mindful eating,mindful jedzenie,app_sem_0930,no_semantic_change,token_partial_review,medium,translation_review
mindfulness,mindfulness,uważność,app_sem_0931,no_semantic_change,glossary_exact,high,ok
minority stress,minority stress,stres mniejszościowy,app_sem_0932,no_semantic_change,glossary_exact,high,ok
mirror processes,mirror processes,mirror processes,app_sem_0933,no_semantic_change,untranslated_review,low,translation_review
misdiagnosis,misdiagnosis,misdiagnosis,app_sem_0934,no_semantic_change,untranslated_review,low,translation_review
mismatch,mismatch,mismatch,app_sem_0935,no_semantic_change,untranslated_review,low,translation_review
misophonia,misophonia,misophonia,app_sem_0936,no_semantic_change,untranslated_review,low,translation_review
mixed family,mixed family,mixed rodzina,app_sem_0937,no_semantic_change,token_partial_review,medium,translation_review
mixed methods,mixed methods,mixed methods,app_sem_0938,no_semantic_change,untranslated_review,low,translation_review
mixed state,mixed state,mixed state,app_sem_0939,no_semantic_change,untranslated_review,low,translation_review
mobile phone,mobile phone,mobile phone,app_sem_0940,no_semantic_change,untranslated_review,low,translation_review
models of delusions,models of delusions,models of delusions,app_sem_0941,no_semantic_change,untranslated_review,low,translation_review
monotherpen,monotherpen,monotherpen,app_sem_0942,no_semantic_change,untranslated_review,low,translation_review
mood,mood,mood,app_sem_0943,no_semantic_change,untranslated_review,low,translation_review
mood disorder,mood disorder,mood zaburzenie,app_sem_0944,no_semantic_change,token_partial_review,medium,translation_review
mood disorder questionnaire,mood disorder questionnaire,mood zaburzenie kwestionariusz,app_sem_0945,no_semantic_change,token_partial_review,medium,translation_review
moral agent,moral agent,moral agent,app_sem_0946,no_semantic_change,untranslated_review,low,translation_review
moral disgust,moral disgust,moral disgust,app_sem_0947,no_semantic_change,untranslated_review,low,translation_review
moral emotions,moral emotions,moral emotions,app_sem_0948,no_semantic_change,untranslated_review,low,translation_review
more,more,more,app_sem_0949,no_semantic_change,untranslated_review,low,translation_review
mortality,mortality,mortality,app_sem_0950,no_semantic_change,untranslated_review,low,translation_review
mother-adult relations,mother-adult relations,mother-dorosły relations,app_sem_0951,no_semantic_change,token_partial_review,medium,translation_review
motivation,motivation,motywacja,app_sem_0952,no_semantic_change,glossary_exact,high,ok
motivation to exercise,motivation to exercise,motivation to exercise,app_sem_0953,no_semantic_change,untranslated_review,low,translation_review
motivational aspects of treatment,motivational aspects of treatment,motivational aspects of leczenie,app_sem_0954,no_semantic_change,token_partial_review,medium,translation_review
motivational interviewing,motivational interviewing,motivational interviewing,app_sem_0955,no_semantic_change,untranslated_review,low,translation_review
motor inhibition,motor inhibition,motor inhibition,app_sem_0956,no_semantic_change,untranslated_review,low,translation_review
mr therapy,mr therapy,mr terapia,app_sem_0957,no_semantic_change,token_partial_review,medium,translation_review
multi-criteria,multi-criteria,multi-criteria,app_sem_0958,no_semantic_change,untranslated_review,low,translation_review
multidisciplinary treatment,multidisciplinary treatment,multidisciplinary leczenie,app_sem_0959,no_semantic_change,token_partial_review,medium,translation_review
multiple sclerosis,multiple sclerosis,multiple sclerosis,app_sem_0960,no_semantic_change,untranslated_review,low,translation_review
multiple sclerosis (ms),multiple sclerosis (ms),multiple sclerosis (ms),app_sem_0961,no_semantic_change,untranslated_review,low,translation_review
music therapy,music therapy,music terapia,app_sem_0962,no_semantic_change,token_partial_review,medium,translation_review
myocardial infarction,myocardial infarction,zawał mięśnia sercowego,app_sem_0963,no_semantic_change,glossary_exact,high,ok
myocardial infarctions,myocardial infarction,zawał mięśnia sercowego,app_sem_0963,plural_to_concept:myocardial infarctions->myocardial infarction,glossary_exact,high,semantic_merge_audit
myofascial pain,myofascial pain,myofascial ból,app_sem_0964,no_semantic_change,token_partial_review,medium,translation_review
narcissism,narcissism,narcissism,app_sem_0965,no_semantic_change,untranslated_review,low,translation_review
nature connectedness,nature connectedness,więź z naturą,app_sem_0966,no_semantic_change,glossary_exact,high,ok
negative affects,negative affects,negative affects,app_sem_0967,no_semantic_change,untranslated_review,low,translation_review
negative symptoms,negative symptom,objaw negatywny,app_sem_0968,plural_to_concept:negative symptoms->negative symptom,glossary_exact,high,semantic_merge_audit
negative urgency,negative urgency,negative urgency,app_sem_0969,no_semantic_change,untranslated_review,low,translation_review
neurobiology,neurobiology,neurobiologia,app_sem_0970,no_semantic_change,glossary_exact,high,ok
neurocognitive function,neurocognitive function,funkcje neuropoznawcze,app_sem_0971,no_semantic_change,glossary_exact,high,ok
neurocognitive impairement,neurocognitive impairement,neurocognitive impairement,app_sem_0972,no_semantic_change,untranslated_review,low,translation_review
neurodevelopmental hypothesis,neurodevelopmental hypothesis,neurodevelopmental hypothesis,app_sem_0973,no_semantic_change,untranslated_review,low,translation_review
neurofibromatosis 1,neurofibromatosis 1,neurofibromatosis 1,app_sem_0974,no_semantic_change,untranslated_review,low,translation_review
neuroleptic treatment,neuroleptic treatment,neuroleptic leczenie,app_sem_0975,no_semantic_change,token_partial_review,medium,translation_review
neuromodulation,neuromodulation,neuromodulation,app_sem_0976,no_semantic_change,untranslated_review,low,translation_review
neuropsychiatric disease,neuropsychiatric disease,neuropsychiatric choroba,app_sem_0977,no_semantic_change,token_partial_review,medium,translation_review
neuropsychiatric manifestations,neuropsychiatric manifestations,neuropsychiatric manifestations,app_sem_0978,no_semantic_change,untranslated_review,low,translation_review
neuropsychiatry,neuropsychiatry,neuropsychiatry,app_sem_0979,no_semantic_change,untranslated_review,low,translation_review
neuropsychological assessment,neuropsychological assessment,neuropsychological assessment,app_sem_0980,no_semantic_change,untranslated_review,low,translation_review
neuropsychological symptoms,neuropsychological symptom,neuropsychological objaw,app_sem_0981,plural_to_concept:neuropsychological symptoms->neuropsychological symptom,token_partial_review,medium,translation_review|semantic_merge_audit
neuropsychological tests,neuropsychological tests,testy neuropsychologiczne,app_sem_0982,no_semantic_change,glossary_exact,high,ok
neuroscience,neuroscience,neuronauka,app_sem_0983,no_semantic_change,glossary_exact,high,ok
neurosis,neurosis,neurosis,app_sem_0984,no_semantic_change,untranslated_review,low,translation_review
neurotic conflict,neurotic conflict,nerwicowy conflict,app_sem_0985,no_semantic_change,token_partial_review,medium,translation_review
neurotic disorder,neurotic disorder,zaburzenie nerwicowe,app_sem_0986,no_semantic_change,glossary_exact,high,ok
neurotic disorders,neurotic disorder,zaburzenie nerwicowe,app_sem_0986,plural_to_concept:neurotic disorders->neurotic disorder,glossary_exact,high,semantic_merge_audit
neurotic disorders symptoms,neurotic disorders symptom,nerwicowy zaburzenia objaw,app_sem_0987,plural_to_concept:neurotic disorders symptoms->neurotic disorders symptom,token_full,high,semantic_merge_audit
neurotic personality,neurotic personality,nerwicowy osobowość,app_sem_0988,no_semantic_change,token_full,high,ok
neurotic symptoms,neurotic symptom,nerwicowy objaw,app_sem_0989,plural_to_concept:neurotic symptoms->neurotic symptom,token_full,high,semantic_merge_audit
neuroticism,neuroticism,neurotyczność,app_sem_0990,no_semantic_change,glossary_exact,high,ok
neurotransmission,neurotransmission,neurotransmission,app_sem_0991,no_semantic_change,untranslated_review,low,translation_review
neurotransmitter,neurotransmitter,neurotransmitter,app_sem_0992,no_semantic_change,untranslated_review,low,translation_review
neurotrophic tyrosine receptor kinase,neurotrophic tyrosine receptor kinase,neurotrophic tyrosine receptor kinase,app_sem_0993,no_semantic_change,untranslated_review,low,translation_review
neurotrophin factor (bdnf),neurotrophin factor (bdnf),neurotrophin czynnik (bdnf),app_sem_0994,no_semantic_change,token_partial_review,medium,translation_review
neurotrophins,neurotrophins,neurotrophins,app_sem_0995,no_semantic_change,untranslated_review,low,translation_review
neutrophil lymphocyte ratio,neutrophil lymphocyte ratio,neutrophil lymphocyte ratio,app_sem_0996,no_semantic_change,untranslated_review,low,translation_review
newsletter,newsletter,newsletter,app_sem_0997,no_semantic_change,untranslated_review,low,translation_review
newsletter 2,newsletter 2,newsletter 2,app_sem_0998,no_semantic_change,untranslated_review,low,translation_review
nigeria,nigeria,nigeria,app_sem_0999,no_semantic_change,untranslated_review,low,translation_review
night terror,night terror,night terror,app_sem_1000,no_semantic_change,untranslated_review,low,translation_review
nightmare sufferers,nightmare sufferers,nightmare sufferers,app_sem_1001,no_semantic_change,untranslated_review,low,translation_review
nmda,nmda,nmda,app_sem_1002,no_semantic_change,untranslated_review,low,translation_review
non suicidal self-injury,non suicidal self-injury,non samobójczy ja-injury,app_sem_1003,no_semantic_change,token_partial_review,medium,translation_review
non-clinical sample,non-clinical sample,non-clinical sample,app_sem_1004,no_semantic_change,untranslated_review,low,translation_review
non-competitive bodybuilding,non-competitive bodybuilding,non-competitive bodybuilding,app_sem_1005,no_semantic_change,untranslated_review,low,translation_review
nonadherence,nonadherence,nonadherence,app_sem_1006,no_semantic_change,untranslated_review,low,translation_review
nonverbal and verbal communication,nonverbal and verbal communication,nonverbal and verbal communication,app_sem_1007,no_semantic_change,untranslated_review,low,translation_review
normal vaginal delivery,normal vaginal delivery,normal vaginal delivery,app_sem_1008,no_semantic_change,untranslated_review,low,translation_review
normal weight,normal weight,normal weight,app_sem_1009,no_semantic_change,untranslated_review,low,translation_review
normative criteria,normative criteria,normative criteria,app_sem_1010,no_semantic_change,untranslated_review,low,translation_review
nosology,nosology,nosology,app_sem_1011,no_semantic_change,untranslated_review,low,translation_review
novel therapy,novel therapy,novel terapia,app_sem_1012,no_semantic_change,token_partial_review,medium,translation_review
nssi,nssi,nssi,app_sem_1013,no_semantic_change,untranslated_review,low,translation_review
nuclear family,nuclear family,nuclear rodzina,app_sem_1014,no_semantic_change,token_partial_review,medium,translation_review
nuclear family functioning scale,nuclear family functioning scale,nuclear rodzina functioning skala,app_sem_1015,no_semantic_change,token_partial_review,medium,translation_review
nurses,nurses,nurses,app_sem_1016,no_semantic_change,untranslated_review,low,translation_review
nutrition,nutrition,nutrition,app_sem_1017,no_semantic_change,untranslated_review,low,translation_review
o-demethylvenlafaxine,o-demethylvenlafaxine,o-demethylvenlafaxine,app_sem_1018,no_semantic_change,untranslated_review,low,translation_review
o-life,o-life,o-życie,app_sem_1019,no_semantic_change,token_partial_review,medium,translation_review
oab,oab,oab,app_sem_1020,no_semantic_change,untranslated_review,low,translation_review
obesity,obesity,otyłość,app_sem_1021,no_semantic_change,glossary_exact,high,ok
object relations,object relations,object relations,app_sem_1022,no_semantic_change,untranslated_review,low,translation_review
obsessive compulsive disorder,obsessive-compulsive disorder,zaburzenie obsesyjno-kompulsyjne,app_sem_1024,exact_map:obsessive compulsive disorder->obsessive-compulsive disorder,glossary_exact,high,semantic_merge_audit
obsessive compulsive symptoms and symptoms of psychoactive substance use,obsessive compulsive symptoms and symptoms of psychoactive substance use,obsessive compulsive objawy and objawy of psychoactive substancja używanie,app_sem_1023,no_semantic_change,token_partial_review,medium,translation_review
obsessive-compulsive disorder,obsessive-compulsive disorder,zaburzenie obsesyjno-kompulsyjne,app_sem_1024,no_semantic_change,glossary_exact,high,ok
obsessive-compulsive disorder (ocd),obsessive-compulsive disorder (ocd),obsessive-compulsive disorder (ocd),app_sem_1025,no_semantic_change,untranslated_review,low,translation_review
occupational burnout,occupational burnout,occupational wypalenie,app_sem_1026,no_semantic_change,token_partial_review,medium,translation_review
occupational diseases,occupational diseases,occupational diseases,app_sem_1027,no_semantic_change,untranslated_review,low,translation_review
ocd,obsessive-compulsive disorder,zaburzenie obsesyjno-kompulsyjne,app_sem_1024,exact_map:ocd->obsessive-compulsive disorder,glossary_exact,high,semantic_merge_audit
ocrds,ocrds,ocrds,app_sem_1028,no_semantic_change,untranslated_review,low,translation_review
offenders,offenders,offenders,app_sem_1029,no_semantic_change,untranslated_review,low,translation_review
older workers,older workers,older workers,app_sem_1030,no_semantic_change,untranslated_review,low,translation_review
olfactory obsessions,olfactory obsessions,olfactory obsessions,app_sem_1031,no_semantic_change,untranslated_review,low,translation_review
olfactory obsessions questionnaire,olfactory obsessions questionnaire,olfactory obsessions kwestionariusz,app_sem_1032,no_semantic_change,token_partial_review,medium,translation_review
oligonucleotide microarray,oligonucleotide microarray,oligonucleotide microarray,app_sem_1033,no_semantic_change,untranslated_review,low,translation_review
oms guidelines,oms guidelines,oms guidelines,app_sem_1034,no_semantic_change,untranslated_review,low,translation_review
online,online,online,app_sem_1035,no_semantic_change,glossary_exact,high,ok
online e-diaries,online e-diaries,online e-diaries,app_sem_1036,no_semantic_change,untranslated_review,low,translation_review
online help,online help,online help,app_sem_1037,no_semantic_change,untranslated_review,low,translation_review
online psychotherapy,online psychotherapy,online psychoterapia,app_sem_1038,no_semantic_change,token_partial_review,medium,translation_review
online support,online support,online wsparcie,app_sem_1039,no_semantic_change,token_partial_review,medium,translation_review
online therapy,online therapy,online terapia,app_sem_1040,no_semantic_change,token_partial_review,medium,translation_review
opioid stabilization,opioid stabilization,opioid stabilization,app_sem_1041,no_semantic_change,untranslated_review,low,translation_review
oral care,oral care,oral care,app_sem_1042,no_semantic_change,untranslated_review,low,translation_review
oral health related quality of life,oral health related quality of life,oral zdrowie related jakość życia,app_sem_1043,no_semantic_change,token_partial_review,medium,translation_review
organicity,organicity,organicity,app_sem_1044,no_semantic_change,untranslated_review,low,translation_review
organization,organization,organization,app_sem_1045,no_semantic_change,untranslated_review,low,translation_review
