keyword_semantic_3c_id,keyword_concept_polish_final,keyword_concept_en_final,n_records,n_articles,n_input_expanded_concepts,input_expanded_concepts,raw_variants,review_flag_3c
app_sem3c_0284,diabulimia,diabulimia,1,1,1,diabulimia,diabulimia,ok
app_sem3c_0285,diagnostic approach,diagnostic approach,1,1,1,diagnostic approach,diagnostic approach,ok
app_sem3c_0286,diagnostic procedures,diagnostic procedures,1,1,1,diagnostic procedures,diagnostic procedures,ok
app_sem3c_0287,diagnostic tips,diagnostic tips,1,1,1,diagnostic tips,diagnostic tips,ok
app_sem3c_0288,dialectical behavior therapydbt,dialectical behavior therapydbt,1,1,1,dialectical behavior therapydbt,dialectical behavior therapyDBT,ok
app_sem3c_0289,diet,diet,1,1,1,diet,diet,strong_review_unresolved_acronym
app_sem3c_0290,dietary supplements,dietary supplements,1,1,1,dietary supplements,dietary supplements,ok
app_sem3c_0291,dignity,dignity,1,1,1,dignity,dignity,ok
app_sem3c_0292,dimensional models,dimensional models,1,1,1,dimensional models,Dimensional models,ok
app_sem3c_0293,discriminate analysis,discriminate analysis,1,1,1,discriminate analysis,discriminate analysis,ok
app_sem3c_0294,discussion with anti-and postpsychiatry,discussion with anti-and postpsychiatry,1,1,1,discussion with anti-and postpsychiatry,discussion with anti- and postpsychiatry,ok
app_sem3c_0295,dissociation,dissociation,1,1,1,dissociation,dissociation,ok
app_sem3c_0296,doctor-pacjent relationship,doctor-patient relationship,1,1,1,doctor-patient relationship,doctor - patient relationship,ok
app_sem3c_0297,domestic przemoc,domestic violence,1,1,1,domestic violence,domestic violence,ok
app_sem3c_0300,drama,drama,1,1,1,drama,drama,ok
app_sem3c_0302,drawings,drawings,1,1,1,drawings,drawings,ok
app_sem3c_0303,dream emocje,dream emotions,1,1,1,dream emotions,dream emotions,ok
app_sem3c_0304,dreaming,dreaming,1,1,1,dreaming,dreaming,ok
app_sem3c_0305,drop out,drop out,1,1,1,drop out,drop out,ok
app_sem3c_0306,drop-out,drop-out,1,1,1,drop-out,drop-out,ok
app_sem3c_0307,drug,drug,1,1,1,drug,drug,strong_review_unresolved_acronym
app_sem3c_0308,dryness of mouth,dryness of mouth,1,1,1,dryness of mouth,dryness of mouth,ok
app_sem3c_0309,dsm,dsm,1,1,1,dsm,DSM,strong_review_unresolved_acronym
app_sem3c_0310,dsm-5,dsm-5,1,1,1,dsm-5,DSM-5,ok
app_sem3c_0311,dsm5,dsm5,1,1,1,dsm5,DSM5,strong_review_unresolved_acronym
app_sem3c_0312,duchowość,spirituality,1,1,1,spirituality,spirituality,ok
app_sem3c_0313,dynamic psychiatry,dynamic psychiatry,1,1,1,dynamic psychiatry,dynamic psychiatry,ok
app_sem3c_0315,dyscalculia,dyscalculia,1,1,1,dyscalculia,dyscalculia,ok
app_sem3c_0316,dysfunctional beliefs,dysfunctional beliefs,1,1,1,dysfunctional beliefs,dysfunctional beliefs,ok
app_sem3c_0319,dysorthography,dysorthography,1,1,1,dysorthography,dysorthography,ok
app_sem3c_0320,dysphoria,dysphoria,1,1,1,dysphoria,dysphoria,ok
app_sem3c_0322,dzieciństwo adversity,childhood adversity,1,1,1,childhood adversity,childhood adversity,ok
app_sem3c_0323,dzieciństwo maltreatment,childhood maltreatment,1,1,1,childhood maltreatment,childhood maltreatment,ok
app_sem3c_0324,e-dzienniczki online,online e-diaries,1,1,1,online e-diaries,online e-diaries,ok
app_sem3c_0325,e-learning,e-learning,1,1,1,e-learning,e-learning,ok
app_sem3c_0326,early interwencja,early intervention,1,1,1,early intervention,Early Intervention,ok
app_sem3c_0328,early retirement,early retirement,1,1,1,early retirement,early retirement,ok
app_sem3c_0329,eartquake victims,eartquake victims,1,1,1,eartquake victims,eartquake victims,ok
app_sem3c_0330,east azerbaijian,east azerbaijian,1,1,1,east azerbaijian,East Azerbaijian,ok
app_sem3c_0331,east european psychiatrists,east european psychiatrists,1,1,1,east european psychiatrists,east European psychiatrists,ok
app_sem3c_0333,eating,eating,1,1,1,eating,eating,ok
app_sem3c_0334,eating behaviors,eating behaviors,1,1,1,eating behaviors,eating behaviours,ok
app_sem3c_0335,eating habits,eating habits,1,1,1,eating habits,eating habits,ok
app_sem3c_0337,eating styles,eating styles,1,1,1,eating styles,eating styles,ok
app_sem3c_0338,eclecticism,eclecticism,1,1,1,eclecticism,eclecticism,ok
app_sem3c_0339,ecological percepcja,ecological perception,1,1,1,ecological perception,ecological perception,ok
app_sem3c_0340,ect,ect,1,1,1,ect,ECT,strong_review_unresolved_acronym
app_sem3c_0341,editorial editorial 1,editorial editorial 1,1,1,1,editorial editorial 1,Editorial Editorial 1,ok
app_sem3c_0344,effective counselor,effective counselor,1,1,1,effective counselor,effective counselor,ok
app_sem3c_0345,ego,ego,1,1,1,ego,ego,strong_review_unresolved_acronym
app_sem3c_0346,egocentric,egocentric,1,1,1,egocentric,egocentric,ok
app_sem3c_0348,egypt,egypt,1,1,1,egypt,Egypt,ok
app_sem3c_0351,electrodermal activity,electrodermal activity,1,1,1,electrodermal activity,electrodermal activity,ok
app_sem3c_0352,electronic communication,electronic communication,1,1,1,electronic communication,electronic communication,ok
app_sem3c_0353,emergencies,emergencies,1,1,1,emergencies,emergencies,ok
app_sem3c_0354,emergency medicine residents,emergency medicine residents,1,1,1,emergency medicine residents,Emergency Medicine residents,ok
app_sem3c_0355,emocja focused training for emocja of self-compassion and self-protection,emotion focused training for emotion of self-compassion and self-protection,1,1,1,emotion focused training for emotion of self-compassion and self-protection,emotion focused training for emotion of self-compassion and self-protection,ok
app_sem3c_0358,emocja-focused coping,emotion-focused coping,1,1,1,emotion-focused coping,emotion-focused coping,ok
app_sem3c_0360,emotional abuse,emotional abuse,1,1,1,emotional abuse,emotional abuse,ok
app_sem3c_0361,emotional development,emotional development,1,1,1,emotional development,emotional development,ok
app_sem3c_0362,emotional disposition,emotional disposition,1,1,1,emotional disposition,Emotional Disposition,ok
app_sem3c_0363,emotional eating,emotional eating,1,1,1,emotional eating,emotional eating,ok
app_sem3c_0365,emotional labour,emotional labour,1,1,1,emotional labour,emotional labour,ok
app_sem3c_0366,emotional objaw,emotional symptom,1,1,1,emotional symptom,emotional symptoms,ok
app_sem3c_0367,emotional processes,emotional processes,1,1,1,emotional processes,emotional processes,ok
app_sem3c_0368,emotional reaction,emotional reaction,1,1,1,emotional reaction,emotional reaction,ok
app_sem3c_0369,emotional regulation,emotional regulation,1,1,1,emotional regulation,emotional regulation,ok
app_sem3c_0370,emotional state,emotional state,1,1,1,emotional state,emotional state,ok
app_sem3c_0371,emotional zaburzenie,emotional disorder,1,1,1,emotional disorder,emotional disorders,ok
app_sem3c_0372,empathy_,empathy_,1,1,1,empathy_,Empathy_,ok
app_sem3c_0374,ems,ems,1,1,1,ems,EMS,strong_review_unresolved_acronym
app_sem3c_0375,endurance training,endurance training,1,1,1,endurance training,endurance training,ok
app_sem3c_0376,engagement,engagement,1,1,1,engagement,engagement,ok
app_sem3c_0379,epidemiology,epidemiology,1,1,1,epidemiology,epidemiology,ok
app_sem3c_0381,epq-r,epq-r,1,1,1,epq-r,EPQ-R,ok
app_sem3c_0382,ericksonian parallel process,ericksonian parallel process,1,1,1,ericksonian parallel process,Ericksonian parallel process,ok
app_sem3c_0383,ericksonian supervision,ericksonian supervision,1,1,1,ericksonian supervision,Ericksonian supervision,ok
app_sem3c_0384,etap przedkliniczny,preclinical stage,1,1,1,preclinical stage,preclinical stage,ok
app_sem3c_0385,ethical aspects,ethical aspects,1,1,1,ethical aspects,ethical aspects,ok
app_sem3c_0386,ethical dilemmas,ethical dilemmas,1,1,1,ethical dilemmas,ethical dilemmas,ok
app_sem3c_0387,ethical issues,ethical issues,1,1,1,ethical issues,Ethical Issues,ok
app_sem3c_0388,ethics,ethics,1,1,1,ethics,ethics,ok
app_sem3c_0389,evidence,evidence,1,1,1,evidence,evidence,ok
app_sem3c_0390,evolution,evolution,1,1,1,evolution,evolution,ok
app_sem3c_0391,exhaustion,exhaustion,1,1,1,exhaustion,exhaustion,ok
app_sem3c_0392,existential poznawczy-behavioral terapia,existential cognitive-behavioral therapy,1,1,1,existential cognitive-behavioral therapy,existential cognitive-behavioral therapy,ok
app_sem3c_0393,experience,experience,1,1,1,experience,experience,ok
app_sem3c_0394,experience of wartości,experience of values,1,1,1,experience of values,experience of values,ok
app_sem3c_0395,exploratory factor analysis,exploratory factor analysis,1,1,1,exploratory factor analysis,exploratory factor analysis,ok
app_sem3c_0396,exploratory study,exploratory study,1,1,1,exploratory study,exploratory study,ok
app_sem3c_0397,exposure terapia,exposure therapy,1,1,1,exposure therapy,exposure therapy,ok
app_sem3c_0398,externalizing behaviors,externalizing behaviors,1,1,1,externalizing behaviors,externalizing behaviors,ok
app_sem3c_0399,extreme sports,extreme sports,1,1,1,extreme sports,extreme sports,ok
app_sem3c_0400,eye movement desensitization and reprocessing,eye movement desensitization and reprocessing,1,1,1,eye movement desensitization and reprocessing,Eye Movement Desensitization and Reprocessing,ok
app_sem3c_0401,face-to-face terapia,face-to-face therapy,1,1,1,face-to-face therapy,face-to-face therapy,ok
app_sem3c_0404,factor analyses,factor analyses,1,1,1,factor analyses,factor analyses,ok
app_sem3c_0405,factor analysis,factor analysis,1,1,1,factor analysis,Factor Analysis,ok
app_sem3c_0406,factors of compliance with the leczenie regimen,factors of compliance with the treatment regimen,1,1,1,factors of compliance with the treatment regimen,factors of compliance with the treatment regimen,ok
app_sem3c_0407,faecal impaction,faecal impaction,1,1,1,faecal impaction,faecal impaction,ok
app_sem3c_0408,faecaloma,faecaloma,1,1,1,faecaloma,faecaloma,ok
app_sem3c_0409,fahr's zespół,fahr's syndrome,1,1,1,fahr's syndrome,Fahr's syndrome,ok
app_sem3c_0410,failure,failure,1,1,1,failure,failure,ok
app_sem3c_0411,fanaticism,fanaticism,1,1,1,fanaticism,fanaticism,ok
app_sem3c_0414,females without psychiczny disturbance,females without mental disturbance,1,1,1,females without mental disturbance,females without mental disturbances,ok
app_sem3c_0415,fetal alkohol zespół,fetal alcohol syndrome,1,1,1,fetal alcohol syndrome,Fetal Alcohol Syndrome,ok
app_sem3c_0416,fg,fg,1,1,1,fg,FG,strong_review_unresolved_acronym
app_sem3c_0417,fidelity,fidelity,1,1,1,fidelity,fidelity,ok
app_sem3c_0418,firefighters,firefighters,1,1,1,firefighters,firefighters,ok
app_sem3c_0419,first person account,first person account,1,1,1,first person account,first person account,ok
app_sem3c_0422,first-person account,first-person account,1,1,1,first-person account,First-Person Account,ok
app_sem3c_0423,fitness,fitness,1,1,1,fitness,fitness,ok
app_sem3c_0424,five-czynnik model of osobowość,five-factor model of personality,1,1,1,five-factor model of personality,five-factor model of personality,ok
app_sem3c_0425,fizyczny appearance,physical appearance,1,1,1,physical appearance,physical appearance,ok
app_sem3c_0426,fizyczny zdrowie,physical health,1,1,1,physical health,physical health,ok
app_sem3c_0427,fkbp5,fkbp5,1,1,1,fkbp5,FKBP5,ok
app_sem3c_0428,follow-up,follow-up,1,1,1,follow-up,Follow-up,ok
app_sem3c_0430,food restriction,food restriction,1,1,1,food restriction,food restriction,ok
app_sem3c_0431,for authors,for authors,1,1,1,for authors,For Authors,ok
app_sem3c_0432,forced leczenie,forced treatment,1,1,1,forced treatment,forced treatment,ok
app_sem3c_0433,forcible feeding,forcible feeding,1,1,1,forcible feeding,forcible feeding,ok
app_sem3c_0435,foster care,foster care,1,1,1,foster care,foster care,ok
app_sem3c_0436,free association,free association,1,1,1,free association,free association,ok
app_sem3c_0437,frequency of comsumption of products,frequency of comsumption of products,1,1,1,frequency of comsumption of products,frequency of comsumption of products,ok
app_sem3c_0438,freud,freud,1,1,1,freud,Freud,ok
app_sem3c_0440,frontal lobe zespół,frontal lobe syndrome,1,1,1,frontal lobe syndrome,frontal lobe syndrome,ok
app_sem3c_0444,fuzzy promethee,fuzzy promethee,1,1,1,fuzzy promethee,fuzzy PROMETHEE,ok
app_sem3c_0445,galenika mikrosfer,microsphere galenics,1,1,1,microsphere galenics,microsphere galenics,ok
app_sem3c_0446,galvanic skin response,galvanic skin response,1,1,1,galvanic skin response,galvanic skin response,ok
app_sem3c_0447,gay,gay,1,1,1,gay,gay,strong_review_unresolved_acronym
app_sem3c_0448,gen PAX-6,pax-6 gene,1,1,1,pax-6 gene,PAX - 6 gene,ok
app_sem3c_0449,gene,gene,1,1,1,gene,gene,strong_review_unresolved_acronym
app_sem3c_0450,gene mutation,gene mutation,1,1,1,gene mutation,Gene mutation,ok
app_sem3c_0451,gene polimorfizm,gene polymorphism,1,1,1,gene polymorphism,gene polymorphism,ok
app_sem3c_0452,gene-environment interaction,gene-environment interaction,1,1,1,gene-environment interaction,gene-environment interaction,ok
app_sem3c_0453,general factor specification,general factor specification,1,1,1,general factor specification,General Factor Specification,ok
app_sem3c_0454,general poczucie własnej skuteczności,general self-efficacy,1,1,1,general self-efficacy,general self-efficacy,ok
app_sem3c_0455,genes,genes,1,1,1,genes,genes,ok
app_sem3c_0457,gestational cukrzyca,gestational diabetes,1,1,1,gestational diabetes,gestational diabetes,ok
app_sem3c_0458,gg,gg,1,1,1,gg,gg,strong_review_unresolved_acronym
app_sem3c_0459,gh,gh,1,1,1,gh,GH,strong_review_unresolved_acronym
app_sem3c_0460,giftedness,giftedness,1,1,1,giftedness,giftedness,ok
app_sem3c_0461,gingivitis,gingivitis,1,1,1,gingivitis,gingivitis,ok
app_sem3c_0462,glutamic acid,glutamic acid,1,1,1,glutamic acid,glutamic acid,ok
app_sem3c_0463,glycine,glycine,1,1,1,glycine,glycine,ok
app_sem3c_0464,grandparents,grandparents,1,1,1,grandparents,grandparents,ok
app_sem3c_0465,grounded theory methodology,grounded theory methodology,1,1,1,grounded theory methodology,grounded theory methodology,ok
app_sem3c_0466,group process,group process,1,1,1,group process,group process,ok
app_sem3c_0468,growth resources model,growth resources model,1,1,1,growth resources model,Growth Resources Model,ok
app_sem3c_0469,gsdsii,gsdsii,1,1,1,gsdsii,GSDSII,ok
app_sem3c_0470,guided discovery,guided discovery,1,1,1,guided discovery,guided discovery,ok
app_sem3c_0471,guided mastery,guided mastery,1,1,1,guided mastery,guided mastery,ok
app_sem3c_0472,guided self-management program for pacjenci,guided self-management program for patients,1,1,1,guided self-management program for patients,guided self-management program for patients,ok
app_sem3c_0475,hallucinogenic space,hallucinogenic space,1,1,1,hallucinogenic space,hallucinogenic space,ok
app_sem3c_0476,haplotype,haplotype,1,1,1,haplotype,haplotype,ok
app_sem3c_0477,harm reduction,harm reduction,1,1,1,harm reduction,harm reduction,ok
app_sem3c_0478,hashimoto's disease,hashimoto's disease,1,1,1,hashimoto's disease,Hashimoto’s disease,ok
app_sem3c_0479,healthcare professionals,healthcare professionals,1,1,1,healthcare professionals,healthcare professionals,strong_review_non_substantive_or_metadata
app_sem3c_0480,healthy subjects,healthy subjects,1,1,1,healthy subjects,healthy subjects,ok
app_sem3c_0481,heart transplantation,heart transplantation,1,1,1,heart transplantation,heart transplantation,ok
app_sem3c_0482,helplessness,helplessness,1,1,1,helplessness,helplessness,ok
app_sem3c_0483,hemodialysis,hemodialysis,1,1,1,hemodialysis,hemodialysis,ok
app_sem3c_0484,hepatitis c,hepatitis c,1,1,1,hepatitis c,hepatitis C,ok
app_sem3c_0485,hh,hh,1,1,1,hh,hh,strong_review_unresolved_acronym
app_sem3c_0486,high sensitive c-reactive protein,high sensitive c-reactive protein,1,1,1,high sensitive c-reactive protein,High sensitive C-reactive protein,ok
app_sem3c_0487,high-interval intensity training,high-interval intensity training,1,1,1,high-interval intensity training,high-interval intensity training,ok
app_sem3c_0488,history of polish psychiatry,history of polish psychiatry,1,1,1,history of polish psychiatry,history of Polish psychiatry,ok
app_sem3c_0490,hiv,hiv,1,1,1,hiv,HIV,strong_review_unresolved_acronym
app_sem3c_0491,hj,hj,1,1,1,hj,hj,strong_review_unresolved_acronym
app_sem3c_0493,home care services,home care services,1,1,1,home care services,home care services,ok
app_sem3c_0494,homicide,homicide,1,1,1,homicide,Homicide,ok
app_sem3c_0496,hope,hope,1,1,1,hope,hope,strong_review_unresolved_acronym
app_sem3c_0497,hospitalisations,hospitalisations,1,1,1,hospitalisations,hospitalisations,ok
app_sem3c_0499,hpa axis,hpa axis,1,1,1,hpa axis,HPA axis,ok
app_sem3c_0500,hplc,hplc,1,1,1,hplc,HPLC,strong_review_unresolved_acronym
app_sem3c_0501,human destructiveness,human destructiveness,1,1,1,human destructiveness,human destructiveness,ok
app_sem3c_0503,hunger strike,hunger strike,1,1,1,hunger strike,hunger strike,ok
app_sem3c_0504,hyperprolactinemia,hyperprolactinemia,1,1,1,hyperprolactinemia,hyperprolactinemia,ok
app_sem3c_0505,hypertension-mediated organ damage,hypertension-mediated organ damage,1,1,1,hypertension-mediated organ damage,hypertension-mediated organ damage,ok
app_sem3c_0506,hyperthymic,hyperthymic,1,1,1,hyperthymic,hyperthymic,ok
app_sem3c_0507,hyperthyroidism,hyperthyroidism,1,1,1,hyperthyroidism,hyperthyroidism,ok
app_sem3c_0508,hypnoanalysis,hypnoanalysis,1,1,1,hypnoanalysis,Hypnoanalysis,ok
app_sem3c_0510,hypochondriasis,hypochondriasis,1,1,1,hypochondriasis,hypochondriasis,ok
app_sem3c_0511,hypomania check list-32,hypomania check list-32,1,1,1,hypomania check list-32,Hypomania Check List-32,ok
app_sem3c_0512,hypothyroidism,hypothyroidism,1,1,1,hypothyroidism,hypothyroidism,ok
app_sem3c_0513,i agree,i agree,1,1,1,i agree,I agree,ok
app_sem3c_0514,i do not agree,i do not agree,1,1,1,i do not agree,I do not agree,ok
app_sem3c_0515,icd,icd,1,1,1,icd,ICD,strong_review_unresolved_acronym
app_sem3c_0517,idealization,idealization,1,1,1,idealization,idealization,ok
app_sem3c_0518,identification,identification,1,1,1,identification,identification,ok
app_sem3c_0519,igf1 / 2,igf1/2,1,1,1,igf1/2,IGF1/2,ok
app_sem3c_0520,igfbp1-6,igfbp1-6,1,1,1,igfbp1-6,IGFBP1-6,ok
app_sem3c_0521,imaginary and symbolic elaboration,imaginary and symbolic elaboration,1,1,1,imaginary and symbolic elaboration,imaginary and symbolic elaboration,ok
app_sem3c_0522,immunology,immunology,1,1,1,immunology,immunology,ok
app_sem3c_0523,impasse,impasse,1,1,1,impasse,impasse,ok
app_sem3c_0524,impulsive and restrictive behaviors,impulsive and restrictive behaviors,1,1,1,impulsive and restrictive behaviors,impulsive and restrictive behaviours,ok
app_sem3c_0525,impulsiveness,impulsiveness,1,1,1,impulsiveness,impulsiveness,ok
app_sem3c_0527,incapacity for service,incapacity for service,1,1,1,incapacity for service,incapacity for service,ok
app_sem3c_0528,incest,incest,1,1,1,incest,incest,ok
app_sem3c_0529,incompetence / incapacity,incompetence/incapacity,1,1,1,incompetence/incapacity,incompetence/incapacity,ok
app_sem3c_0531,indications to the terapia,indications to the therapy,1,1,1,indications to the therapy,indications to the therapy,ok
app_sem3c_0532,indigenous peoples of the north siberia,indigenous peoples of the north siberia,1,1,1,indigenous peoples of the north siberia,indigenous peoples of the North Siberia,ok
app_sem3c_0533,individual barriers to taking medications,individual barriers to taking medications,1,1,1,individual barriers to taking medications,individual barriers to taking medications,ok
app_sem3c_0534,individual differences,individual differences,1,1,1,individual differences,individual differences,ok
app_sem3c_0535,infant,infant,1,1,1,infant,infant,ok
app_sem3c_0536,infant observation,infant observation,1,1,1,infant observation,infant observation,ok
app_sem3c_0537,infectious diseases,infectious diseases,1,1,1,infectious diseases,infectious diseases,ok
app_sem3c_0538,inference,inference,1,1,1,inference,inference,ok
app_sem3c_0539,inflammation,inflammation,1,1,1,inflammation,inflammation,ok
app_sem3c_0540,information resource,information resource,1,1,1,information resource,information resource,ok
app_sem3c_0541,inhibitory iu,inhibitory iu,1,1,1,inhibitory iu,inhibitory IU,ok
app_sem3c_0542,inmates,inmates,1,1,1,inmates,inmates,ok
app_sem3c_0543,inner harmony,inner harmony,1,1,1,inner harmony,inner harmony,ok
app_sem3c_0544,innovations,innovations,1,1,1,innovations,innovations,ok
app_sem3c_0546,instinct,instinct,1,1,1,instinct,instinct,ok
app_sem3c_0547,instinctive traits,instinctive traits,1,1,1,instinctive traits,instinctive traits,ok
app_sem3c_0548,insulin pump,insulin pump,1,1,1,insulin pump,insulin pump,ok
app_sem3c_0549,insulin resistance,insulin resistance,1,1,1,insulin resistance,insulin resistance,ok
app_sem3c_0550,integrated quantitative and qualitative research methodology,integrated quantitative and qualitative research methodology,1,1,1,integrated quantitative and qualitative research methodology,integrated quantitative and qualitative research methodology,ok
app_sem3c_0551,integration,integration,1,1,1,integration,integration,ok
app_sem3c_0553,integrity analysis,integrity analysis,1,1,1,integrity analysis,integrity analysis,ok
app_sem3c_0555,interceptive exposure,interceptive exposure,1,1,1,interceptive exposure,interceptive exposure,ok
app_sem3c_0556,interdisciplinary cooperation,interdisciplinary cooperation,1,1,1,interdisciplinary cooperation,interdisciplinary cooperation,ok
app_sem3c_0557,interferon,interferon,1,1,1,interferon,interferon,ok
app_sem3c_0558,interferon-beta,interferon-beta,1,1,1,interferon-beta,interferon-beta,ok
app_sem3c_0559,internal illnesses,internal illnesses,1,1,1,internal illnesses,internal illnesses,ok
app_sem3c_0560,internet,internet,1,1,1,internet,Internet,ok
app_sem3c_0561,interpersonal,interpersonal,1,1,1,interpersonal,interpersonal,ok
app_sem3c_0563,interpersonal patterns,interpersonal patterns,1,1,1,interpersonal patterns,interpersonal patterns,ok
app_sem3c_0564,interpersonal relational patterns,interpersonal relational patterns,1,1,1,interpersonal relational patterns,Interpersonal Relational Patterns,ok
app_sem3c_0565,interpersonal relationships,interpersonal relationships,1,1,1,interpersonal relationships,interpersonal relationships,ok
app_sem3c_0567,interwencja studies,intervention studies,1,1,1,intervention studies,Intervention studies,ok
app_sem3c_0568,intimacy,intimacy,1,1,1,intimacy,intimacy,ok
app_sem3c_0569,intimate partner przemoc,intimate partner violence,1,1,1,intimate partner violence,intimate partner violence,ok
app_sem3c_0570,intolerance of uncertainty,intolerance of uncertainty,1,1,1,intolerance of uncertainty,Intolerance of uncertainty,ok
app_sem3c_0571,introject,introject,1,1,1,introject,introject,ok
app_sem3c_0572,invalidity,invalidity,1,1,1,invalidity,invalidity,ok
app_sem3c_0573,involvement,involvement,1,1,1,involvement,involvement,ok
app_sem3c_0574,iran,iran,1,1,1,iran,Iran,strong_review_unresolved_acronym
app_sem3c_0575,irritable bowel zespół,irritable bowel syndrome,1,1,1,irritable bowel syndrome,irritable bowel syndrome,ok
app_sem3c_0576,itch,itch,1,1,1,itch,itch,strong_review_unresolved_acronym
app_sem3c_0577,iv users,iv users,1,1,1,iv users,IV Users,ok
app_sem3c_0578,jakość of care,quality of care,1,1,1,quality of care,quality of care,ok
app_sem3c_0580,jerzy w. aleksandrowicz,jerzy w. aleksandrowicz,1,1,1,jerzy w. aleksandrowicz,Jerzy W. Aleksandrowicz,ok
app_sem3c_0581,jewish resistance,jewish resistance,1,1,1,jewish resistance,Jewish resistance,ok
app_sem3c_0582,jews,jews,1,1,1,jews,Jews,strong_review_unresolved_acronym
app_sem3c_0583,jizz,jizz,1,1,1,jizz,jizz,strong_review_unresolved_acronym
app_sem3c_0584,juridical problem,juridical problem,1,1,1,juridical problem,juridical problem,ok
app_sem3c_0585,keywords index,keywords index,1,1,1,keywords index,Keywords index,ok
app_sem3c_0586,keywords: acting on delusions,keywords: acting on delusions,1,1,1,keywords: acting on delusions,Keywords: Acting on delusions,ok
app_sem3c_0587,kidney failure,kidney failure,1,1,1,kidney failure,kidney failure,ok
app_sem3c_0588,kliniczny factor,clinical factor,1,1,1,clinical factor,clinical factors,ok
app_sem3c_0589,kliniczny high risk,clinical high risk,1,1,1,clinical high risk,clinical high risk,ok
app_sem3c_0590,kliniczny intuition,clinical intuition,1,1,1,clinical intuition,clinical intuition,ok
app_sem3c_0591,kliniczny philosophy,clinical philosophy,1,1,1,clinical philosophy,clinical philosophy,ok
app_sem3c_0592,kliniczny psychology,clinical psychology,1,1,1,clinical psychology,clinical psychology,ok
app_sem3c_0593,kliniczny trial,clinical trial,1,1,1,clinical trial,clinical trial,ok
app_sem3c_0594,kliniczny utility,clinical utility,1,1,1,clinical utility,clinical utility,ok
app_sem3c_0595,kluver-bucy zespół,kluver-bucy syndrome,1,1,1,kluver-bucy syndrome,Kluver-Bucy Syndrome,ok
app_sem3c_0596,knowledge,knowledge,1,1,1,knowledge,knowledge,ok
app_sem3c_0597,komunikacja niewerbalna i werbalna,nonverbal and verbal communication,1,1,1,nonverbal and verbal communication,nonverbal and verbal communication,ok
app_sem3c_0601,kryteria normatywne,normative criteria,1,1,1,normative criteria,normative criteria,ok
app_sem3c_0603,kulturystyka nierywalizacyjna,non-competitive bodybuilding,1,1,1,non-competitive bodybuilding,non-competitive bodybuilding,ok
app_sem3c_0604,lacosamide,lacosamide,1,1,1,lacosamide,lacosamide,ok
app_sem3c_0605,language,language,1,1,1,language,language,ok
app_sem3c_0606,language exercises,language exercises,1,1,1,language exercises,language exercises,ok
app_sem3c_0607,language training program,language training program,1,1,1,language training program,language training program,ok
app_sem3c_0608,lc,lc,1,1,1,lc,LC,strong_review_unresolved_acronym
app_sem3c_0610,leczenie compliance,treatment compliance,1,1,1,treatment compliance,treatment compliance,ok
app_sem3c_0611,leczenie outcome follow-up study,treatment outcome follow-up study,1,1,1,treatment outcome follow-up study,treatment outcome follow-up study,ok
app_sem3c_0612,leczenie response,treatment response,1,1,1,treatment response,Treatment Response,ok
app_sem3c_0613,leczenie skuteczność,treatment efficacy,1,1,1,treatment efficacy,treatment efficacy,ok
app_sem3c_0614,leczenie techniques,treatment techniques,1,1,1,treatment techniques,treatment techniques,ok
app_sem3c_0615,left ventricular hypertrophy,left ventricular hypertrophy,1,1,1,left ventricular hypertrophy,left ventricular hypertrophy,ok
app_sem3c_0616,lesch typology,lesch typology,1,1,1,lesch typology,Lesch typology,ok
app_sem3c_0617,leucotomy,leucotomy,1,1,1,leucotomy,leucotomy,ok
app_sem3c_0618,libido,libido,1,1,1,libido,libido,ok
app_sem3c_0619,lipedema,lipedema,1,1,1,lipedema,Lipedema,ok
app_sem3c_0620,lipomatosis,lipomatosis,1,1,1,lipomatosis,lipomatosis,ok
app_sem3c_0621,lithuania,lithuania,1,1,1,lithuania,Lithuania,ok
app_sem3c_0622,locked psychiatryczny ward,locked psychiatric ward,1,1,1,locked psychiatric ward,locked psychiatric ward,ok
app_sem3c_0623,long-acting injectable depot formulation,long-acting injectable depot formulation,1,1,1,long-acting injectable depot formulation,long-acting injectable depot formulation,ok
app_sem3c_0624,long-term leczenie,long-term treatment,1,1,1,long-term treatment,long-term treatment,ok
app_sem3c_0625,longitudinal two-wave study,longitudinal two-wave study,1,1,1,longitudinal two-wave study,longitudinal two-wave study,ok
app_sem3c_0626,luts,luts,1,1,1,luts,LUTS,strong_review_unresolved_acronym
app_sem3c_0628,major resistance,major resistance,1,1,1,major resistance,major resistance,ok
app_sem3c_0629,manganese superoxide dismutase,manganese superoxide dismutase,1,1,1,manganese superoxide dismutase,manganese superoxide dismutase,ok
app_sem3c_0630,manipulation,manipulation,1,1,1,manipulation,manipulation,ok
app_sem3c_0631,manuls,manuls,1,1,1,manuls,manuls,ok
app_sem3c_0632,marihuana,marihuana,1,1,1,marihuana,marihuana,ok
app_sem3c_0633,marijuana,marijuana,1,1,1,marijuana,marijuana,ok
app_sem3c_0634,marital,marital,1,1,1,marital,marital,ok
app_sem3c_0635,marital relations,marital relations,1,1,1,marital relations,marital relations,ok
app_sem3c_0636,marital satisfaction,marital satisfaction,1,1,1,marital satisfaction,marital satisfaction,ok
app_sem3c_0638,masquerade,masquerade,1,1,1,masquerade,masquerade,ok
app_sem3c_0639,mastectomy,mastectomy,1,1,1,mastectomy,mastectomy,ok
