person_id,name_ptpp_order,membership_category,source_database,candidate_authorships,high_candidate,medium_candidate,low_candidate,very_low_candidate,max_total_candidate_score
ptpp_candidate_0039,Lustig Rafał,candidate,pubmed,20,0,20,0,0,0.9
ptpp_candidate_0042,Marcysiak Miłosz,candidate,openalex,40,1,39,0,0,1.05
ptpp_candidate_0042,Marcysiak Miłosz,candidate,pubmed,3,0,3,0,0,0.8
ptpp_candidate_0043,Marzec Magdalena,candidate,openalex,48,0,48,0,0,1.03
ptpp_candidate_0043,Marzec Magdalena,candidate,pubmed,20,0,20,0,0,0.85
ptpp_candidate_0044,Michniewska Anna,candidate,openalex,6,1,5,0,0,1.07
ptpp_candidate_0045,Misiec Małgorzata,candidate,pubmed,4,0,4,0,0,0.8
ptpp_candidate_0046,Misztal Ewa,candidate,openalex,20,1,19,0,0,1.05
ptpp_candidate_0047,Moczulska Anna,candidate,openalex,20,1,19,0,0,1.13
ptpp_candidate_0047,Moczulska Anna,candidate,pubmed,20,0,20,0,0,0.9
ptpp_candidate_0048,Narożna Monika,candidate,openalex,3,0,3,0,0,0.95
ptpp_candidate_0048,Narożna Monika,candidate,pubmed,13,0,13,0,0,0.85
ptpp_candidate_0049,Nita Anna,candidate,openalex,10,0,10,0,0,1.03
ptpp_candidate_0049,Nita Anna,candidate,pubmed,21,0,20,1,0,0.85
ptpp_candidate_0050,Nowak Patrycja,candidate,openalex,71,4,26,41,0,1.1
ptpp_candidate_0050,Nowak Patrycja,candidate,pubmed,20,0,20,0,0,0.9
ptpp_candidate_0051,Nowicka Gabriela,candidate,pubmed,20,0,20,0,0,0.9
ptpp_candidate_0052,Osińska Joanna,candidate,openalex,11,0,11,0,0,1.0
ptpp_candidate_0052,Osińska Joanna,candidate,pubmed,10,0,10,0,0,0.85
ptpp_candidate_0053,Paradowska Katarzyna,candidate,openalex,34,0,34,0,0,1.04
ptpp_candidate_0053,Paradowska Katarzyna,candidate,pubmed,20,0,20,0,0,0.8
ptpp_candidate_0054,Piętka Monika,candidate,pubmed,20,0,20,0,0,0.9
ptpp_candidate_0056,Piwowar Agata,candidate,pubmed,20,0,20,0,0,0.9
ptpp_candidate_0057,Rosińska Agnieszka,candidate,openalex,40,1,39,0,0,1.07
ptpp_candidate_0057,Rosińska Agnieszka,candidate,pubmed,12,0,12,0,0,0.85
ptpp_candidate_0058,Roszczyc Katarzyna,candidate,pubmed,2,0,2,0,0,0.85
ptpp_candidate_0059,Rożek Adam,candidate,pubmed,20,0,20,0,0,0.85
ptpp_candidate_0063,Sojka Michał,candidate,openalex,65,0,65,0,0,1.04
ptpp_candidate_0063,Sojka Michał,candidate,pubmed,20,0,20,0,0,0.85
ptpp_candidate_0064,Stefani Karolina,candidate,openalex,1,0,1,0,0,0.95
ptpp_candidate_0064,Stefani Karolina,candidate,pubmed,4,0,4,0,0,0.8
ptpp_candidate_0065,Stefaniak Katarzyna,candidate,openalex,40,2,37,1,0,1.07
ptpp_candidate_0065,Stefaniak Katarzyna,candidate,pubmed,20,0,20,0,0,0.8
ptpp_candidate_0072,Wall Natalia,candidate,pubmed,21,0,20,1,0,0.85
ptpp_candidate_0074,Wesołowska Justyna,candidate,openalex,3,0,3,0,0,0.95
ptpp_candidate_0074,Wesołowska Justyna,candidate,pubmed,15,0,15,0,0,0.85
ptpp_candidate_0075,Zaborowska Monika,candidate,openalex,3,0,3,0,0,1.03
ptpp_candidate_0075,Zaborowska Monika,candidate,pubmed,20,0,20,0,0,0.85
ptpp_candidate_0076,Zygmunt Iwona,candidate,openalex,7,0,7,0,0,0.99
ptpp_candidate_0076,Zygmunt Iwona,candidate,pubmed,4,0,4,0,0,0.8
