article_id,journal_key,year_for_analysis,period,title_clean,family_drive_conflict_defense,terms_drive_conflict_defense,family_dream_fantasy_unconscious,terms_dream_fantasy_unconscious,family_ego_self_narcissism,terms_ego_self_narcissism,family_object_relations,terms_object_relations,family_kleinian_bionian,terms_kleinian_bionian,family_winnicottian_environment_holding,terms_winnicottian_environment_holding,family_attachment_development_infant,terms_attachment_development_infant,family_transference_countertransference,terms_transference_countertransference,family_technique_interpretation_process,terms_technique_interpretation_process,family_relational_intersubjective_field,terms_relational_intersubjective_field,family_trauma_dissociation_affect_regulation,terms_trauma_dissociation_affect_regulation,family_psychosis_borderline_primitive_states,terms_psychosis_borderline_primitive_states,family_body_sexuality_gender,terms_body_sexuality_gender,family_language_narrative_symbolization,terms_language_narrative_symbolization,family_culture_race_social_ethics,terms_culture_race_social_ethics,family_empirical_research_measurement,terms_empirical_research_measurement,family_history_theory_schools,terms_history_theory_schools,n_semantic_families_hit,n_semantic_terms_hit
APA.044S.0240A,japa,1996,1990-2009,Figure 5. Kiki Smith (1993) Daphne,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
APA.044.1021A,japa,1996,1990-2009,Free Association And Analytic Neutrality: The Basic Structure Of The Psychoanalytic Situation,1,conflict,1,psychic reality,0,,0,,0,,0,,0,,1,transference,1,technical | technique,1,interpersonal | relationship,0,,0,,0,,0,,0,,0,,0,,5,7
APA.044.0863A,japa,1996,1990-2009,A Classic Revisited: Loewald On The Therapeutic Action Of Psychoanalysis,0,,0,,0,,0,,0,,0,,0,,0,,1,therapeutic action,1,recognition,0,,0,,0,,0,,0,,0,,0,,2,2
APA.044S.0303A,japa,1996,1990-2009,Nevermore: The Hymen And The Loss Of Virginity,1,drive,1,unconscious,0,,0,,0,,0,,1,loss,0,,1,technical,0,,0,,0,,1,female | female sexuality | sexuality,1,meaning,0,,0,,0,,6,8
APA.044S.0429A,japa,1996,1990-2009,On Motherhood,1,drive,0,,1,ego,0,,0,,1,mother,1,child | early | loss,0,,0,,0,,0,,1,primitive,1,body | female | female psychology,0,,0,,1,measure | measures | outcome,0,,7,13
APA.044S.0449A,japa,1996,1990-2009,Two Women and Their Mothers: On the Internalization and Development of Mother-Daughter Relationships,0,,0,,0,,0,,0,,1,mother | mother child,1,child | separation-individuation,0,,0,,1,relationship | relationships,0,,0,,0,,1,meaning,0,,0,,0,,4,7
APA.044S.0333A,japa,1996,1990-2009,Masturbation Fantasies In A Prelatency Girl: Early Female Body Fantasy Conflicts As A Major Determinant In The Experience Of Primary Femininity,1,castration complex | conflict | conflicts,1,fantasies | fantasy,1,ego | ego psychology | identity,0,,0,,0,,1,child | early,0,,0,,0,,1,affect | anxiety | feelings,0,,1,body | female | gender | gender identity,0,,0,,0,,0,,6,17
APA.044S.0529A,japa,1996,1990-2009,Can We Be Both Women and Analysts?,0,,0,,1,identity,0,,0,,0,,1,family,0,,0,,1,dialogue,0,,0,,1,female | sexuality,0,,0,,0,,0,,4,5
APA.045.0653A,japa,1997,1990-2009,Informed Consent to Review,0,,0,,0,,0,,0,,0,,0,,0,,1,setting,0,,0,,0,,0,,0,,0,,0,,0,,1,1
APA.045.0937A,japa,1997,1990-2009,Psychiatric Residency Training And Psychodynamic Teaching,1,defense | defenses | resistance,1,fantasies | unconscious | wishes,0,,0,,0,,0,,0,,1,countertransference | transference,0,,0,,0,,0,,0,,0,,0,,1,effectiveness,0,,4,9
APA.045.0907A,japa,1997,1990-2009,Does The Mind Fall Apart In Multiple Personality Disorder? Some Proposals Based On A Psychoanalytic Case,0,,1,fantasies,0,,0,,0,,0,,1,childhood,0,,0,,0,,0,,0,,1,body | childhood sexual | sexual,0,,0,,0,,0,,3,5
APA.045.0656A,japa,1997,1990-2009,Charting Psychoanalysis,0,,0,,0,,0,,0,,0,,0,,0,,1,setting,0,,0,,0,,0,,0,,0,,0,,0,,1,1
APA.045.0557A,japa,1997,1990-2009,The Effect Of The Environment On Intrapsychic Conflicts: Reality And Fantasy In Modern Conflict Theory,1,conflict | conflicts | drive | instinctual | intrapsychic conflict,1,fantasies | fantasy,0,,1,external | internal,0,,0,,1,childhood,0,,1,technique,1,relationship,0,,0,,1,sexual,0,,0,,0,,1,freud | freud's | freudian,8,16
APA.045.0013A,japa,1997,1990-2009,Lawrence Friedman: Analyzing What We Do,0,,0,,0,,0,,0,,0,,0,,0,,1,technique,0,,0,,0,,0,,0,,0,,0,,0,,1,1
APA.045.0491A,japa,1997,1990-2009,Three Forms Of Meaning And Their Psychoanalytic Significance,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,meaning,0,,0,,0,,1,1
APA.045.1097A,japa,1997,1990-2009,Transference: Co-Constructed Or Brought To The Interaction?,1,defense | resistance,1,fantasies | fantasy | unconscious | unconscious fantasy | wishes,0,,0,,0,,0,,1,childhood,1,transference,1,setting | technique,0,,0,,1,primitive,0,,1,meaning,0,,0,,1,freud | freud's,8,15
APA.045.0127A,japa,1997,1990-2009,A Different Perspective On The Therapeutic Process: The Impact Of The Patient On The Analyst,0,,0,,1,self,0,,0,,0,,0,,1,countertransference | transference,0,,0,,1,affect,0,,0,,0,,0,,0,,0,,3,4
APA.045.1035A,japa,1997,1990-2009,In Search Of The Mind Of The Analyst: A Progress Report,0,,1,unconscious,1,analyst's subjectivity | subjectivity,0,,0,,0,,0,,0,,1,technique,1,intersubjective,0,,0,,0,,0,,0,,0,,0,,4,5
APA.045.0079A,japa,1997,1990-2009,On Receiving The Patient's Transference: The Symbolizing And Desymbolizing Countertransference,0,,0,,0,,0,,0,,0,,0,,1,countertransference | transference,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2
APA.045.0807A,japa,1997,1990-2009,A Century After Freud's Project: Is A Rapprochement Between Psychoanalysis And Neurobiology At Hand?,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,affect | emotional,0,,0,,0,,1,social,0,,1,freud | freud's,3,5
APA.045.0507A,japa,1997,1990-2009,Toward An Epistemology Of Clinical Psychoanalysis,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
APA.045.0681A,japa,1997,1990-2009,What Is Consciousness?,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,freud | freud's,1,2
APA.045.0841A,japa,1997,1990-2009,"Psychoanalysis As The Patient: High In Feeling, Low In Energy",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,affect,0,,0,,0,,0,,0,,0,,1,1
APA.045.0531A,japa,1997,1990-2009,General Principles Of Self Psychology: A Position Statement,0,,0,,1,narcissism | self | self psychology,0,,0,,0,,0,,0,,0,,1,dialogue | intersubjectivity,0,,0,,0,,0,,0,,0,,1,kohut,3,6
APA.045.0189A,japa,1997,1990-2009,The Control Case: A Unique Analytic Situation,0,,0,,0,,0,,0,,0,,0,,1,countertransference,1,interpretation | setting | technique,0,,0,,0,,0,,0,,0,,0,,0,,2,4
APA.045.1209A,japa,1997,1990-2009,Negative Acting In,0,,0,,1,ego,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1
APA.045.0545A,japa,1997,1990-2009,Inference And Evidence In The Clinical Situation: The Analyst's Use Of The Self,0,,0,,1,self,0,,0,,0,,0,,0,,0,,0,,1,emotional,0,,0,,0,,0,,1,evidence,0,,3,3
APA.045.0009A,japa,1997,1990-2009,Psychoanalytic Research: An Investment In The Future,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,relationship,0,,0,,0,,1,meaning,0,,1,empirical investigation,0,,3,3
APA.045.0425A,japa,1997,1990-2009,The View From The Tip Of The Iceberg,1,conflict | defense | resistance,1,unconscious,1,ego,0,,0,,0,,0,,0,,1,analyst's interpretations | interpretation | interpretations | technical | technique,0,,0,,0,,0,,0,,0,,0,,0,,4,10
APA.045.0359A,japa,1997,1990-2009,Clinical And Developmental Dimensions Of Hate,1,aggression | conflict | intrapsychic conflict | resistance,1,fantasy,1,ego | narcissism | self,1,object | object relations | object relationships | object representations | selfand object,0,,0,,1,separation-individuation,1,countertransference | transference,0,,1,recognition | relationship | relationships,1,affect,0,,0,,1,representations,0,,0,,0,,9,21
APA.045.1303A,japa,1997,1990-2009,Preliminary Remarks On Emma Eckstein's Case History,0,,1,wish,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,body | female,0,,0,,0,,1,freud | freud's,3,5
APA.045.0201A,japa,1997,1990-2009,On Situating Homophobia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,freud,1,1
APA.045.1121A,japa,1997,1990-2009,Integrating Some Mind And Brain Views Of Transference: The Phenomena,1,defense | resistance,0,,1,self,0,,0,,1,play,0,,1,transference | transference phenomena,0,,1,relationship | relationships,1,emotional,0,,0,,0,,0,,1,evidence,0,,7,10
APA.045.0020A,japa,1997,1990-2009,"Ferrum, Ignis, And Medicina: Return To The Crucible",1,conflict,0,,0,,0,,0,,0,,1,early | very early,0,,0,,0,,0,,0,,0,,1,story,0,,1,outcome,0,,4,5
APA.045.1061A,japa,1997,1990-2009,Dora's Hysteria And The Maturation Of Sigmund Freud's Transference Theory: A New Historical Interpretation,0,,0,,0,,1,object,0,,0,,1,childhood,1,transference,1,interpretation,0,,0,,0,,0,,0,,0,,0,,1,freud | freud's | sigmund freud,5,7
APA.045.0217A,japa,1997,1990-2009,Modes Of Influence In Psychoanalysis,0,,1,unconscious,1,ego | ego psychology,0,,0,,0,,0,,0,,1,interpretation | technical | technique,0,,0,,0,,0,,0,,0,,0,,1,freud | freud's,4,8
APA.045.0891A,japa,1997,1990-2009,The Art And Science Of Dream Interpretation: Isakower Revisited,0,,1,dream | dreams | unconscious,0,,0,,0,,0,,0,,0,,1,interpretation | technical,0,,0,,0,,0,,0,,0,,0,,0,,2,5
APA.045.0155A,japa,1997,1990-2009,"Patterns Of Discourse In ""Good"" And Troubled Hours: A Multiple Code Interpretation",0,,0,,0,,0,,0,,0,,1,early,0,,1,interpretation,0,,0,,0,,0,,0,,0,,1,measure | measures,1,freud | freud's,4,6
APA.045.0335A,japa,1997,1990-2009,Creative Misreading: Why We Talk Past Each Other,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,dialogue,0,,0,,0,,0,,0,,0,,0,,1,1
APA.045.0105A,japa,1997,1990-2009,The Continuity Of Conflict And Compromise Formation From Infancy To Adulthood: A Twenty-Five-Year Follow-Up Study,1,conflict | intrapsychic conflict,0,,0,,0,,0,,0,,1,early | infancy | separation-individuation,0,,0,,1,interpersonal,0,,0,,0,,0,,0,,0,,0,,3,6
APA.045.0779A,japa,1997,1990-2009,"Reflections On Metapsychology, Theoretical Coherence, Hermeneutics, And Biology",1,conflict | conflicts | drive,0,,1,ego | subjectivity,0,,0,,0,,0,,1,enactment | enactments,1,interpretation,0,,1,regulation | trauma,1,primitive,0,,1,meaning,0,,0,,1,freud,8,13
APA.045.0395A,japa,1997,1990-2009,The Analyst's Reality,0,,1,psychic reality,1,ego | ego psychology | self | self psychology,0,,0,,1,play,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,6
APA.045.1183A,japa,1997,1990-2009,How To Help Patients (And Analysts) Bear The Unbearable,1,conflict | conflicts,0,,0,,0,,0,,0,,0,,0,,1,technique,0,,1,affect,0,,0,,0,,0,,0,,0,,3,4
APA.045.1153A,japa,1997,1990-2009,The Analyst's Interpretation As Fetish,1,conflict,1,fantasies | fantasy | wishes,0,,1,external,0,,0,,0,,1,enactment | transference,1,interpretation | technical,0,,1,anxiety,0,,0,,0,,0,,0,,0,,6,10
APA.045.0465A,japa,1997,1990-2009,The Logic Of Controversy: Susan Isaacs And Anna Freud On F(Ph)Antasy,0,,0,,1,self,0,,0,,0,,0,,0,,0,,0,,1,emotional,0,,0,,1,language,1,political,1,assessment,1,anna freud | freud,6,7
APA.045.0865A,japa,1997,1990-2009,The Real Unconscious: Psychoanalysis As A Theory Of Consciousness,0,,1,fantasy | unconscious | unconscious fantasy | wish,0,,0,,0,,0,,0,,1,transference,0,,0,,0,,0,,0,,0,,0,,0,,1,freud | freud's,3,7
APA.045.0377A,japa,1997,1990-2009,"Safety, Danger, And The Analyst's Authority",1,aggression | aggressive | drive,0,,1,self,0,,0,,0,,0,,1,transference,1,setting,0,,0,,0,,0,,0,,0,,0,,0,,4,6
APA.045.0407A,japa,1997,1990-2009,Understanding The Patient's Use Of The Method Of Free Association: An Ego Psychological Approach,1,drive | drive ann,1,fantasies | unconscious | unconscious fantasies,1,ego,0,,0,,0,,0,,0,,1,technique,0,,0,,0,,0,,0,,0,,0,,0,,4,7
APA.046.0577A,japa,1998,1990-2009,Frequency of Word Use as Indicator of Evolution of Psychoanalytic Thought,0,,0,,0,,0,,0,,0,,1,child,0,,0,,0,,0,,0,,0,,1,words,0,,0,,0,,2,2
APA.046.0777A,japa,1998,1990-2009,An Empirical Study of the Psychodynamics of Suicide,1,aggression | defense | defenses,0,,1,ego | self,1,object | object loss | object relations | object representations,0,,0,,1,childhood | loss,0,,0,,1,relational,0,,1,primitive,0,,1,representations,0,,0,,0,,7,14
APA.046.0753A,japa,1998,1990-2009,Sexual Overstimulation as a Cause of Unstable Gender Identity in Men: A Case Report,1,conflict | conflicts,0,,1,identity,0,,0,,0,,1,early | infancy,0,,0,,0,,0,,0,,1,gender | gender identity | sexual,0,,0,,1,evidence,0,,5,9
APA.046.1129A,japa,1998,1990-2009,Where the Action is: The Enacted Dimension of Analytic Process,0,,0,,0,,0,,0,,0,,0,,1,countertransference | enactment | enactments | transference | transference countertransference | transference-countertransference,1,technical | therapeutic action,1,recognition,0,,0,,0,,0,,0,,0,,1,freud | freud's,4,11
APA.046.1045A,japa,1998,1990-2009,"""Traveling Affectively Alone"": A Personal Derailment in Analytic Listening",0,,0,,1,self,0,,0,,0,,0,,0,,0,,1,two-person,0,,0,,0,,0,,0,,0,,0,,2,2
APA.046.0413A,japa,1998,1990-2009,The Absence of the Paternal Penis,0,,1,fantasy,1,self,1,internal | love object | object | object loss,0,,1,mother | play,1,loss,0,,0,,1,relational | relationship,1,anxiety,0,,1,body | female | sexual,0,,0,,0,,0,,8,15
APA.046.0471A,japa,1998,1990-2009,Female Homosexuality: Classical Psychoanalytic Theory Reconsidered,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,female | sexual,0,,0,,0,,0,,1,2
APA.046.0121A,japa,1998,1990-2009,"An Expanded Developmental Line for Negation: Rejection, Refusal, Denial",1,defense,0,,0,,0,,0,,0,,1,child,0,,0,,0,,0,,0,,0,,1,language,0,,1,evidence,1,freud | freud's,5,6
APA.046.0813A,japa,1998,1990-2009,An Application of the Concept of the Therapeutic Alliance to Sadomasochistic Pathology,1,drive | drive ann | resistance,0,,0,,0,,0,,0,,1,loss,0,,0,,1,relationship | therapeutic relationship,0,,0,,1,female,0,,0,,0,,0,,4,7
APA.046.0085A,japa,1998,1990-2009,Coordinating Developmental and Psychoanalytic Processes: Conceptualizing Technique,1,conflict | conflicts,0,,0,,1,object | object relationships,0,,1,play,1,childhood | children,0,,1,technique,1,relationship | relationships,0,,0,,0,,0,,0,,0,,0,,6,10
APA.046.0149A,japa,1998,1990-2009,"Screen Reconstructions: Traumatic Memory, Conviction, and the Problem of Verification",1,resistance,1,wish,1,narcissistic | superego,0,,0,,0,,0,,1,transference,0,,0,,0,,0,,1,sexual,0,,0,,0,,0,,5,6
APA.046.0365A,japa,1998,1990-2009,The Triangle of Clinical Judgment,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,relationship,0,,0,,0,,0,,0,,0,,0,,1,1
APA.046.0209A,japa,1998,1990-2009,Maternal Identification: A Description of the Process in Real Time,0,,0,,1,self,1,object | selfand object,0,,1,mother,1,child | children,0,,1,technique,0,,0,,0,,0,,1,representational world,0,,1,scale,0,,7,9
APA.046.0723A,japa,1998,1990-2009,Contributions of Psychoanalysis to the Understanding and Treatment of Depression,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,outcome,1,freud | freud's,2,3
APA.046.0185A,japa,1998,1990-2009,A New View of Developmental Research for Psychoanalysts,0,,0,,0,,0,,0,,0,,1,child,0,,0,,1,dialogue,0,,0,,0,,0,,0,,0,,0,,2,2
APA.046.0009A,japa,1998,1990-2009,Developmental Theory and the Postmodern Psychoanalyst,0,,0,,1,subjectivity,0,,0,,0,,0,,0,,0,,1,recognition,0,,0,,0,,1,meaning,1,cultural | social,0,,0,,4,5
APA.046.0847A,japa,1998,1990-2009,Superego Defense Analysis in the Termination Phase,1,aggression | aggressive | aggressive impulses | conflict | conflicts | defense,0,,1,ego | superego,0,,0,,0,,0,,1,transference,1,termination | therapeutic action,0,,0,,0,,0,,0,,0,,0,,0,,4,11
APA.046.1221A,japa,1998,1990-2009,"Telephone Analysis: Out of Sight, But not out of Mind",1,resistance,0,,0,,0,,0,,0,,0,,0,,1,technique | termination,0,,1,feelings,0,,0,,0,,0,,0,,0,,3,4
APA.046.1089A,japa,1998,1990-2009,"Neutrality, Abstinence, and the Therapeutic Alliance",0,,0,,1,subjectivity,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1
APA.046.0669A,japa,1998,1990-2009,Beyond the Single Case Study,0,,0,,0,,0,,0,,0,,0,,0,,1,technique,0,,1,anxiety,0,,0,,0,,0,,0,,0,,2,2
APA.046.0257A,japa,1998,1990-2009,"Classics Revisited: Erik Erikson's ""The Dream Specimen in Psychoanalysis""",0,,1,dream | unconscious,1,ego | identity,0,,0,,0,,1,childhood,0,,0,,1,relationship,1,affective,0,,0,,0,,1,social,0,,1,freud | freud's,7,10
APA.046.0443A,japa,1998,1990-2009,Cloacal Anxiety in Female Development,1,oedipal | oedipal phase,0,,0,,1,love object | object,0,,0,,1,loss,0,,0,,0,,1,anxiety,0,,1,body | body image | female | gender | sexuality,0,,0,,0,,0,,5,11
APA.046.0691A,japa,1998,1990-2009,An Investigation of Anxious Thought in Patients with DSM-IV Agoraphobia/Panic Disorder: Rationale and Design,1,drive,0,,0,,0,,0,,0,,0,,0,,1,setting,0,,1,anxiety,0,,0,,0,,0,,1,outcome | pilot study,0,,4,5
APA.046.0507A,japa,1998,1990-2009,The Empty Circle: Children of Survivors and the Limits of Reconstruction,1,conflict,1,fantasies,1,self,0,,0,,0,,1,children,1,transference,0,,0,,1,feelings | trauma,0,,0,,0,,0,,0,,0,,6,7
APA.046.0229A,japa,1998,1990-2009,Erikson's Concept of Ego Identity Reconsidered,0,,0,,1,ego | ego psychology | identity | self,1,object | objects,0,,0,,0,,0,,0,,1,interpersonal | intersubjective | relational | relationship,0,,0,,0,,1,language,1,culture,0,,1,freud,6,13
APA.046.0389A,japa,1998,1990-2009,Mutual Regression: Altered States in the Psychoanalytic Situation,0,,0,,0,,0,,0,,0,,0,,0,,1,setting,1,interpersonal | mutual | relational,0,,0,,0,,0,,0,,0,,1,freudian,3,5
APA.046.1169A,japa,1998,1990-2009,Perverse Defenses In Neurotic Patients,1,conflict | conflicts | defense | defenses | defenses against,0,,0,,0,,0,,0,,0,,1,countertransference,0,,1,relationship | relationships,1,affect,0,,0,,0,,0,,0,,0,,4,9
APA.046.1195A,japa,1998,1990-2009,"A New Analytic Dyad: Homosexual Analyst, Heterosexual Patient",1,defense | resistance,0,,0,,0,,0,,0,,0,,1,countertransference | transference,1,termination,0,,0,,0,,0,,1,meaning,0,,0,,0,,4,6
APA.046.0673A,japa,1998,1990-2009,Unconscious Pregnancy Fantasies as an Underlying Dynamism in Panic Disorder,0,,1,fantasies | unconscious,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,female,0,,0,,0,,0,,2,3
APA.046.1067A,japa,1998,1990-2009,"The ""Unobjectionable"" Positive Countertransference",1,conflict,0,,0,,0,,0,,0,,0,,1,countertransference,1,technique,0,,1,feelings,0,,0,,0,,0,,0,,1,freud,5,5
APA.046.0017A,japa,1998,1990-2009,Experience as a Guide to Psychoanalytic Theory and Practice,0,,0,,0,,0,,0,,0,,0,,1,transference,1,technique,0,,1,emotional,0,,0,,0,,0,,0,,0,,3,3
APA.046.0105A,japa,1998,1990-2009,Refusal of Autonomy: the Use of Words by a Young Adult in Analysis,0,,0,,1,self,1,internal | object,0,,0,,0,,0,,0,,1,relationship,0,,0,,0,,1,meaning | words,0,,0,,0,,4,6
APA.046.0249A,japa,1998,1990-2009,Classics Revisited: Erik Erikson's Childhood and Society,1,drive | drives,1,dream,1,ego,0,,0,,0,,1,childhood,0,,1,technique,1,interpersonal,0,,0,,0,,0,,1,cultural | social,0,,1,freud,8,10
APA.046.0361A,japa,1998,1990-2009,"The Psychology of Women, Continued",0,,0,,1,identity,1,object,0,,0,,1,loss,0,,0,,0,,0,,0,,1,female | female psychology | female sexuality | gender | gender identity | sexual | sexuality,0,,0,,0,,1,freud,5,11
APA.046.0797A,japa,1998,1990-2009,Aggression: Its Relation to Desire and Self-Interest,1,aggression | drive | instinctual | instinctual drive,0,,1,ego | ego function | narcissistic | self | superego,1,external | object,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,11
APA.047.0338A,japa,1999,1990-2009,John Frosch,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
APA.047.0029A,japa,1999,1990-2009,Parochial Reading: Another Reason we Talk Past Each Other,0,,0,,0,,1,external | external reality | object,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,words,0,,0,,0,,2,4
APA.047.0337A,japa,1999,1990-2009,Psychoanalysis And Philosophy,0,,0,,1,subjectivity,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,social,0,,0,,2,2
APA.047.1144A,japa,1999,1990-2009,"Joan Riviere With Her Daughter Diana, Circa 1913",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
APA.047.1248A,japa,1999,1990-2009,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
APA.047.0008A,japa,1999,1990-2009,Abraham Arden Brill,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
APA.047.0212A,japa,1999,1990-2009,Anti-Pinochet Demonstrators In Santiago,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
APA.047.0343A,japa,1999,1990-2009,Arnold Goldberg: Two Heads are Better than one,0,,0,,1,ego | narcissistic,0,,0,,0,,1,early,1,transference,1,interpretation,0,,0,,1,borderline,0,,0,,1,culture,0,,1,kohut,7,8
APA.047.0573A,japa,1999,1990-2009,"Antonio and Bassanio: A Response to ""Shylock and Antonio's Bond""",0,,1,wishes,0,,0,,0,,1,mother | play,1,attachment,0,,0,,1,relationship | relationships,1,emotional,0,,0,,1,words,0,,1,evidence,0,,7,9
APA.047.1410A,japa,1999,1990-2009,"Ronald Fairbrain and his dog, 1891",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
APA.047.0339A,japa,1999,1990-2009,"John Frosch, Founding Editor",0,,0,,0,,0,,0,,0,,1,early,0,,0,,0,,0,,0,,0,,0,,1,cultural,0,,0,,2,2
APA.047.0921A,japa,1999,1990-2009,Managed Care For The Perplexed,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
APA.047.1213A,japa,1999,1990-2009,Freud and Feminism: A Critical Appraisal,0,,1,fantasies,0,,0,,0,,0,,1,early,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,freud | freud's | freud's thinking | freudian,3,6
APA.047.1293A,japa,1999,1990-2009,On the Aesthetic Illusion,1,conflict | intrapsychic conflict,1,fantasies | fantasy,1,shame,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,social,0,,0,,4,6
APA.047.0005A,japa,1999,1990-2009,The Reappointment of the Guard,0,,0,,0,,0,,0,,0,,1,child,0,,0,,1,dialogue,0,,0,,0,,1,language,0,,0,,0,,3,3
APA.047.0669A,japa,1999,1990-2009,A Japa Book Series,1,drive,0,,0,,0,,0,,0,,0,,0,,1,technique,0,,0,,0,,0,,0,,0,,0,,0,,2,2
APA.047.1249A,japa,1999,1990-2009,"Reflections on Freud's Letter from Florence, September 7, 1896",0,,1,dream,0,,1,object | objects,0,,0,,1,family,0,,1,setting,0,,0,,0,,0,,0,,1,war | world war,0,,1,freud | freud's | sigmund freud,6,10
APA.047.1335A,japa,1999,1990-2009,Exploring the Frontier from the Inside Out: John Sloan's Nude Studies,0,,0,,1,self,0,,0,,0,,1,early,0,,0,,1,relationship,0,,0,,1,female,1,representations | words,1,cultural | social,0,,0,,6,8
APA.047.1380A,japa,1999,1990-2009,"Samuel Beckett, 1966",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
APA.047.1027A,japa,1999,1990-2009,Freud at the Crossing of the Millennia,1,conflict | conflicts | libido | oedipus complex,1,fantasies | unconscious,0,,1,external,0,,0,,1,childhood,0,,0,,0,,0,,0,,0,,1,words,1,culture | war,0,,1,freud | freud's | freudian,7,14
APA.047.0551A,japa,1999,1990-2009,Shylock and Antonio's Bond,0,,1,wish | wishes,0,,0,,0,,1,play,0,,0,,0,,1,relationship,1,feelings,0,,0,,1,story,0,,0,,0,,5,6
APA.047.0351A,japa,1999,1990-2009,Between Empathy and Judgment,0,,1,fantasies | wishes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,sexuality,0,,0,,0,,0,,2,3
APA.047.1191A,japa,1999,1990-2009,Freud's Intrapsychic use of the Jewish Culture and Religion,1,conflict | defense,1,unconscious,0,,1,splitting,0,,0,,0,,0,,0,,1,relationship,1,feelings,0,,0,,1,representations,1,culture,0,,1,freud | freud's,8,10
APA.047.1061A,japa,1999,1990-2009,The Scientific Status of Unconscious Processes: Is Freud Really Dead?,0,,1,unconscious,0,,0,,0,,0,,0,,0,,0,,0,,1,affective,0,,1,body,0,,0,,0,,1,freud,4,4
APA.047.1145A,japa,1999,1990-2009,Passions in Girls and Women: Toward a Bridge Between Critical Relational Theory of Gender and Modern Conflict Theory,1,aggression | conflict | defense | defenses | defenses against | drive | drives,0,,0,,0,,0,,0,,1,childhood,0,,0,,1,dialogue | relational | relationship | relationships,0,,0,,1,body | gender | sexuality,0,,0,,0,,0,,4,15
APA.047.1037A,japa,1999,1990-2009,Freud And Psychoanalysis: Into The 21ST Century,1,drive,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,trauma,0,,1,gender,1,language,0,,0,,1,freud | freud's,5,6
APA.047.0009A,japa,1999,1990-2009,A. A. Brill And The Politics Of Exclusion,0,,1,unconscious,1,self,0,,0,,0,,0,,0,,0,,1,dialogue | recognition,0,,0,,0,,0,,1,war | world war,0,,1,freud,5,7
APA.047.0741A,japa,1999,1990-2009,"The Effectiveness Of Psychoanalytic Psychotherapy: The Role Of Treatment Duration, Frequency Of Sessions, And The Therapeutic Relationship",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,relationship | therapeutic relationship,0,,0,,0,,0,,0,,1,effectiveness | outcome,0,,2,4
APA.047.0519A,japa,1999,1990-2009,The Patient's Part In Analytic Process: The Influence Of The Analyst's Expectations,0,,0,,1,self,0,,0,,0,,0,,1,countertransference | transference | transference countertransference | transference-countertransference,0,,0,,0,,0,,0,,0,,1,social,0,,0,,3,6
