period,journal_key,n_records_group,rank,term,ngram_n,count,doc_count,doc_pct,n_docs_base
1970-1989,psychoanalytic_psychology,123,50,other,1,23,20,16.26,123
1970-1989,psychoanalytic_psychology,123,51,human,1,23,14,11.382,123
1970-1989,psychoanalytic_psychology,123,52,schizophrenic,1,23,8,6.504,123
1970-1989,psychoanalytic_psychology,123,53,therapist,1,23,12,9.756,123
1970-1989,psychoanalytic_psychology,123,54,projective,1,23,7,5.691,123
1970-1989,psychoanalytic_psychology,123,55,freud,1,22,11,8.943,123
1970-1989,psychoanalytic_psychology,123,56,psychopathology,1,21,14,11.382,123
1970-1989,psychoanalytic_psychology,123,57,well,1,21,21,17.073,123
1970-1989,psychoanalytic_psychology,123,58,one,1,21,14,11.382,123
1970-1989,psychoanalytic_psychology,123,59,behavior,1,21,16,13.008,123
1970-1989,psychoanalytic_psychology,123,60,individual,1,21,14,11.382,123
1970-1989,psychoanalytic_psychology,123,61,shame,1,21,5,4.065,123
1970-1989,psychoanalytic_psychology,123,62,interpretation,1,20,8,6.504,123
1970-1989,psychoanalytic_psychology,123,63,subjects,1,20,9,7.317,123
1970-1989,psychoanalytic_psychology,123,64,empirical,1,20,14,11.382,123
1970-1989,psychoanalytic_psychology,123,65,frank,1,20,6,4.878,123
1970-1989,psychoanalytic_psychology,123,66,incest,1,20,3,2.439,123
1970-1989,psychoanalytic_psychology,123,67,levels,1,19,8,6.504,123
1970-1989,psychoanalytic_psychology,123,68,fantasy,1,19,7,5.691,123
1970-1989,psychoanalytic_psychology,123,69,freud's,1,19,11,8.943,123
1970-1989,psychoanalytic_psychology,123,70,three,1,19,11,8.943,123
1970-1989,psychoanalytic_psychology,123,71,dynamic,1,19,9,7.317,123
1970-1989,psychoanalytic_psychology,123,72,identification,1,19,6,4.878,123
1970-1989,psychoanalytic_psychology,123,73,interaction,1,19,13,10.569,123
1970-1989,psychoanalytic_psychology,123,74,understanding,1,19,14,11.382,123
1970-1989,psychoanalytic_psychology,123,75,conflicts,1,18,11,8.943,123
1990-2009,psychoanalytic_psychology,622,1,psychoanalytic,1,833,344,55.305,622
1990-2009,psychoanalytic_psychology,622,2,phd,1,730,506,81.35,622
1990-2009,psychoanalytic_psychology,622,3,psychoanalysis,1,717,265,42.605,622
1990-2009,psychoanalytic_psychology,622,4,runninghead,1,622,622,100.0,622
1990-2009,psychoanalytic_psychology,622,5,new,1,497,244,39.228,622
1990-2009,psychoanalytic_psychology,622,6,theory,1,454,200,32.154,622
1990-2009,psychoanalytic_psychology,622,7,clinical,1,378,232,37.299,622
1990-2009,psychoanalytic_psychology,622,8,treatment,1,364,170,27.331,622
1990-2009,psychoanalytic_psychology,622,9,psychology,1,320,163,26.206,622
1990-2009,psychoanalytic_psychology,622,10,york,1,306,162,26.045,622
1990-2009,psychoanalytic_psychology,622,11,university,1,288,150,24.116,622
1990-2009,psychoanalytic_psychology,622,12,between,1,269,188,30.225,622
1990-2009,psychoanalytic_psychology,622,13,development,1,260,140,22.508,622
1990-2009,psychoanalytic_psychology,622,14,psychotherapy,1,252,127,20.418,622
1990-2009,psychoanalytic_psychology,622,15,self,1,251,106,17.042,622
1990-2009,psychoanalytic_psychology,622,16,object,1,240,91,14.63,622
1990-2009,psychoanalytic_psychology,622,17,process,1,238,146,23.473,622
1990-2009,psychoanalytic_psychology,622,18,analytic,1,228,118,18.971,622
1990-2009,psychoanalytic_psychology,622,19,experience,1,227,126,20.257,622
1990-2009,psychoanalytic_psychology,622,20,freud,1,222,83,13.344,622
1990-2009,psychoanalytic_psychology,622,21,research,1,219,126,20.257,622
1990-2009,psychoanalytic_psychology,622,22,freud's,1,218,87,13.987,622
1990-2009,psychoanalytic_psychology,622,23,patients,1,218,113,18.167,622
1990-2009,psychoanalytic_psychology,622,24,practice,1,216,162,26.045,622
1990-2009,psychoanalytic_psychology,622,25,work,1,208,137,22.026,622
1990-2009,psychoanalytic_psychology,622,26,patient,1,207,118,18.971,622
1990-2009,psychoanalytic_psychology,622,27,therapeutic,1,191,103,16.559,622
1990-2009,psychoanalytic_psychology,622,28,e-mail,1,191,187,30.064,622
1990-2009,psychoanalytic_psychology,622,29,analysis,1,182,89,14.309,622
1990-2009,psychoanalytic_psychology,622,30,analyst,1,179,112,18.006,622
1990-2009,psychoanalytic_psychology,622,31,transference,1,179,72,11.576,622
1990-2009,psychoanalytic_psychology,622,32,relational,1,178,69,11.093,622
1990-2009,psychoanalytic_psychology,622,33,child,1,178,71,11.415,622
1990-2009,psychoanalytic_psychology,622,34,about,1,177,125,20.096,622
1990-2009,psychoanalytic_psychology,622,35,other,1,167,127,20.418,622
1990-2009,psychoanalytic_psychology,622,36,one,1,162,116,18.65,622
1990-2009,psychoanalytic_psychology,622,37,psychological,1,159,99,15.916,622
1990-2009,psychoanalytic_psychology,622,38,relationship,1,157,100,16.077,622
1990-2009,psychoanalytic_psychology,622,39,unconscious,1,156,81,13.023,622
1990-2009,psychoanalytic_psychology,622,40,both,1,156,128,20.579,622
1990-2009,psychoanalytic_psychology,622,41,institute,1,150,105,16.881,622
1990-2009,psychoanalytic_psychology,622,42,also,1,146,123,19.775,622
1990-2009,psychoanalytic_psychology,622,43,attachment,1,142,38,6.109,622
1990-2009,psychoanalytic_psychology,622,44,two,1,141,95,15.273,622
1990-2009,psychoanalytic_psychology,622,45,theoretical,1,139,97,15.595,622
1990-2009,psychoanalytic_psychology,622,46,early,1,139,84,13.505,622
1990-2009,psychoanalytic_psychology,622,47,training,1,137,85,13.666,622
1990-2009,psychoanalytic_psychology,622,48,contemporary,1,136,92,14.791,622
1990-2009,psychoanalytic_psychology,622,49,robert,1,130,40,6.431,622
1990-2009,psychoanalytic_psychology,622,50,relations,1,129,60,9.646,622
1990-2009,psychoanalytic_psychology,622,51,developmental,1,129,88,14.148,622
1990-2009,psychoanalytic_psychology,622,52,children,1,128,54,8.682,622
1990-2009,psychoanalytic_psychology,622,53,theories,1,127,74,11.897,622
1990-2009,psychoanalytic_psychology,622,54,understanding,1,126,96,15.434,622
1990-2009,psychoanalytic_psychology,622,55,trauma,1,125,47,7.556,622
1990-2009,psychoanalytic_psychology,622,56,countertransference,1,124,46,7.395,622
1990-2009,psychoanalytic_psychology,622,57,well,1,116,100,16.077,622
1990-2009,psychoanalytic_psychology,622,58,affect,1,115,48,7.717,622
1990-2009,psychoanalytic_psychology,622,59,therapy,1,113,69,11.093,622
1990-2009,psychoanalytic_psychology,622,60,personality,1,112,47,7.556,622
1990-2009,psychoanalytic_psychology,622,61,patient's,1,112,73,11.736,622
1990-2009,psychoanalytic_psychology,622,62,aspects,1,107,77,12.379,622
1990-2009,psychoanalytic_psychology,622,63,sexual,1,107,42,6.752,622
1990-2009,psychoanalytic_psychology,622,64,center,1,104,87,13.987,622
1990-2009,psychoanalytic_psychology,622,65,analyst's,1,102,51,8.199,622
1990-2009,psychoanalytic_psychology,622,66,language,1,102,31,4.984,622
1990-2009,psychoanalytic_psychology,622,67,life,1,101,69,11.093,622
1990-2009,psychoanalytic_psychology,622,68,all,1,97,85,13.666,622
1990-2009,psychoanalytic_psychology,622,69,school,1,97,64,10.289,622
1990-2009,psychoanalytic_psychology,622,70,interpersonal,1,96,52,8.36,622
1990-2009,psychoanalytic_psychology,622,71,mental,1,95,63,10.129,622
1990-2009,psychoanalytic_psychology,622,72,private,1,94,78,12.54,622
1990-2009,psychoanalytic_psychology,622,73,professor,1,94,83,13.344,622
1990-2009,psychoanalytic_psychology,622,74,ego,1,92,43,6.913,622
1990-2009,psychoanalytic_psychology,622,75,processes,1,92,74,11.897,622
2010-2025,psychoanalytic_psychology,624,1,phd,1,919,466,74.679,624
2010-2025,psychoanalytic_psychology,624,2,runninghead,1,624,624,100.0,624
2010-2025,psychoanalytic_psychology,624,3,attachment,1,618,89,14.263,624
2010-2025,psychoanalytic_psychology,624,4,psychoanalytic,1,617,240,38.462,624
2010-2025,psychoanalytic_psychology,624,5,e-mail,1,600,442,70.833,624
2010-2025,psychoanalytic_psychology,624,6,university,1,506,57,9.135,624
2010-2025,psychoanalytic_psychology,624,7,between,1,497,227,36.378,624
2010-2025,psychoanalytic_psychology,624,8,personality,1,423,113,18.109,624
2010-2025,psychoanalytic_psychology,624,9,treatment,1,419,158,25.321,624
2010-2025,psychoanalytic_psychology,624,10,patients,1,404,155,24.84,624
2010-2025,psychoanalytic_psychology,624,11,clinical,1,386,219,35.096,624
2010-2025,psychoanalytic_psychology,624,12,psychoanalysis,1,384,136,21.795,624
2010-2025,psychoanalytic_psychology,624,13,new,1,382,205,32.853,624
2010-2025,psychoanalytic_psychology,624,14,psychotherapy,1,370,121,19.391,624
2010-2025,psychoanalytic_psychology,624,15,process,1,318,146,23.397,624
2010-2025,psychoanalytic_psychology,624,16,research,1,316,166,26.603,624
2010-2025,psychoanalytic_psychology,624,17,relationship,1,300,124,19.872,624
2010-2025,psychoanalytic_psychology,624,18,psychodynamic,1,285,98,15.705,624
2010-2025,psychoanalytic_psychology,624,19,online,1,266,79,12.66,624
2010-2025,psychoanalytic_psychology,624,20,therapeutic,1,264,112,17.949,624
2010-2025,psychoanalytic_psychology,624,21,theory,1,264,121,19.391,624
2010-2025,psychoanalytic_psychology,624,22,psychology,1,241,89,14.263,624
2010-2025,psychoanalytic_psychology,624,23,com,1,237,228,36.538,624
2010-2025,psychoanalytic_psychology,624,24,about,1,233,144,23.077,624
2010-2025,psychoanalytic_psychology,624,25,experience,1,229,121,19.391,624
2010-2025,psychoanalytic_psychology,624,26,york,1,225,131,20.994,624
2010-2025,psychoanalytic_psychology,624,27,functioning,1,216,87,13.942,624
2010-2025,psychoanalytic_psychology,624,28,patient,1,215,109,17.468,624
2010-2025,psychoanalytic_psychology,624,29,self,1,204,77,12.34,624
2010-2025,psychoanalytic_psychology,624,30,development,1,195,102,16.346,624
2010-2025,psychoanalytic_psychology,624,31,org,1,193,140,22.436,624
2010-2025,psychoanalytic_psychology,624,32,analysis,1,193,100,16.026,624
2010-2025,psychoanalytic_psychology,624,33,states,1,190,121,19.391,624
2010-2025,psychoanalytic_psychology,624,34,work,1,183,112,17.949,624
2010-2025,psychoanalytic_psychology,624,35,mental,1,174,98,15.705,624
2010-2025,psychoanalytic_psychology,624,36,both,1,172,132,21.154,624
2010-2025,psychoanalytic_psychology,624,37,adult,1,171,64,10.256,624
2010-2025,psychoanalytic_psychology,624,38,social,1,169,81,12.981,624
2010-2025,psychoanalytic_psychology,624,39,gmail,1,169,165,26.442,624
2010-2025,psychoanalytic_psychology,624,40,available,1,163,63,10.096,624
2010-2025,psychoanalytic_psychology,624,41,latest,1,158,54,8.654,624
2010-2025,psychoanalytic_psychology,624,42,disorders,1,157,69,11.058,624
2010-2025,psychoanalytic_psychology,624,43,disorder,1,155,62,9.936,624
2010-2025,psychoanalytic_psychology,624,44,trauma,1,153,57,9.135,624
2010-2025,psychoanalytic_psychology,624,45,psychological,1,152,86,13.782,624
2010-2025,psychoanalytic_psychology,624,46,https,1,151,101,16.186,624
2010-2025,psychoanalytic_psychology,624,47,notification,1,150,50,8.013,624
2010-2025,psychoanalytic_psychology,624,48,therapy,1,150,75,12.019,624
2010-2025,psychoanalytic_psychology,624,49,model,1,149,80,12.821,624
2010-2025,psychoanalytic_psychology,624,50,apa,1,148,65,10.417,624
2010-2025,psychoanalytic_psychology,624,51,other,1,148,106,16.987,624
2010-2025,psychoanalytic_psychology,624,52,understanding,1,147,105,16.827,624
2010-2025,psychoanalytic_psychology,624,53,email,1,147,143,22.917,624
2010-2025,psychoanalytic_psychology,624,54,also,1,146,127,20.353,624
2010-2025,psychoanalytic_psychology,624,55,life,1,145,89,14.263,624
2010-2025,psychoanalytic_psychology,624,56,results,1,142,102,16.346,624
2010-2025,psychoanalytic_psychology,624,57,relationships,1,140,70,11.218,624
2010-2025,psychoanalytic_psychology,624,58,object,1,140,53,8.494,624
2010-2025,psychoanalytic_psychology,624,59,change,1,138,64,10.256,624
2010-2025,psychoanalytic_psychology,624,60,experiences,1,138,77,12.34,624
2010-2025,psychoanalytic_psychology,624,61,emotional,1,137,66,10.577,624
2010-2025,psychoanalytic_psychology,624,62,analytic,1,135,68,10.897,624
2010-2025,psychoanalytic_psychology,624,63,sexual,1,135,34,5.449,624
2010-2025,psychoanalytic_psychology,624,64,edu,1,134,133,21.314,624
2010-2025,psychoanalytic_psychology,624,65,school,1,132,24,3.846,624
2010-2025,psychoanalytic_psychology,624,66,therapist,1,132,56,8.974,624
2010-2025,psychoanalytic_psychology,624,67,interpersonal,1,131,62,9.936,624
2010-2025,psychoanalytic_psychology,624,68,united,1,131,89,14.263,624
2010-2025,psychoanalytic_psychology,624,69,children,1,131,46,7.372,624
2010-2025,psychoanalytic_psychology,624,70,relational,1,130,59,9.455,624
2010-2025,psychoanalytic_psychology,624,71,therapists,1,130,54,8.654,624
2010-2025,psychoanalytic_psychology,624,72,orcid,1,129,79,12.66,624
2010-2025,psychoanalytic_psychology,624,73,relations,1,127,56,8.974,624
2010-2025,psychoanalytic_psychology,624,74,practice,1,127,84,13.462,624
2010-2025,psychoanalytic_psychology,624,75,depression,1,125,34,5.449,624
1970-1989,psychoanalytic_psychotherapy,39,1,psychotherapy,1,64,17,43.59,39
1970-1989,psychoanalytic_psychotherapy,39,2,runninghead,1,39,39,100.0,39
1970-1989,psychoanalytic_psychotherapy,39,3,psychoanalytic,1,33,14,35.897,39
1970-1989,psychoanalytic_psychotherapy,39,4,london,1,26,24,61.538,39
1970-1989,psychoanalytic_psychotherapy,39,5,patients,1,22,8,20.513,39
1970-1989,psychoanalytic_psychotherapy,39,6,child,1,21,7,17.949,39
1970-1989,psychoanalytic_psychotherapy,39,7,patient,1,18,7,17.949,39
1970-1989,psychoanalytic_psychotherapy,39,8,group,1,17,6,15.385,39
1970-1989,psychoanalytic_psychotherapy,39,9,both,1,16,14,35.897,39
1970-1989,psychoanalytic_psychotherapy,39,10,psychotic,1,16,4,10.256,39
1970-1989,psychoanalytic_psychotherapy,39,11,between,1,16,11,28.205,39
1970-1989,psychoanalytic_psychotherapy,39,12,psychoanalysis,1,16,8,20.513,39
1970-1989,psychoanalytic_psychotherapy,39,13,about,1,16,9,23.077,39
1970-1989,psychoanalytic_psychotherapy,39,14,understanding,1,15,6,15.385,39
1970-1989,psychoanalytic_psychotherapy,39,15,health,1,15,4,10.256,39
1970-1989,psychoanalytic_psychotherapy,39,16,other,1,14,9,23.077,39
1970-1989,psychoanalytic_psychotherapy,39,17,setting,1,14,7,17.949,39
1970-1989,psychoanalytic_psychotherapy,39,18,one,1,14,10,25.641,39
1970-1989,psychoanalytic_psychotherapy,39,19,theory,1,13,7,17.949,39
1970-1989,psychoanalytic_psychotherapy,39,20,development,1,13,9,23.077,39
1970-1989,psychoanalytic_psychotherapy,39,21,clinical,1,13,7,17.949,39
1970-1989,psychoanalytic_psychotherapy,39,22,institution,1,13,3,7.692,39
1970-1989,psychoanalytic_psychotherapy,39,23,treatment,1,12,9,23.077,39
1970-1989,psychoanalytic_psychotherapy,39,24,aspects,1,12,8,20.513,39
1970-1989,psychoanalytic_psychotherapy,39,25,different,1,12,7,17.949,39
1970-1989,psychoanalytic_psychotherapy,39,26,psychiatry,1,11,2,5.128,39
1970-1989,psychoanalytic_psychotherapy,39,27,psychiatric,1,11,5,12.821,39
1970-1989,psychoanalytic_psychotherapy,39,28,relationship,1,11,10,25.641,39
1970-1989,psychoanalytic_psychotherapy,39,29,experience,1,10,6,15.385,39
1970-1989,psychoanalytic_psychotherapy,39,30,also,1,10,8,20.513,39
1970-1989,psychoanalytic_psychotherapy,39,31,infancy,1,10,4,10.256,39
1970-1989,psychoanalytic_psychotherapy,39,32,life,1,10,6,15.385,39
1970-1989,psychoanalytic_psychotherapy,39,33,incest,1,10,4,10.256,39
1970-1989,psychoanalytic_psychotherapy,39,34,process,1,10,6,15.385,39
1970-1989,psychoanalytic_psychotherapy,39,35,elderly,1,10,2,5.128,39
1970-1989,psychoanalytic_psychotherapy,39,36,therapist,1,9,4,10.256,39
1970-1989,psychoanalytic_psychotherapy,39,37,supervision,1,9,2,5.128,39
1970-1989,psychoanalytic_psychotherapy,39,38,early,1,9,5,12.821,39
1970-1989,psychoanalytic_psychotherapy,39,39,countertransference,1,9,3,7.692,39
1970-1989,psychoanalytic_psychotherapy,39,40,training,1,8,6,15.385,39
1970-1989,psychoanalytic_psychotherapy,39,41,working,1,8,5,12.821,39
1970-1989,psychoanalytic_psychotherapy,39,42,road,1,8,8,20.513,39
1970-1989,psychoanalytic_psychotherapy,39,43,care,1,8,2,5.128,39
1970-1989,psychoanalytic_psychotherapy,39,44,hospital,1,8,5,12.821,39
1970-1989,psychoanalytic_psychotherapy,39,45,analysis,1,8,4,10.256,39
1970-1989,psychoanalytic_psychotherapy,39,46,psychotherapeutic,1,8,4,10.256,39
1970-1989,psychoanalytic_psychotherapy,39,47,difficulty,1,8,3,7.692,39
1970-1989,psychoanalytic_psychotherapy,39,48,particular,1,8,8,20.513,39
1970-1989,psychoanalytic_psychotherapy,39,49,problems,1,8,5,12.821,39
1970-1989,psychoanalytic_psychotherapy,39,50,victoria,1,8,2,5.128,39
1970-1989,psychoanalytic_psychotherapy,39,51,hamilton,1,8,2,5.128,39
1970-1989,psychoanalytic_psychotherapy,39,52,situation,1,8,5,12.821,39
1970-1989,psychoanalytic_psychotherapy,39,53,conference,1,8,4,10.256,39
1970-1989,psychoanalytic_psychotherapy,39,54,mourning,1,8,1,2.564,39
1970-1989,psychoanalytic_psychotherapy,39,55,mental,1,8,5,12.821,39
1970-1989,psychoanalytic_psychotherapy,39,56,finnish,1,8,2,5.128,39
1970-1989,psychoanalytic_psychotherapy,39,57,public,1,8,2,5.128,39
1970-1989,psychoanalytic_psychotherapy,39,58,steiner,1,8,2,5.128,39
1970-1989,psychoanalytic_psychotherapy,39,59,jonathan,1,8,2,5.128,39
1970-1989,psychoanalytic_psychotherapy,39,60,pedder,1,8,2,5.128,39
1970-1989,psychoanalytic_psychotherapy,39,61,material,1,7,6,15.385,39
1970-1989,psychoanalytic_psychotherapy,39,62,splitting,1,7,5,12.821,39
1970-1989,psychoanalytic_psychotherapy,39,63,fears,1,7,3,7.692,39
1970-1989,psychoanalytic_psychotherapy,39,64,change,1,7,5,12.821,39
1970-1989,psychoanalytic_psychotherapy,39,65,internal,1,7,5,12.821,39
1970-1989,psychoanalytic_psychotherapy,39,66,objects,1,7,4,10.256,39
1970-1989,psychoanalytic_psychotherapy,39,67,need,1,7,5,12.821,39
1970-1989,psychoanalytic_psychotherapy,39,68,suicide,1,7,1,2.564,39
1970-1989,psychoanalytic_psychotherapy,39,69,personality,1,7,3,7.692,39
1970-1989,psychoanalytic_psychotherapy,39,70,effects,1,7,6,15.385,39
1970-1989,psychoanalytic_psychotherapy,39,71,given,1,7,7,17.949,39
1970-1989,psychoanalytic_psychotherapy,39,72,assessment,1,7,3,7.692,39
1970-1989,psychoanalytic_psychotherapy,39,73,anorexia,1,7,2,5.128,39
1970-1989,psychoanalytic_psychotherapy,39,74,insurance,1,7,3,7.692,39
1970-1989,psychoanalytic_psychotherapy,39,75,children,1,6,3,7.692,39
1990-2009,psychoanalytic_psychotherapy,399,1,psychotherapy,1,515,166,41.604,399
1990-2009,psychoanalytic_psychotherapy,399,2,runninghead,1,399,399,100.0,399
1990-2009,psychoanalytic_psychotherapy,399,3,psychoanalytic,1,393,160,40.1,399
1990-2009,psychoanalytic_psychotherapy,399,4,patients,1,372,145,36.341,399
1990-2009,psychoanalytic_psychotherapy,399,5,work,1,343,155,38.847,399
1990-2009,psychoanalytic_psychotherapy,399,6,patient,1,259,133,33.333,399
1990-2009,psychoanalytic_psychotherapy,399,7,clinical,1,225,148,37.093,399
1990-2009,psychoanalytic_psychotherapy,399,8,london,1,212,172,43.108,399
1990-2009,psychoanalytic_psychotherapy,399,9,treatment,1,197,106,26.566,399
1990-2009,psychoanalytic_psychotherapy,399,10,understanding,1,180,106,26.566,399
1990-2009,psychoanalytic_psychotherapy,399,11,therapy,1,180,85,21.303,399
1990-2009,psychoanalytic_psychotherapy,399,12,mental,1,170,74,18.546,399
1990-2009,psychoanalytic_psychotherapy,399,13,about,1,170,102,25.564,399
1990-2009,psychoanalytic_psychotherapy,399,14,between,1,169,113,28.321,399
1990-2009,psychoanalytic_psychotherapy,399,15,one,1,165,117,29.323,399
1990-2009,psychoanalytic_psychotherapy,399,16,therapeutic,1,157,78,19.549,399
1990-2009,psychoanalytic_psychotherapy,399,17,group,1,155,59,14.787,399
1990-2009,psychoanalytic_psychotherapy,399,18,health,1,151,67,16.792,399
1990-2009,psychoanalytic_psychotherapy,399,19,other,1,147,98,24.561,399
1990-2009,psychoanalytic_psychotherapy,399,20,hospital,1,141,65,16.291,399
1990-2009,psychoanalytic_psychotherapy,399,21,psychoanalysis,1,140,59,14.787,399
1990-2009,psychoanalytic_psychotherapy,399,22,both,1,139,106,26.566,399
1990-2009,psychoanalytic_psychotherapy,399,23,experience,1,136,85,21.303,399
1990-2009,psychoanalytic_psychotherapy,399,24,working,1,130,74,18.546,399
1990-2009,psychoanalytic_psychotherapy,399,25,two,1,125,84,21.053,399
1990-2009,psychoanalytic_psychotherapy,399,26,practice,1,125,63,15.789,399
1990-2009,psychoanalytic_psychotherapy,399,27,also,1,119,98,24.561,399
1990-2009,psychoanalytic_psychotherapy,399,28,mind,1,115,58,14.536,399
1990-2009,psychoanalytic_psychotherapy,399,29,process,1,103,70,17.544,399
1990-2009,psychoanalytic_psychotherapy,399,30,development,1,102,70,17.544,399
1990-2009,psychoanalytic_psychotherapy,399,31,psychotic,1,98,42,10.526,399
1990-2009,psychoanalytic_psychotherapy,399,32,psychological,1,96,58,14.536,399
1990-2009,psychoanalytic_psychotherapy,399,33,child,1,96,53,13.283,399
1990-2009,psychoanalytic_psychotherapy,399,34,thinking,1,95,59,14.787,399
1990-2009,psychoanalytic_psychotherapy,399,35,psychodynamic,1,95,38,9.524,399
1990-2009,psychoanalytic_psychotherapy,399,36,care,1,94,42,10.526,399
1990-2009,psychoanalytic_psychotherapy,399,37,life,1,92,56,14.035,399
1990-2009,psychoanalytic_psychotherapy,399,38,relationship,1,92,58,14.536,399
1990-2009,psychoanalytic_psychotherapy,399,39,setting,1,90,52,13.033,399
1990-2009,psychoanalytic_psychotherapy,399,40,therapist,1,89,54,13.534,399
1990-2009,psychoanalytic_psychotherapy,399,41,nhs,1,89,50,12.531,399
1990-2009,psychoanalytic_psychotherapy,399,42,service,1,87,48,12.03,399
1990-2009,psychoanalytic_psychotherapy,399,43,material,1,86,68,17.043,399
1990-2009,psychoanalytic_psychotherapy,399,44,road,1,86,83,20.802,399
1990-2009,psychoanalytic_psychotherapy,399,45,years,1,84,58,14.536,399
1990-2009,psychoanalytic_psychotherapy,399,46,staff,1,84,38,9.524,399
1990-2009,psychoanalytic_psychotherapy,399,47,eye,1,84,15,3.759,399
1990-2009,psychoanalytic_psychotherapy,399,48,research,1,83,43,10.777,399
1990-2009,psychoanalytic_psychotherapy,399,49,psychiatric,1,83,42,10.526,399
1990-2009,psychoanalytic_psychotherapy,399,50,individual,1,81,59,14.787,399
1990-2009,psychoanalytic_psychotherapy,399,51,general,1,80,45,11.278,399
1990-2009,psychoanalytic_psychotherapy,399,52,psychotherapeutic,1,80,43,10.777,399
1990-2009,psychoanalytic_psychotherapy,399,53,children,1,80,31,7.769,399
1990-2009,psychoanalytic_psychotherapy,399,54,disorders,1,80,32,8.02,399
1990-2009,psychoanalytic_psychotherapy,399,55,patient's,1,79,52,13.033,399
1990-2009,psychoanalytic_psychotherapy,399,56,first,1,78,59,14.787,399
1990-2009,psychoanalytic_psychotherapy,399,57,emotional,1,78,49,12.281,399
1990-2009,psychoanalytic_psychotherapy,399,58,training,1,76,31,7.769,399
1990-2009,psychoanalytic_psychotherapy,399,59,particular,1,76,66,16.541,399
1990-2009,psychoanalytic_psychotherapy,399,60,all,1,75,61,15.288,399
1990-2009,psychoanalytic_psychotherapy,399,61,services,1,75,34,8.521,399
1990-2009,psychoanalytic_psychotherapy,399,62,aspects,1,75,52,13.033,399
1990-2009,psychoanalytic_psychotherapy,399,63,own,1,74,54,13.534,399
1990-2009,psychoanalytic_psychotherapy,399,64,transference,1,72,42,10.526,399
1990-2009,psychoanalytic_psychotherapy,399,65,theory,1,72,45,11.278,399
1990-2009,psychoanalytic_psychotherapy,399,66,feelings,1,72,45,11.278,399
1990-2009,psychoanalytic_psychotherapy,399,67,many,1,71,56,14.035,399
1990-2009,psychoanalytic_psychotherapy,399,68,difficulties,1,71,53,13.283,399
1990-2009,psychoanalytic_psychotherapy,399,69,countertransference,1,70,32,8.02,399
1990-2009,psychoanalytic_psychotherapy,399,70,time,1,69,54,13.534,399
1990-2009,psychoanalytic_psychotherapy,399,71,out,1,69,46,11.529,399
1990-2009,psychoanalytic_psychotherapy,399,72,problems,1,68,49,12.281,399
1990-2009,psychoanalytic_psychotherapy,399,73,pregnancy,1,66,13,3.258,399
1990-2009,psychoanalytic_psychotherapy,399,74,internal,1,66,50,12.531,399
1990-2009,psychoanalytic_psychotherapy,399,75,well,1,65,57,14.286,399
2010-2025,psychoanalytic_psychotherapy,432,1,psychoanalytic,1,771,236,54.63,432
2010-2025,psychoanalytic_psychotherapy,432,2,psychotherapy,1,693,201,46.528,432
2010-2025,psychoanalytic_psychotherapy,432,3,runninghead,1,432,432,100.0,432
2010-2025,psychoanalytic_psychotherapy,432,4,therapy,1,358,133,30.787,432
2010-2025,psychoanalytic_psychotherapy,432,5,patients,1,301,131,30.324,432
2010-2025,psychoanalytic_psychotherapy,432,6,clinical,1,299,172,39.815,432
2010-2025,psychoanalytic_psychotherapy,432,7,psychodynamic,1,298,94,21.759,432
2010-2025,psychoanalytic_psychotherapy,432,8,london,1,296,161,37.269,432
2010-2025,psychoanalytic_psychotherapy,432,9,research,1,287,123,28.472,432
2010-2025,psychoanalytic_psychotherapy,432,10,treatment,1,264,114,26.389,432
2010-2025,psychoanalytic_psychotherapy,432,11,psychoanalysis,1,260,101,23.38,432
2010-2025,psychoanalytic_psychotherapy,432,12,work,1,252,136,31.481,432
2010-2025,psychoanalytic_psychotherapy,432,13,health,1,243,120,27.778,432
2010-2025,psychoanalytic_psychotherapy,432,14,between,1,214,130,30.093,432
2010-2025,psychoanalytic_psychotherapy,432,15,practice,1,213,119,27.546,432
2010-2025,psychoanalytic_psychotherapy,432,16,mental,1,192,102,23.611,432
2010-2025,psychoanalytic_psychotherapy,432,17,service,1,184,75,17.361,432
2010-2025,psychoanalytic_psychotherapy,432,18,therapeutic,1,179,96,22.222,432
2010-2025,psychoanalytic_psychotherapy,432,19,nhs,1,176,87,20.139,432
2010-2025,psychoanalytic_psychotherapy,432,20,about,1,176,111,25.694,432
2010-2025,psychoanalytic_psychotherapy,432,21,theory,1,172,97,22.454,432
2010-2025,psychoanalytic_psychotherapy,432,22,experience,1,172,103,23.843,432
2010-2025,psychoanalytic_psychotherapy,432,23,group,1,168,68,15.741,432
2010-2025,psychoanalytic_psychotherapy,432,24,understanding,1,166,111,25.694,432
2010-2025,psychoanalytic_psychotherapy,432,25,patient,1,164,80,18.519,432
2010-2025,psychoanalytic_psychotherapy,432,26,development,1,161,102,23.611,432
2010-2025,psychoanalytic_psychotherapy,432,27,new,1,158,92,21.296,432
2010-2025,psychoanalytic_psychotherapy,432,28,depression,1,156,43,9.954,432
2010-2025,psychoanalytic_psychotherapy,432,29,care,1,155,70,16.204,432
2010-2025,psychoanalytic_psychotherapy,432,30,email,1,153,152,35.185,432
2010-2025,psychoanalytic_psychotherapy,432,31,also,1,146,109,25.231,432
2010-2025,psychoanalytic_psychotherapy,432,32,personality,1,146,61,14.12,432
